,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,-333333.333333,0.0,0.0,,
Tax Rate For Calcs,0.041667,0.0,0.166667,0.0,0.0,,
Normalized EBITDA,119000000.0,75000000.0,86000000.0,76000000.0,80000000.0,,
Total Unusual Items,,0.0,-2000000.0,0.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,,0.0,-2000000.0,0.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Reconciled Depreciation,67000000.0,67000000.0,69000000.0,69000000.0,67000000.0,,
Reconciled Cost Of Revenue,189000000.0,178000000.0,185000000.0,166000000.0,139000000.0,,
EBITDA,119000000.0,75000000.0,84000000.0,76000000.0,80000000.0,,
EBIT,52000000.0,8000000.0,15000000.0,7000000.0,13000000.0,,
Net Interest Income,-4000000.0,-5000000.0,-3000000.0,-5000000.0,-5000000.0,,
Interest Expense,4000000.0,5000000.0,3000000.0,5000000.0,5000000.0,,
Normalized Income,46000000.0,3000000.0,11666666.666667,2000000.0,8000000.0,,
Net Income From Continuing And Discontinued Operation,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Total Expenses,672000000.0,665000000.0,677000000.0,666000000.0,607000000.0,,
Total Operating Income As Reported,36000000.0,-11000000.0,-3000000.0,-11000000.0,-9000000.0,,
Diluted Average Shares,239644000.0,252387000.0,256243000.0,251665000.0,256192000.0,,
Basic Average Shares,235682000.0,242054000.0,242326000.0,241083000.0,242256000.0,,
Diluted EPS,0.19,0.01,0.04,0.01,0.03,,
Basic EPS,0.19,0.01,0.04,0.01,0.03,,
Diluted NI Availto Com Stockholders,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Net Income Common Stockholders,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Net Income,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Net Income Including Noncontrolling Interests,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Net Income Continuous Operations,46000000.0,3000000.0,10000000.0,2000000.0,8000000.0,,
Tax Provision,2000000.0,0.0,2000000.0,0.0,0.0,,
Pretax Income,48000000.0,3000000.0,12000000.0,2000000.0,8000000.0,,
Other Income Expense,16000000.0,19000000.0,16000000.0,18000000.0,22000000.0,,
Other Non Operating Income Expenses,16000000.0,19000000.0,18000000.0,18000000.0,22000000.0,,
Special Income Charges,,0.0,-2000000.0,0.0,0.0,0.0,
Other Special Charges,,,,,,0.0,
Write Off,,0.0,2000000.0,0.0,0.0,0.0,
Restructuring And Mergern Acquisition,,0.0,0.0,,,0.0,1000000.0
Net Non Operating Interest Income Expense,-4000000.0,-5000000.0,-3000000.0,-5000000.0,-5000000.0,,
Interest Expense Non Operating,4000000.0,5000000.0,3000000.0,5000000.0,5000000.0,,
Operating Income,36000000.0,-11000000.0,-1000000.0,-11000000.0,-9000000.0,,
Operating Expense,483000000.0,487000000.0,492000000.0,500000000.0,468000000.0,,
Research And Development,150000000.0,154000000.0,151000000.0,153000000.0,149000000.0,,
Selling General And Administration,333000000.0,333000000.0,341000000.0,347000000.0,319000000.0,,
Selling And Marketing Expense,210000000.0,205000000.0,214000000.0,226000000.0,198000000.0,,
General And Administrative Expense,123000000.0,128000000.0,127000000.0,121000000.0,121000000.0,,
Other Gand A,123000000.0,128000000.0,127000000.0,121000000.0,121000000.0,,
Gross Profit,519000000.0,476000000.0,491000000.0,489000000.0,459000000.0,,
Cost Of Revenue,189000000.0,178000000.0,185000000.0,166000000.0,139000000.0,,
Total Revenue,708000000.0,654000000.0,676000000.0,655000000.0,598000000.0,,
Operating Revenue,697000000.0,643000000.0,662000000.0,641000000.0,587000000.0,,
