,2025-12-31,2025-09-30,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-30644670.0,747663.0,48076560.0,-218284.0
Tax Rate For Calcs,0.21,0.007,0.21,0.011
Normalized EBITDA,23555000.0,-237021000.0,-226592000.0,-48975000.0
Total Unusual Items,-145927000.0,106809000.0,228936000.0,-19844000.0
Total Unusual Items Excluding Goodwill,-145927000.0,106809000.0,228936000.0,-19844000.0
Net Income From Continuing Operation Net Minority Interest,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Reconciled Depreciation,7534000.0,7672000.0,8305000.0,8151000.0
Reconciled Cost Of Revenue,94585000.0,102840000.0,45033000.0,49754000.0
EBITDA,-122372000.0,-130212000.0,2344000.0,-68819000.0
EBIT,-129906000.0,-137884000.0,-5961000.0,-76970000.0
Net Interest Income,-10782000.0,-22816000.0,-16339000.0,-14229000.0
Interest Expense,10782000.0,22816000.0,16339000.0,14229000.0
Normalized Income,-25540670.0,-265575337.0,-207853440.0,-70554284.0
Net Income From Continuing And Discontinued Operation,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Total Expenses,171744000.0,171411000.0,72040000.0,76824000.0
Total Operating Income As Reported,-111401000.0,-120793000.0,-28740000.0,-52282000.0
Diluted Average Shares,115282000.0,23931000.0,,117083333.0
Basic Average Shares,115282000.0,23931000.0,,117083333.0
Diluted EPS,-1.22,-6.67,,-0.770221
Basic EPS,-1.22,-6.67,,-0.770221
Diluted NI Availto Com Stockholders,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Net Income Common Stockholders,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Net Income,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Net Income Including Noncontrolling Interests,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Net Income Continuous Operations,-140823000.0,-159514000.0,-26994000.0,-90180000.0
Tax Provision,135000.0,-1186000.0,4694000.0,-1019000.0
Pretax Income,-140688000.0,-160700000.0,-22300000.0,-91199000.0
Other Income Expense,-18505000.0,-17091000.0,22779000.0,-24688000.0
Other Non Operating Income Expenses,127422000.0,-123900000.0,-206157000.0,-4844000.0
Gain On Sale Of Security,-145927000.0,106809000.0,228936000.0,-19844000.0
Net Non Operating Interest Income Expense,-10782000.0,-22816000.0,-16339000.0,-14229000.0
Interest Expense Non Operating,10782000.0,22816000.0,16339000.0,14229000.0
Operating Income,-111401000.0,-120793000.0,-28740000.0,-52282000.0
Operating Expense,77159000.0,68571000.0,27007000.0,27070000.0
Other Operating Expenses,13221000.0,16310000.0,9182000.0,8989000.0
Selling General And Administration,63938000.0,52261000.0,17825000.0,18081000.0
Selling And Marketing Expense,39043000.0,32926000.0,11306000.0,4259000.0
General And Administrative Expense,24895000.0,19335000.0,6519000.0,13822000.0
Other Gand A,24895000.0,19335000.0,6519000.0,13822000.0
Gross Profit,-34242000.0,-52222000.0,-1733000.0,-25212000.0
Cost Of Revenue,94585000.0,102840000.0,45033000.0,49754000.0
Total Revenue,60343000.0,50618000.0,43300000.0,24542000.0
Operating Revenue,56404000.0,49775000.0,42984000.0,24356000.0
