,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,,
Tax Rate For Calcs,0.145692,0.21,0.251,0.21,0.186954,,
Normalized EBITDA,85456000.0,62426000.0,26946000.0,23749000.0,14420000.0,,
Total Unusual Items,,0.0,,,-6597000.0,,
Total Unusual Items Excluding Goodwill,,0.0,,,-6597000.0,,
Net Income From Continuing Operation Net Minority Interest,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Reconciled Depreciation,16072000.0,18656000.0,20441000.0,23705000.0,20682000.0,,
Reconciled Cost Of Revenue,336818000.0,346736000.0,357745000.0,329863000.0,308186000.0,,
EBITDA,85456000.0,62426000.0,26946000.0,23749000.0,14420000.0,,
EBIT,69384000.0,43770000.0,6505000.0,44000.0,-6262000.0,,
Net Interest Income,-245000.0,-4801000.0,500000.0,-2491000.0,-4500000.0,,
Interest Expense,245000.0,,,,4500000.0,,
Interest Income,,,,,2097000.0,,
Normalized Income,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Net Income From Continuing And Discontinued Operation,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Total Expenses,397011000.0,478539000.0,490259000.0,465430000.0,433755000.0,,
Total Operating Income As Reported,69384000.0,43770000.0,6505000.0,44000.0,-6262000.0,,
Diluted Average Shares,288764244.0,297893227.0,305679079.0,313572282.0,341960999.0,,
Basic Average Shares,282244774.0,290888626.0,300723658.0,313572282.0,341960999.0,,
Diluted EPS,0.2,0.17,0.02,-0.01,-0.03,,
Basic EPS,0.21,0.17,0.02,-0.01,-0.03,,
Diluted NI Availto Com Stockholders,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Net Income Common Stockholders,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Net Income,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Net Income Including Noncontrolling Interests,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Net Income Continuous Operations,59066000.0,50135000.0,5244000.0,-4345000.0,-8750000.0,,
Tax Provision,10073000.0,-11166000.0,1761000.0,1898000.0,-2012000.0,,
Pretax Income,69139000.0,38969000.0,7005000.0,-2447000.0,-10762000.0,,
Other Income Expense,,0.0,,,-6597000.0,,
Special Income Charges,,0.0,,,-6597000.0,,
Other Special Charges,,0.0,,,6597000.0,,
Net Non Operating Interest Income Expense,-245000.0,-4801000.0,500000.0,-2491000.0,-4500000.0,,
Total Other Finance Cost,,4801000.0,-500000.0,2491000.0,,8240000.0,1106000.0
Interest Expense Non Operating,245000.0,,,,4500000.0,,
Interest Income Non Operating,,,,,2097000.0,,
Operating Income,69384000.0,43770000.0,6505000.0,44000.0,-6262000.0,,
Operating Expense,60193000.0,131803000.0,132514000.0,135567000.0,125569000.0,,
Other Operating Expenses,-77000000.0,,,,,,
Research And Development,39580000.0,36739000.0,37867000.0,37482000.0,35956000.0,,
Selling General And Administration,97613000.0,95064000.0,94647000.0,98085000.0,89613000.0,,
Selling And Marketing Expense,72565000.0,67982000.0,70090000.0,71248000.0,65890000.0,,
General And Administrative Expense,25048000.0,27082000.0,24557000.0,26837000.0,23723000.0,,
Other Gand A,25048000.0,27082000.0,24557000.0,26837000.0,23723000.0,,
Gross Profit,129577000.0,175573000.0,139019000.0,135611000.0,119307000.0,,
Cost Of Revenue,336818000.0,346736000.0,357745000.0,329863000.0,308186000.0,,
Total Revenue,466395000.0,522309000.0,496764000.0,465474000.0,427493000.0,,
Operating Revenue,466395000.0,522309000.0,496764000.0,465474000.0,427493000.0,,
