,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-21615720.0,-5472185.607037,-40044690.0,192360.0,-4832791.0
Tax Rate For Calcs,0.21,0.100931,0.21,0.21,0.283
Normalized EBITDA,226728000.0,208974000.0,266472000.0,229527000.0,214874000.0
Total Unusual Items,-102932000.0,-54217000.0,-190689000.0,916000.0,-17077000.0
Total Unusual Items Excluding Goodwill,-102932000.0,-54217000.0,-190689000.0,916000.0,-17077000.0
Net Income From Continuing Operation Net Minority Interest,-96706000.0,-57363000.0,-162758000.0,1654000.0,54772000.0
Reconciled Depreciation,181919000.0,188857000.0,179491000.0,157657000.0,99080000.0
Reconciled Cost Of Revenue,864699000.0,883468000.0,883715000.0,859314000.0,509996000.0
EBITDA,123796000.0,154757000.0,75783000.0,230443000.0,197797000.0
EBIT,-58123000.0,-34100000.0,-103708000.0,72786000.0,98717000.0
Net Interest Income,-22849000.0,-24619000.0,-26344000.0,-21081000.0,-557000.0
Interest Expense,25607000.0,27972000.0,29200000.0,28338000.0,22298000.0
Interest Income,2758000.0,3353000.0,2856000.0,7257000.0,21741000.0
Normalized Income,-15389720.0,-8618185.607037,-12113690.0,930360.0,67016209.0
Net Income From Continuing And Discontinued Operation,-96706000.0,-57363000.0,-162758000.0,1654000.0,54772000.0
Total Expenses,973049000.0,988999000.0,988057000.0,953022000.0,583609000.0
Total Operating Income As Reported,-59911000.0,-1462000.0,-128269000.0,42163000.0,90888000.0
Diluted Average Shares,99544000.0,99441000.0,99422000.0,99381000.0,99159000.0
Basic Average Shares,99544000.0,99441000.0,99422000.0,99360000.0,98867000.0
Diluted EPS,-0.98,-0.58,-1.64,0.01,0.54
Basic EPS,-0.98,-0.58,-1.64,0.01,0.55
Diluted NI Availto Com Stockholders,-97160000.0,-57658000.0,-163103000.0,1250000.0,54013000.0
Average Dilution Earnings,0.0,0.0,0.0,0.0,1000.0
Net Income Common Stockholders,-97160000.0,-57658000.0,-163103000.0,1250000.0,54012000.0
Otherunder Preferred Stock Dividend,454000.0,295000.0,345000.0,404000.0,760000.0
Net Income,-96706000.0,-57363000.0,-162758000.0,1654000.0,54772000.0
Minority Interests,-1775000.0,-1556000.0,-859000.0,-1332000.0,0.0
Net Income Including Noncontrolling Interests,-94931000.0,-55807000.0,-161899000.0,2986000.0,54772000.0
Net Income Continuous Operations,-94931000.0,-55807000.0,-161899000.0,2986000.0,54772000.0
Tax Provision,11201000.0,-6265000.0,28991000.0,41462000.0,21647000.0
Pretax Income,-83730000.0,-62072000.0,-132908000.0,44448000.0,76419000.0
Other Income Expense,-104858000.0,-60202000.0,-159431000.0,2512000.0,-16717000.0
Other Non Operating Income Expenses,-1926000.0,-5985000.0,31258000.0,1596000.0,360000.0
Special Income Charges,-103888000.0,-24211000.0,-181136000.0,-20854000.0,-2805000.0
Gain On Sale Of Ppe,4194000.0,-25554000.0,5426000.0,10857000.0,7730000.0
Impairment Of Capital Assets,103086000.0,-14470000.0,173258000.0,1844000.0,0.0
Restructuring And Mergern Acquisition,4996000.0,13127000.0,13304000.0,29867000.0,10535000.0
Gain On Sale Of Security,956000.0,-30006000.0,-9553000.0,21770000.0,-14272000.0
Net Non Operating Interest Income Expense,-22849000.0,-24619000.0,-26344000.0,-21081000.0,-557000.0
Interest Expense Non Operating,25607000.0,27972000.0,29200000.0,28338000.0,22298000.0
Interest Income Non Operating,2758000.0,3353000.0,2856000.0,7257000.0,21741000.0
Operating Income,43977000.0,22749000.0,52867000.0,63017000.0,93693000.0
Operating Expense,108350000.0,105531000.0,104342000.0,93708000.0,73613000.0
Other Operating Expenses,31260000.0,20319000.0,31059000.0,3485000.0,1156000.0
Research And Development,6646000.0,7567000.0,7777000.0,9421000.0,9359000.0
Selling General And Administration,70444000.0,77645000.0,65506000.0,80802000.0,63098000.0
Gross Profit,152327000.0,128280000.0,157209000.0,156725000.0,167306000.0
Cost Of Revenue,864699000.0,883468000.0,883715000.0,859314000.0,509996000.0
Total Revenue,1017026000.0,1011748000.0,1040924000.0,1016039000.0,677302000.0
Operating Revenue,981125000.0,953777000.0,1037876000.0,1012394000.0,674613000.0
