,2025-12-31,2025-06-30
Ordinary Shares Number,1631700.0,1613700.0
Share Issued,1631700.0,1613700.0
Tangible Book Value,970000000.0,961000000.0
Invested Capital,1377000000.0,1378000000.0
Working Capital,1053000000.0,791000000.0
Net Tangible Assets,970000000.0,961000000.0
Common Stock Equity,1377000000.0,1378000000.0
Total Capitalization,1377000000.0,1378000000.0
Total Equity Gross Minority Interest,1584000000.0,1399000000.0
Minority Interest,207000000.0,21000000.0
Stockholders Equity,1377000000.0,1378000000.0
Retained Earnings,1304000000.0,1300000000.0
Additional Paid In Capital,0.0,
Capital Stock,65000000.0,64000000.0
Common Stock,65000000.0,64000000.0
Total Liabilities Net Minority Interest,291000000.0,260000000.0
Total Non Current Liabilities Net Minority Interest,3000000.0,1000000.0
Current Liabilities,288000000.0,259000000.0
Other Current Liabilities,82000000.0,52000000.0
Pensionand Other Post Retirement Benefit Plans Current,30000000.0,33000000.0
Payables,158000000.0,154000000.0
Other Payable,49000000.0,53000000.0
Total Tax Payable,75000000.0,70000000.0
Accounts Payable,34000000.0,31000000.0
Total Assets,1875000000.0,1659000000.0
Total Non Current Assets,533000000.0,608000000.0
Other Non Current Assets,97000000.0,2000000.0
Non Current Deferred Taxes Assets,20000000.0,
Long Term Equity Investment,0.0,
Investmentsin Subsidiariesat Cost,0.0,
Goodwill And Other Intangible Assets,407000000.0,417000000.0
Other Intangible Assets,407000000.0,346000000.0
Goodwill,0.0,71000000.0
Net PPE,9000000.0,12000000.0
Gross PPE,9000000.0,
Machinery Furniture Equipment,1000000.0,
Buildings And Improvements,8000000.0,
Properties,0.0,
Current Assets,1341000000.0,1050000000.0
Other Current Assets,94000000.0,79000000.0
Inventory,14000000.0,4000000.0
Work In Process,14000000.0,4000000.0
Accounts Receivable,305000000.0,253000000.0
Gross Accounts Receivable,305000000.0,253000000.0
Cash Cash Equivalents And Short Term Investments,928000000.0,714000000.0
Cash And Cash Equivalents,928000000.0,714000000.0
