Company_name,layoff_size,date,source,Ticker,ticker_mapping_status,ticker_mapping_reason
EBAY,800.0,2026-02-26,fyi_layoffs.csv,EBAY,kept,ok
C3.AI,280.0,2026-02-25,fyi_layoffs.csv,AI,kept,ok
WISETECH,2000.0,2026-02-24,fyi_layoffs.csv,17W0.F,kept,ok
DRAFTKINGS,,2026-02-24,fyi_layoffs.csv,DKNG,kept,ok
HUAWEI,50.0,2026-02-15,fyi_layoffs.csv,180605.SZ,kept,ok
CLARI,76.0,2026-02-12,fyi_layoffs.csv,CLVT,kept,ok
SALESFORCE,,2026-02-09,fyi_layoffs.csv,CRM,kept,ok
WORKDAY,400.0,2026-02-04,fyi_layoffs.csv,WDAY,kept,ok
ZILLOW,200.0,2026-02-02,fyi_layoffs.csv,Z,kept,ok
EXPEDIA,100.0,2026-02-01,fyi_layoffs.csv,EXPE,kept,ok
PELOTON,,2026-01-30,fyi_layoffs.csv,PTON,kept,ok
GLOO,,2026-01-29,fyi_layoffs.csv,GLOO,kept,ok
ASML,1700.0,2026-01-28,fyi_layoffs.csv,ASML,kept,ok
PINTEREST,700.0,2026-01-27,fyi_layoffs.csv,PINS,kept,ok
EXPEDIA,,2026-01-26,fyi_layoffs.csv,EXPE,kept,ok
ENTROPY,,2026-01-25,fyi_layoffs.csv,TYPTF,kept,ok
AUTODESK,1000.0,2026-01-22,fyi_layoffs.csv,ADSK,kept,ok
SHOPIFY,,2026-01-22,fyi_layoffs.csv,SHOP,kept,ok
POLYGON,60.0,2026-01-16,fyi_layoffs.csv,MMF21370-USD,kept,ok
ERICSSON,1600.0,2026-01-15,fyi_layoffs.csv,ERIC,kept,ok
PLAYTIKA,500.0,2026-01-14,fyi_layoffs.csv,PLTK,kept,ok
META,1500.0,2026-01-13,fyi_layoffs.csv,META,kept,ok
ETORO,105.0,2026-01-13,fyi_layoffs.csv,ETOR,kept,ok
MERCADOLIBRE,116.0,2026-01-12,fyi_layoffs.csv,MELI,kept,ok
FORMFACTOR,220.0,2026-01-09,fyi_layoffs.csv,FORM,kept,ok
ANGI,350.0,2026-01-07,fyi_layoffs.csv,ANGI,kept,ok
MULTIVERSE,55.0,2026-01-05,fyi_layoffs.csv,SKYA-USD,kept,ok
THE TRADE DESK,,2025-12-17,fyi_layoffs.csv,TTD,kept,ok
AMAZON,84.0,2025-12-15,fyi_layoffs.csv,AMZN,kept,ok
ZEBRA TECHNOLOGIES,,2025-12-12,fyi_layoffs.csv,ZBRA,kept,ok
LUSHA,24.0,2025-12-10,fyi_layoffs.csv,600223.SS,kept,ok
VSCO,24.0,2025-12-09,fyi_layoffs.csv,VSCOX,kept,ok
MOBILEYE,200.0,2025-12-08,fyi_layoffs.csv,MBLY,kept,ok
PAYONEER,60.0,2025-12-08,fyi_layoffs.csv,PAYO,kept,ok
TEADS,180.0,2025-12-04,fyi_layoffs.csv,852.MU,kept,ok
CELLEBRITE,20.0,2025-12-03,fyi_layoffs.csv,CLBT,kept,ok
SHOPIFY,,2025-11-26,fyi_layoffs.csv,SHOP,kept,ok
HP,4000.0,2025-11-25,fyi_layoffs.csv,HP,kept,ok
UKG,300.0,2025-11-18,fyi_layoffs.csv,UKGBBZ.XC,kept,ok
PLAYTIKA,700.0,2025-11-17,fyi_layoffs.csv,PLTK,kept,ok
PIPE,200.0,2025-11-16,fyi_layoffs.csv,PIPE,kept,ok
BHARATAGRI,37.0,2025-11-13,fyi_layoffs.csv,BHARATAGRI.BO,kept,ok
SYNOPSYS,2000.0,2025-11-12,fyi_layoffs.csv,SNPS,kept,ok
SONDER,,2025-11-10,fyi_layoffs.csv,SOND.SW,kept,ok
HEWLETT PACKARD E...,52.0,2025-11-05,fyi_layoffs.csv,HPE,kept,ok
TRIPADVISOR,,2025-11-05,fyi_layoffs.csv,TRIP,kept,ok
PORTER,350.0,2025-11-04,fyi_layoffs.csv,PCPP,kept,ok
AMAZON,14000.0,2025-10-27,fyi_layoffs.csv,AMZN,kept,ok
CHEGG,388.0,2025-10-27,fyi_layoffs.csv,CHGG,kept,ok
MEDTRONIC,60.0,2025-10-27,fyi_layoffs.csv,MDT,kept,ok
APPLIED MATERIAL,1400.0,2025-10-23,fyi_layoffs.csv,AMAT,kept,ok
RIVIAN,600.0,2025-10-23,fyi_layoffs.csv,RIVN,kept,ok
ALTRUIST,50.0,2025-10-23,fyi_layoffs.csv,ALTRZZX,kept,ok
META,600.0,2025-10-22,fyi_layoffs.csv,META,kept,ok
BROADCOM,247.0,2025-10-17,fyi_layoffs.csv,AVGO,kept,ok
TIA,,2025-10-17,fyi_layoffs.csv,TSMEX,kept,ok
BILL.COM,,2025-10-15,fyi_layoffs.csv,0M5.HA,kept,ok
HANDSHAKE,100.0,2025-10-14,fyi_layoffs.csv,HNS-USD,kept,ok
GOOGLE,50.0,2025-10-02,fyi_layoffs.csv,GOOG,kept,ok
PAYCOM,500.0,2025-10-01,fyi_layoffs.csv,PAYC,kept,ok
GOOGLE,100.0,2025-10-01,fyi_layoffs.csv,GOOG,kept,ok
SIMPL,80.0,2025-10-01,fyi_layoffs.csv,PFIX,kept,ok
JUST EAT,450.0,2025-09-25,fyi_layoffs.csv,JTKWY,kept,ok
ZIPRECRUITER,80.0,2025-09-16,fyi_layoffs.csv,ZIP,kept,ok
FIVERR,250.0,2025-09-15,fyi_layoffs.csv,FVRR,kept,ok
XAI,500.0,2025-09-12,fyi_layoffs.csv,XAI=F,kept,ok
ATLASSIAN,200.0,2025-09-10,fyi_layoffs.csv,TEAM,kept,ok
VERBIT,22.0,2025-09-10,fyi_layoffs.csv,VERBZZX,kept,ok
RIVIAN,200.0,2025-09-05,fyi_layoffs.csv,RIVN,kept,ok
SALESFORCE,262.0,2025-09-04,fyi_layoffs.csv,CRM,kept,ok
ORACLE,254.0,2025-09-04,fyi_layoffs.csv,ORCL,kept,ok
GUPSHUP,100.0,2025-09-04,fyi_layoffs.csv,GUPHZZX,kept,ok
ORACLE,101.0,2025-09-03,fyi_layoffs.csv,ORCL,kept,ok
SALESFORCE,93.0,2025-09-03,fyi_layoffs.csv,CRM,kept,ok
SALESFORCE,30.0,2025-09-03,fyi_layoffs.csv,CRM,kept,ok
ORACLE,,2025-09-02,fyi_layoffs.csv,ORCL,kept,ok
SALESFORCE,4000.0,2025-08-31,fyi_layoffs.csv,CRM,kept,ok
FLIP,,2025-08-29,fyi_layoffs.csv,0P0001LFXI.SA,kept,ok
KLAVIYO,,2025-08-25,fyi_layoffs.csv,KVYO,kept,ok
TIKTOK,,2025-08-22,fyi_layoffs.csv,PEANUT33916-USD,kept,ok
CISCO,221.0,2025-08-19,fyi_layoffs.csv,CSCO,kept,ok
ORACLE,101.0,2025-08-19,fyi_layoffs.csv,ORCL,kept,ok
ORACLE,289.0,2025-08-13,fyi_layoffs.csv,ORCL,kept,ok
ORACLE,188.0,2025-08-13,fyi_layoffs.csv,ORCL,kept,ok
ORACLE,161.0,2025-08-13,fyi_layoffs.csv,ORCL,kept,ok
F5,106.0,2025-08-13,fyi_layoffs.csv,FFIV,kept,ok
MICRON,300.0,2025-08-12,fyi_layoffs.csv,MU,kept,ok
AMDOCS,,2025-08-12,fyi_layoffs.csv,DOX,kept,ok
KALTURA,70.0,2025-08-07,fyi_layoffs.csv,KLTR,kept,ok
NEXTDOOR,67.0,2025-08-07,fyi_layoffs.csv,NXDR,kept,ok
PELOTON,,2025-08-07,fyi_layoffs.csv,PTON,kept,ok
CLEAR,145.0,2025-08-01,fyi_layoffs.csv,CLFD,kept,ok
ATLASSIAN,150.0,2025-07-30,fyi_layoffs.csv,TEAM,kept,ok
ASTRA,106.0,2025-07-28,fyi_layoffs.csv,AZN,kept,ok
WISETECH,,2025-07-23,fyi_layoffs.csv,17W0.F,kept,ok
ZEEN,,2025-07-21,fyi_layoffs.csv,ZEENAX,kept,ok
ROCKET COMPANIES,,2025-07-18,fyi_layoffs.csv,RKT,kept,ok
AMAZON,,2025-07-17,fyi_layoffs.csv,AMZN,kept,ok
SCALE AI,200.0,2025-07-16,fyi_layoffs.csv,SCALZZX,kept,ok
LENOVO,100.0,2025-07-16,fyi_layoffs.csv,0992.HK,kept,ok
JAMF,166.0,2025-07-15,fyi_layoffs.csv,JAMFX,kept,ok
INTEL,5000.0,2025-07-11,fyi_layoffs.csv,INTC,kept,ok
NAYAX,70.0,2025-07-07,fyi_layoffs.csv,NAYAX,kept,ok
OKRA,,2025-07-02,fyi_layoffs.csv,ORT16252-USD,kept,ok
TIKTOK,,2025-07-02,fyi_layoffs.csv,PEANUT33916-USD,kept,ok
TOMTOM,300.0,2025-06-30,fyi_layoffs.csv,OEMA.F,kept,ok
RIVIAN,140.0,2025-06-26,fyi_layoffs.csv,RIVN,kept,ok
BUMBLE,240.0,2025-06-25,fyi_layoffs.csv,BMBL,kept,ok
KLUE,85.0,2025-06-25,fyi_layoffs.csv,4527.TWO,kept,ok
GOOGLE,75.0,2025-06-24,fyi_layoffs.csv,GOOG,kept,ok
INTEL,,2025-06-24,fyi_layoffs.csv,INTC,kept,ok
MICROSOFT,,2025-06-24,fyi_layoffs.csv,MSFT,kept,ok
SABI,50.0,2025-06-19,fyi_layoffs.csv,SBR,kept,ok
INTEL,,2025-06-17,fyi_layoffs.csv,INTC,kept,ok
SALTO,30.0,2025-06-10,fyi_layoffs.csv,0P000198AK.SA,kept,ok
ZOOMINFO,150.0,2025-06-09,fyi_layoffs.csv,GTM,kept,ok
PLAYTIKA,90.0,2025-06-05,fyi_layoffs.csv,PLTK,kept,ok
AIRTIME,25.0,2025-06-04,fyi_layoffs.csv,600560.SS,kept,ok
HIMS & HERS,68.0,2025-05-30,fyi_layoffs.csv,HIMS,kept,ok
EBAY,200.0,2025-05-28,fyi_layoffs.csv,EBAY,kept,ok
NCINO,,2025-05-27,fyi_layoffs.csv,NCNO,kept,ok
LEDDARTECH,138.0,2025-05-22,fyi_layoffs.csv,LDTCF,kept,ok
LUMINAR,,2025-05-20,fyi_layoffs.csv,LRGR,kept,ok
BLINK CHARGING,,2025-05-19,fyi_layoffs.csv,BLNK,kept,ok
AMAZON,100.0,2025-05-14,fyi_layoffs.csv,AMZN,kept,ok
CHEGG,248.0,2025-05-12,fyi_layoffs.csv,CHGG,kept,ok
MATCH GROUP,325.0,2025-05-08,fyi_layoffs.csv,MTCH,kept,ok
CROWDSTRIKE,500.0,2025-05-07,fyi_layoffs.csv,CRWD,kept,ok
BEAM,200.0,2025-05-01,fyi_layoffs.csv,BEAM,kept,ok
BENCH,,2025-05-01,fyi_layoffs.csv,BHE,kept,ok
NETAPP,700.0,2025-04-30,fyi_layoffs.csv,NTAP,kept,ok
ELECTRONIC ARTS,300.0,2025-04-29,fyi_layoffs.csv,EA,kept,ok
STEM,,2025-04-29,fyi_layoffs.csv,STEM,kept,ok
EXPEDIA,,2025-04-28,fyi_layoffs.csv,EXPE,kept,ok
TOMORROW,,2025-04-28,fyi_layoffs.csv,VWSKX,kept,ok
SAMBANOVA,77.0,2025-04-25,fyi_layoffs.csv,SAMNZZX,kept,ok
META,100.0,2025-04-24,fyi_layoffs.csv,META,kept,ok
INTEL,22000.0,2025-04-23,fyi_layoffs.csv,INTC,kept,ok
TURO,150.0,2025-04-16,fyi_layoffs.csv,TUROZZX,kept,ok
APPLOVIN,97.0,2025-04-16,fyi_layoffs.csv,APP,kept,ok
GUPSHUP,200.0,2025-04-15,fyi_layoffs.csv,GUPHZZX,kept,ok
SONDER,,2025-04-14,fyi_layoffs.csv,SOND.SW,kept,ok
FORTO,200.0,2025-04-12,fyi_layoffs.csv,FRT39164-USD,kept,ok
GOOGLE,,2025-04-11,fyi_layoffs.csv,GOOG,kept,ok
FIVE9,123.0,2025-04-03,fyi_layoffs.csv,FIVN,kept,ok
TRACT,,2025-04-03,fyi_layoffs.csv,TSCO,kept,ok
AUTOMATTIC,281.0,2025-04-02,fyi_layoffs.csv,AUTAZZX,kept,ok
CANVA,10.0,2025-04-02,fyi_layoffs.csv,210120.KQ,kept,ok
2U,,2025-03-31,fyi_layoffs.csv,2UH0.F,kept,ok
PALANTIR,120.0,2025-03-27,fyi_layoffs.csv,PLTR,kept,ok
BLOCK,931.0,2025-03-25,fyi_layoffs.csv,XYZ,kept,ok
HELLOFRESH,273.0,2025-03-17,fyi_layoffs.csv,HFG.F,kept,ok
D-ID,22.0,2025-03-10,fyi_layoffs.csv,DKKIDR=X,kept,ok
ARRIVAL,,2025-03-10,fyi_layoffs.csv,ARVLF,kept,ok
WAYFAIR,340.0,2025-03-07,fyi_layoffs.csv,W,kept,ok
WELLTECH,80.0,2025-03-07,fyi_layoffs.csv,002058.SZ,kept,ok
HEWLETT PACKARD E...,2500.0,2025-03-06,fyi_layoffs.csv,HPE,kept,ok
TIKTOK,300.0,2025-03-06,fyi_layoffs.csv,PEANUT33916-USD,kept,ok
LIVERAMP,65.0,2025-03-05,fyi_layoffs.csv,RAMP,kept,ok
OLA ELECTRIC,1000.0,2025-03-03,fyi_layoffs.csv,OLAELEC.NS,kept,ok
HP,4000.0,2025-02-28,fyi_layoffs.csv,HP,kept,ok
AUTODESK,1350.0,2025-02-27,fyi_layoffs.csv,ADSK,kept,ok
DIGIMARC,90.0,2025-02-27,fyi_layoffs.csv,DMRC,kept,ok
FLYWIRE,125.0,2025-02-26,fyi_layoffs.csv,FLYW,kept,ok
EBAY,20.0,2025-02-26,fyi_layoffs.csv,EBAY,kept,ok
EXPEDIA,,2025-02-26,fyi_layoffs.csv,EXPE,kept,ok
IBOTTA,70.0,2025-02-22,fyi_layoffs.csv,OE6.F,kept,ok
NETEASE,,2025-02-22,fyi_layoffs.csv,NTES,kept,ok
SEATGEEK,150.0,2025-02-20,fyi_layoffs.csv,SEATZZX,kept,ok
RISKIFIED,,2025-02-19,fyi_layoffs.csv,RSKD,kept,ok
GETAROUND,,2025-02-12,fyi_layoffs.csv,GETR,kept,ok
UNITY,,2025-02-11,fyi_layoffs.csv,U,kept,ok
META,3600.0,2025-02-10,fyi_layoffs.csv,META,kept,ok
WISE,300.0,2025-02-10,fyi_layoffs.csv,WISE,kept,ok
SPRINKLR,500.0,2025-02-06,fyi_layoffs.csv,CXM,kept,ok
WORKDAY,1750.0,2025-02-05,fyi_layoffs.csv,WDAY,kept,ok
GEMINI,200.0,2025-02-05,fyi_layoffs.csv,GEMI,kept,ok
OUTBRAIN,200.0,2025-02-05,fyi_layoffs.csv,852.SG,kept,ok
SONOS,200.0,2025-02-05,fyi_layoffs.csv,SONO,kept,ok
HUGGING FACE,10.0,2025-02-05,fyi_layoffs.csv,HUGGZZX,kept,ok
CRUISE,1000.0,2025-02-04,fyi_layoffs.csv,RCL,kept,ok
OKTA,180.0,2025-02-04,fyi_layoffs.csv,OKTA,kept,ok
ASANA,100.0,2025-02-04,fyi_layoffs.csv,ASAN,kept,ok
TRIPADVISOR,75.0,2025-02-04,fyi_layoffs.csv,TRIP,kept,ok
INTEL,58.0,2025-02-04,fyi_layoffs.csv,INTC,kept,ok
INNOVIZ,40.0,2025-02-04,fyi_layoffs.csv,INVZ,kept,ok
SALESFORCE,1000.0,2025-02-03,fyi_layoffs.csv,CRM,kept,ok
SURE,70.0,2025-02-03,fyi_layoffs.csv,SURE,kept,ok
CUSHION,,2025-01-30,fyi_layoffs.csv,ROYALCU.BO,kept,ok
PLACER.AI,150.0,2025-01-29,fyi_layoffs.csv,PLARZZX,kept,ok
AMAZON,,2025-01-29,fyi_layoffs.csv,AMZN,kept,ok
AURORA LABS,45.0,2025-01-27,fyi_layoffs.csv,A3D.XA,kept,ok
STRIPE,300.0,2025-01-21,fyi_layoffs.csv,0P0000X8PD.F,kept,ok
AURORA SOLAR,58.0,2025-01-16,fyi_layoffs.csv,A82.F,kept,ok
APPLOVIN,89.0,2025-01-15,fyi_layoffs.csv,APP,kept,ok
MICROSOFT,,2025-01-14,fyi_layoffs.csv,MSFT,kept,ok
ALZA,,2025-01-13,fyi_layoffs.csv,0P0000SDDZ.F,kept,ok
BOOZT,,2025-01-13,fyi_layoffs.csv,BOK.F,kept,ok
WAYFAIR,730.0,2025-01-10,fyi_layoffs.csv,W,kept,ok
ZILLOW,,2025-01-10,fyi_layoffs.csv,Z,kept,ok
ICON,114.0,2025-01-09,fyi_layoffs.csv,ICON,kept,ok
ALTRUIST,37.0,2025-01-07,fyi_layoffs.csv,ALTRZZX,kept,ok
MICROSOFT,,2025-01-07,fyi_layoffs.csv,MSFT,kept,ok
SOLAREDGE,400.0,2025-01-06,fyi_layoffs.csv,SEDG,kept,ok
LEVEL,,2025-01-02,fyi_layoffs.csv,SPACZZX,kept,ok
GUPSHUP,300.0,2024-12-31,fyi_layoffs.csv,GUPHZZX,kept,ok
BENCH,450.0,2024-12-27,fyi_layoffs.csv,BHE,kept,ok
LILIUM,1000.0,2024-12-23,fyi_layoffs.csv,5KD.HM,kept,ok
THRIVE,,2024-12-14,fyi_layoffs.csv,7889.KL,kept,ok
CINT,,2024-12-12,fyi_layoffs.csv,CINT,kept,ok
YAHOO,,2024-12-12,fyi_layoffs.csv,YOJ.SG,kept,ok
FOUNDRY,74.0,2024-12-11,fyi_layoffs.csv,6NU0.F,kept,ok
CIRCLE,50.0,2024-12-05,fyi_layoffs.csv,CRCL,kept,ok
STASH,88.0,2024-12-04,fyi_layoffs.csv,STASH31420-USD,kept,ok
BOOKING HOLDINGS,60.0,2024-12-04,fyi_layoffs.csv,BKNG,kept,ok
2U,,2024-12-04,fyi_layoffs.csv,2UH0.F,kept,ok
SKAI,80.0,2024-12-03,fyi_layoffs.csv,SKAI-USD,kept,ok
LIGHTSPEED COM...,200.0,2024-12-02,fyi_layoffs.csv,LSPD,kept,ok
SOLAREDGE,500.0,2024-11-27,fyi_layoffs.csv,SEDG,kept,ok
SPROUT SOCIAL,,2024-11-25,fyi_layoffs.csv,SPT,kept,ok
APPLE,,2024-11-24,fyi_layoffs.csv,AAPL,kept,ok
OLA ELECTRIC,500.0,2024-11-22,fyi_layoffs.csv,OLAELEC.NS,kept,ok
ADJUST,304.0,2024-11-22,fyi_layoffs.csv,AST=F,kept,ok
HEADSPACE,,2024-11-20,fyi_layoffs.csv,HEAAZZX,kept,ok
OWN,,2024-11-19,fyi_layoffs.csv,OWN,kept,ok
BETTER COLLECTIVE,300.0,2024-11-14,fyi_layoffs.csv,BETCO.ST,kept,ok
AMD,1000.0,2024-11-13,fyi_layoffs.csv,AMD,kept,ok
APPLOVIN,120.0,2024-11-13,fyi_layoffs.csv,APP,kept,ok
CHEGG,319.0,2024-11-12,fyi_layoffs.csv,CHGG,kept,ok
FORWARD,200.0,2024-11-12,fyi_layoffs.csv,OMFREIGHT.BO,kept,ok
ENPHASE ENERGY,500.0,2024-11-11,fyi_layoffs.csv,ENPH,kept,ok
SWORD HEALTH,13.0,2024-11-11,fyi_layoffs.csv,SWORZZX,kept,ok
BIGCOMMERCE,,2024-11-08,fyi_layoffs.csv,BI1.DU,kept,ok
FRESHWORKS,660.0,2024-11-07,fyi_layoffs.csv,FRSH,kept,ok
JUST EAT,300.0,2024-11-07,fyi_layoffs.csv,JTKWY,kept,ok
OPENDOOR,300.0,2024-11-07,fyi_layoffs.csv,OPEN,kept,ok
AKAMAI,250.0,2024-11-07,fyi_layoffs.csv,AKAM,kept,ok
OUTREACH,67.0,2024-11-06,fyi_layoffs.csv,OUTHZZX,kept,ok
TIDAL,,2024-10-31,fyi_layoffs.csv,SPCL,kept,ok
DROPBOX,527.0,2024-10-30,fyi_layoffs.csv,DBX,kept,ok
KRAKEN,400.0,2024-10-30,fyi_layoffs.csv,PNG.V,kept,ok
MIRO,275.0,2024-10-30,fyi_layoffs.csv,0P0001JBXF.F,kept,ok
F5,100.0,2024-10-29,fyi_layoffs.csv,FFIV,kept,ok
DOCKER,,2024-10-29,fyi_layoffs.csv,DOCEZZX,kept,ok
DYDX,,2024-10-29,fyi_layoffs.csv,DYDX-USD,kept,ok
COURSERA,150.0,2024-10-25,fyi_layoffs.csv,COUR,kept,ok
TWELVE,,2024-10-25,fyi_layoffs.csv,0P0001K581.F,kept,ok
CATENA MEDIA,29.0,2024-10-23,fyi_layoffs.csv,CTM.ST,kept,ok
UPWORK,,2024-10-23,fyi_layoffs.csv,UPWK,kept,ok
CHIEF,,2024-10-20,fyi_layoffs.csv,1597.TW,kept,ok
META,,2024-10-16,fyi_layoffs.csv,META,kept,ok
APPLOVIN,58.0,2024-10-15,fyi_layoffs.csv,APP,kept,ok
FABLE,,2024-10-15,fyi_layoffs.csv,6L50.F,kept,ok
NIKOLA,130.0,2024-10-11,fyi_layoffs.csv,NIKO-USD,kept,ok
ZAPP,,2024-10-08,fyi_layoffs.csv,ZAPPF,kept,ok
PUBMATIC,12.0,2024-10-07,fyi_layoffs.csv,PUBM,kept,ok
APPLOVIN,65.0,2024-10-03,fyi_layoffs.csv,APP,kept,ok
TOME,12.0,2024-10-02,fyi_layoffs.csv,7230.KL,kept,ok
ALMA,,2024-10-02,fyi_layoffs.csv,002623.SZ,kept,ok
FLEXPORT,,2024-10-02,fyi_layoffs.csv,FLEPZZX,kept,ok
DRATA,40.0,2024-09-26,fyi_layoffs.csv,DRATZZX,kept,ok
MOOV,50.0,2024-09-25,fyi_layoffs.csv,MOOVE-USD,kept,ok
F5,,2024-09-24,fyi_layoffs.csv,FFIV,kept,ok
OLO,,2024-09-23,fyi_layoffs.csv,B353.BR,kept,ok
LUMINAR,,2024-09-20,fyi_layoffs.csv,LRGR,kept,ok
NOTABLE LABS,,2024-09-20,fyi_layoffs.csv,NTBLQ,kept,ok
AAKASH,80.0,2024-09-18,fyi_layoffs.csv,AAKASH.NS,kept,ok
IBM,,2024-09-18,fyi_layoffs.csv,IBM,kept,ok
MICROSOFT,650.0,2024-09-12,fyi_layoffs.csv,MSFT,kept,ok
UDEMY,280.0,2024-09-11,fyi_layoffs.csv,7WH.DU,kept,ok
MOBILEYE,100.0,2024-09-09,fyi_layoffs.csv,MBLY,kept,ok
NORI,,2024-09-09,fyi_layoffs.csv,000065.SZ,kept,ok
CENTER,8.0,2024-09-07,fyi_layoffs.csv,CSR,kept,ok
GOOP,39.0,2024-09-06,fyi_layoffs.csv,GOOP,kept,ok
CHARGEPOINT,250.0,2024-09-04,fyi_layoffs.csv,CHPT,kept,ok
LYFT,30.0,2024-09-04,fyi_layoffs.csv,LYFT,kept,ok
ABL,,2024-09-03,fyi_layoffs.csv,NABL,kept,ok
BRAVE,27.0,2024-08-28,fyi_layoffs.csv,BBSN.L,kept,ok
APPLE,100.0,2024-08-27,fyi_layoffs.csv,AAPL,kept,ok
IBM,1000.0,2024-08-26,fyi_layoffs.csv,IBM,kept,ok
VELO3D,42.0,2024-08-26,fyi_layoffs.csv,VELO,kept,ok
FIVE9,190.0,2024-08-20,fyi_layoffs.csv,FIVN,kept,ok
GOPRO,139.0,2024-08-19,fyi_layoffs.csv,GPRO,kept,ok
PAPER,81.0,2024-08-16,fyi_layoffs.csv,IP,kept,ok
LOOP,,2024-08-16,fyi_layoffs.csv,LOOP,kept,ok
APPLOVIN,61.0,2024-08-15,fyi_layoffs.csv,APP,kept,ok
MISTER SPEX,,2024-08-15,fyi_layoffs.csv,MRX.F,kept,ok
SONOS,100.0,2024-08-14,fyi_layoffs.csv,SONO,kept,ok
GRAIL,350.0,2024-08-13,fyi_layoffs.csv,GOGY,kept,ok
CISCO,5600.0,2024-08-09,fyi_layoffs.csv,CSCO,kept,ok
FASTLY,,2024-08-08,fyi_layoffs.csv,FSLY,kept,ok
LEGALZOOM,,2024-08-07,fyi_layoffs.csv,LZ,kept,ok
TERADATA,,2024-08-06,fyi_layoffs.csv,TDC,kept,ok
INFINEON,1400.0,2024-08-05,fyi_layoffs.csv,IFX.DE,kept,ok
DELL,,2024-08-05,fyi_layoffs.csv,DELL,kept,ok
INTEL,15000.0,2024-08-01,fyi_layoffs.csv,INTC,kept,ok
RAD POWER BIKES,,2024-08-01,fyi_layoffs.csv,RADWZZX,kept,ok
DELIVERY HERO,200.0,2024-07-31,fyi_layoffs.csv,DELHY,kept,ok
MATCH GROUP,,2024-07-31,fyi_layoffs.csv,MTCH,kept,ok
NERDWALLET,,2024-07-30,fyi_layoffs.csv,NRDS,kept,ok
WEBFLOW,,2024-07-25,fyi_layoffs.csv,WEBWZZX,kept,ok
COHERE,20.0,2024-07-23,fyi_layoffs.csv,COHR,kept,ok
MAGIC LEAP,75.0,2024-07-19,fyi_layoffs.csv,MGIEZZX,kept,ok
EVERC,16.0,2024-07-17,fyi_layoffs.csv,EVR,kept,ok
