Company_name,layoff_size,date,source,Ticker,ticker_mapping_status,ticker_mapping_reason
"TESLA, INC.",9.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",77.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",49.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",23.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",24.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",17.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",32.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",284.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",1.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",3.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",17.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",19.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",108.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",214.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",403.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",155.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",237.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",81.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",11.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"TESLA, INC.",2.0,2024-04-25,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
TESLA,,2024-04-23,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"MOLINA HEALTHCARE, INC",52.0,2024-04-23,WARNDatabaseMasterExcluding2026.csv,MOH,kept,ok
KUEHNE+NAGEL,227.0,2024-04-22,WARNDatabaseMasterExcluding2026.csv,KNIN.SW,kept,ok
"EXPEDIA, INC.",2.0,2024-04-22,WARNDatabaseMasterExcluding2026.csv,EXPE,kept,ok
EXPRESS,615.0,2024-04-22,WARNDatabaseMasterExcluding2026.csv,AXP,kept,ok
PARKER HANNIFIN,48.0,2024-04-22,WARNDatabaseMasterExcluding2026.csv,PH,kept,ok
"NIKE, INC.",740.0,2024-04-19,WARNDatabaseMasterExcluding2026.csv,NKE,kept,ok
WALMART,105.0,2024-04-19,WARNDatabaseMasterExcluding2026.csv,WMT,kept,ok
"TESLA, INC.",693.0,2024-04-19,WARNDatabaseMasterExcluding2026.csv,TSLA,kept,ok
"UNITED NATURAL FOODS, INC. (“UNFI”), TRANSPORTATION DEPARTMENT",87.0,2024-04-19,WARNDatabaseMasterExcluding2026.csv,UNFI,kept,ok
WHEELS UP,40.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,UP,kept,ok
FEDEX,48.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,FDX,kept,ok
FEDEX,32.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,FDX,kept,ok
FEDEX,76.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,FDX,kept,ok
FEDEX,64.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,FDX,kept,ok
CRACKER BARREL,70.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,CBRL,kept,ok
CRACKER BARREL,81.0,2024-04-17,WARNDatabaseMasterExcluding2026.csv,CBRL,kept,ok
WELLS FARGO,7.0,2024-04-16,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,7.0,2024-04-16,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
"MUSTANG BIO, INC.",47.0,2024-04-16,WARNDatabaseMasterExcluding2026.csv,MBIO,kept,ok
"CHECKR, INC.",260.0,2024-04-16,WARNDatabaseMasterExcluding2026.csv,CHEKZZX,kept,ok
EVO TRANSPORTATION & ENERGY SERVICES INC.,82.0,2024-04-15,WARNDatabaseMasterExcluding2026.csv,EVOA,kept,ok
"HINGE HEALTH, INC.",77.0,2024-04-15,WARNDatabaseMasterExcluding2026.csv,HNGE,kept,ok
"J.B. HUNT TRANSPORT, INC.",231.0,2024-04-12,WARNDatabaseMasterExcluding2026.csv,JBHT,kept,ok
COHERENT CORP.,61.0,2024-04-12,WARNDatabaseMasterExcluding2026.csv,COHR,kept,ok
"PLUG POWER, INC.",107.0,2024-04-11,WARNDatabaseMasterExcluding2026.csv,PLUG,kept,ok
QUANEX BUILDING PRODUCTS,140.0,2024-04-09,WARNDatabaseMasterExcluding2026.csv,NX,kept,ok
CHECKR,92.0,2024-04-09,WARNDatabaseMasterExcluding2026.csv,CHEKZZX,kept,ok
LOCKHEED MARTIN,150.0,2024-04-09,WARNDatabaseMasterExcluding2026.csv,LMT,kept,ok
VOLTA INC.,68.0,2024-04-09,WARNDatabaseMasterExcluding2026.csv,3639.T,kept,ok
"CONAGRA BRANDS, INC.",252.0,2024-04-08,WARNDatabaseMasterExcluding2026.csv,CAG,kept,ok
INTEL CORPORATION,57.0,2024-04-08,WARNDatabaseMasterExcluding2026.csv,INTC,kept,ok
INTEL CORPORATION,5.0,2024-04-08,WARNDatabaseMasterExcluding2026.csv,INTC,kept,ok
"SODEXO, INC. AND AFFILIATES - CLARK UNIVERSITY",154.0,2024-04-05,WARNDatabaseMasterExcluding2026.csv,SW.PA,kept,ok
SANOFI,100.0,2024-04-05,WARNDatabaseMasterExcluding2026.csv,SNY,kept,ok
"BIONANO GENOMICS, INC.",64.0,2024-04-05,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"AMYLYX PHARMACEUTICALS, INC.",232.0,2024-04-04,WARNDatabaseMasterExcluding2026.csv,AMLX,kept,ok
PFIZER,119.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,PFE,kept,ok
"BLOCK, INC.",14.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
UPS,153.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
BLOCK INC.,1.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
UPS,68.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
THERMO FISHER SCIENTIFIC,74.0,2024-04-03,WARNDatabaseMasterExcluding2026.csv,TMO,kept,ok
"BLOCK, INC.",1.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
WELLS FARGO,5.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
BLOCK INC.,1.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",20.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
WELLS FARGO,5.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
APPLE INC.,371.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,11.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,23.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,15.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,58.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,49.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,35.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
APPLE INC.,52.0,2024-04-02,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
PROPER,1.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,STWD,kept,ok
EXPRESS,1.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,AXP,kept,ok
ETS,62.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,ETS,kept,ok
"CITIBANK N/A, CITIGROUP GLOBAL MARKETS INC., CITIGROUP TECHNOLOGY INC., CITISHARE CORP.",187.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,AAKITXX,kept,ok
VOLTA INC.,1.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,3639.T,kept,ok
"UNITED NATURAL FOODS, INC.",87.0,2024-04-01,WARNDatabaseMasterExcluding2026.csv,UNFI,kept,ok
VOLTA,1.0,2024-03-29,WARNDatabaseMasterExcluding2026.csv,VLTSAP.XC,kept,ok
VOLTA,1.0,2024-03-29,WARNDatabaseMasterExcluding2026.csv,VLTSAP.XC,kept,ok
CHARTER COMMUNICATIONS,67.0,2024-03-28,WARNDatabaseMasterExcluding2026.csv,CHTR,kept,ok
PSSI,76.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,PSSIX,kept,ok
BIONANO GENOMICS INC,76.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
PSSI,76.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,PSSIX,kept,ok
VARIS,75.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,VAR.AX,kept,ok
"MEDTRONIC, INC.",44.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,MDT,kept,ok
JABIL INC.,43.0,2024-03-27,WARNDatabaseMasterExcluding2026.csv,JBL,kept,ok
"THE REAL GOOD FOOD COMPANY, LLC",21.0,2024-03-26,WARNDatabaseMasterExcluding2026.csv,RGFC,kept,ok
"THE REAL GOOD FOOD COMPANY, LLC",7.0,2024-03-26,WARNDatabaseMasterExcluding2026.csv,RGFC,kept,ok
US FOODS,146.0,2024-03-25,WARNDatabaseMasterExcluding2026.csv,USFD,kept,ok
"BIONANO GENOMICS, INC.",76.0,2024-03-25,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"BIONANO GENOMICS, INC,.",2.0,2024-03-25,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"BIONANO GENOMICS, INC.",1.0,2024-03-25,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"BIONANO GENOMICS, INC.",1.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"AES WARRIOR RUN, LIMITED PARTNERSHIP",40.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,NEN,kept,ok
BIONANO GENOMICS,2.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
BIONANO GENOMICS INC.,76.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
"UNIVERSAL DEDICATED OF DETROIT, MI LLC",230.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,EMP,kept,ok
UPS,82.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
UPS,37.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
UPS,219.0,2024-03-22,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
"BIONANO GENOMICS, INC.",76.0,2024-03-21,WARNDatabaseMasterExcluding2026.csv,BNGO,kept,ok
ABBOTT LABORATORIES,195.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,ABT,kept,ok
NORTHROP GRUMMAN,731.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
NORTHROP GRUMMAN,227.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
NORTHROP GRUMMAN,3.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
NORTHROP GRUMMAN,2.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
NORTHROP GRUMMAN,1.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
NORTHROP GRUMMAN,105.0,2024-03-20,WARNDatabaseMasterExcluding2026.csv,NOC,kept,ok
WELLS FARGO,13.0,2024-03-19,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,13.0,2024-03-19,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
SEAGATE,39.0,2024-03-18,WARNDatabaseMasterExcluding2026.csv,STX,kept,ok
SEAGATE,30.0,2024-03-18,WARNDatabaseMasterExcluding2026.csv,STX,kept,ok
WALMART,79.0,2024-03-18,WARNDatabaseMasterExcluding2026.csv,WMT,kept,ok
BRISTOL MYERS SQUIBB,252.0,2024-03-15,WARNDatabaseMasterExcluding2026.csv,BMY,kept,ok
CHARLES RIVER LABORATORIES,14.0,2024-03-14,WARNDatabaseMasterExcluding2026.csv,CRL,kept,ok
TYSON FOODS,1276.0,2024-03-11,WARNDatabaseMasterExcluding2026.csv,TSN,kept,ok
STANLEY BLACK & DECKER,192.0,2024-03-11,WARNDatabaseMasterExcluding2026.csv,SWK,kept,ok
TYSON FOODS,1276.0,2024-03-11,WARNDatabaseMasterExcluding2026.csv,TSN,kept,ok
WALMART,213.0,2024-03-08,WARNDatabaseMasterExcluding2026.csv,WMT,kept,ok
LOUISIANA-PACIFIC,31.0,2024-03-08,WARNDatabaseMasterExcluding2026.csv,LPX,kept,ok
"SODEXO, INC. AND AFFILIATES TULANE UNIVERSITY",434.0,2024-03-07,WARNDatabaseMasterExcluding2026.csv,0J3F.IL,kept,ok
EPIC GAMES,30.0,2024-03-07,WARNDatabaseMasterExcluding2026.csv,EPIGZZX,kept,ok
EPIC GAMES,34.0,2024-03-07,WARNDatabaseMasterExcluding2026.csv,EPIGZZX,kept,ok
EPIC GAMES,33.0,2024-03-07,WARNDatabaseMasterExcluding2026.csv,EPIGZZX,kept,ok
UPS,333.0,2024-03-06,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
WELLS FARGO,22.0,2024-03-05,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,22.0,2024-03-05,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WALMART,233.0,2024-03-04,WARNDatabaseMasterExcluding2026.csv,WMT,kept,ok
"JABIL, INC.",120.0,2024-03-01,WARNDatabaseMasterExcluding2026.csv,JBL,kept,ok
BRISTOL MYERS SQUIBB,75.0,2024-03-01,WARNDatabaseMasterExcluding2026.csv,BMY,kept,ok
GENTHERM,124.0,2024-03-01,WARNDatabaseMasterExcluding2026.csv,QA4A.F,kept,ok
TE CONNECTIVITY,130.0,2024-03-01,WARNDatabaseMasterExcluding2026.csv,TEL,kept,ok
LEVI STRAUSS & CO.,146.0,2024-03-01,WARNDatabaseMasterExcluding2026.csv,LEVI,kept,ok
"EXPEDIA, INC.",208.0,2024-02-27,WARNDatabaseMasterExcluding2026.csv,EXPE,kept,ok
"ABS GLOBAL, GENUS INTELLIGEN TECHNOLOGIES (WINDSOR)",24.0,2024-02-27,WARNDatabaseMasterExcluding2026.csv,0P0001EBUF,kept,ok
"EXELIXIS, INC.",143.0,2024-02-27,WARNDatabaseMasterExcluding2026.csv,EXEL,kept,ok
JABIL INC.,9.0,2024-02-27,WARNDatabaseMasterExcluding2026.csv,JBL,kept,ok
THE HOME DEPOT,19.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,HD,kept,ok
THE HOME DEPOT,21.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,HD,kept,ok
"RIVIAN AUTOMOTIVE, LLC",30.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",99.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",5.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",14.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",35.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",2.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",6.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",77.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",45.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",18.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
"RIVIAN AUTOMOTIVE, LLC",9.0,2024-02-26,WARNDatabaseMasterExcluding2026.csv,RIVN,kept,ok
BROADCOM INC.,75.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,AVGO,kept,ok
"ANUVU OPERATIONS, LLC (MARITIME, ENERGY, AND GOVERNMENT BUSINESS)",135.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,XAE=F,kept,ok
DAIFUKU,100.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,891.F,kept,ok
"CISCO SYSTEMS, INC.",108.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,CSCO,kept,ok
"CISCO SYSTEMS, INC.",447.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,CSCO,kept,ok
"CISCO SYSTEMS, INC.",176.0,2024-02-22,WARNDatabaseMasterExcluding2026.csv,CSCO,kept,ok
UPS,331.0,2024-02-21,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
"INGRAM MICRO, INC.",60.0,2024-02-21,WARNDatabaseMasterExcluding2026.csv,INGM,kept,ok
WELLS FARGO,6.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,5.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,25.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
"BLOCK, INC. (CASH APP AND FOUNDATIONAL BUSINESS UNITS)",5.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
WELLS FARGO,6.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,5.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
WELLS FARGO,25.0,2024-02-20,WARNDatabaseMasterExcluding2026.csv,WFC,kept,ok
ABS GLOBAL,36.0,2024-02-19,WARNDatabaseMasterExcluding2026.csv,0P0001EBUF,kept,ok
BAE SYSTEMS,54.0,2024-02-16,WARNDatabaseMasterExcluding2026.csv,BA.L,kept,ok
"CLEVELAND CLIFFS, INC.",885.0,2024-02-15,WARNDatabaseMasterExcluding2026.csv,CLF,kept,ok
"SORRENTO THERAPEUTICS, INC.",62.0,2024-02-15,WARNDatabaseMasterExcluding2026.csv,SRNE,kept,ok
"SORRENTO THERAPEUTICS, INC.",15.0,2024-02-15,WARNDatabaseMasterExcluding2026.csv,SRNE,kept,ok
"ROY FARMS, SPC",129.0,2024-02-14,WARNDatabaseMasterExcluding2026.csv,PARAS.NS,kept,ok
SODEXO,108.0,2024-02-14,WARNDatabaseMasterExcluding2026.csv,SWN.MX,kept,ok
NORDSON CORPORATION,69.0,2024-02-14,WARNDatabaseMasterExcluding2026.csv,NDSN,kept,ok
"BLOCK, INC.",7.0,2024-02-13,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
COMMERCIAL VEHICLE GROUP,79.0,2024-02-12,WARNDatabaseMasterExcluding2026.csv,CVGI,kept,ok
"FLEXSTEEL INDUSTRIES, INC.",154.0,2024-02-09,WARNDatabaseMasterExcluding2026.csv,FX3.F,kept,ok
"LEGGETT & PLATT, INCORPORATED",55.0,2024-02-09,WARNDatabaseMasterExcluding2026.csv,LEG,kept,ok
"GRAMMARLY, INC.",82.0,2024-02-08,WARNDatabaseMasterExcluding2026.csv,GRAMZZX,kept,ok
"APL LOGISTICS, LTD.",52.0,2024-02-07,WARNDatabaseMasterExcluding2026.csv,W8R.F,kept,ok
HENKEL,102.0,2024-02-07,WARNDatabaseMasterExcluding2026.csv,HEN3.DE,kept,ok
"KERRY, INC.",55.0,2024-02-07,WARNDatabaseMasterExcluding2026.csv,KRZ.DU,kept,ok
"PURE STORAGE, INC.",81.0,2024-02-07,WARNDatabaseMasterExcluding2026.csv,6PU.DU,kept,ok
WALMART,177.0,2024-02-06,WARNDatabaseMasterExcluding2026.csv,WMT,kept,ok
UPS,130.0,2024-02-06,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
COCA COLA COMPANY,198.0,2024-02-06,WARNDatabaseMasterExcluding2026.csv,KO,kept,ok
SNAP INC.,122.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,SNAP,kept,ok
SNAP INC.,52.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,SNAP,kept,ok
"VIASAT, INC",4.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,VSAT,kept,ok
"SALESFORCE, INC.",51.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,CRM,kept,ok
"OKTA, INC.",83.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,OKTA,kept,ok
"FLEXPORT, INC.",99.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,FLEPZZX,kept,ok
PAYPAL,311.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,PYPL,kept,ok
PENNYMAC,1.0,2024-02-05,WARNDatabaseMasterExcluding2026.csv,PMT-PA,kept,ok
SONOCO PRODUCTS CO.,34.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,SON,kept,ok
ORACLE,124.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,ORCL,kept,ok
UPS,118.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
ELEVANCE HEALTH,90.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,ELV,kept,ok
TE CONNECTIVITY,58.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,TEL,kept,ok
"HOME EC, INC. DBA CONNECT HOMES",75.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,DE000SL0BNK4.SG,kept,ok
"CUE HEALTH, MODA NORTH",9.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,HLTHQ,kept,ok
"CUE HEALTH, MODA NORTH II",8.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,HLTHQ,kept,ok
"CUE HEALTH, MODA WEST",1.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,HLTHQ,kept,ok
"CUE HEALTH, WAPLES",12.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,HLTHQ,kept,ok
"CUE HEALTH, VISTA",70.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,HLTHQ,kept,ok
"APPFOLIO, INC.",16.0,2024-02-02,WARNDatabaseMasterExcluding2026.csv,APPF,kept,ok
APOY,20.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,APOYX,kept,ok
KENVUE INC.,51.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,KVUE,kept,ok
PRUDENTIAL FINANCIAL INC.,145.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,PRU,kept,ok
"CORSAIR GAMING, INC.",55.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,CRSR,kept,ok
"AFFIRM, INC.",60.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,AFRM,kept,ok
"UNITED PARCEL SERVICE, INC. (UPS)",206.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
"WAYFAIR, LLC",72.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,W,kept,ok
EBAY INC.,20.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,EBAY,kept,ok
EBAY INC.,261.0,2024-02-01,WARNDatabaseMasterExcluding2026.csv,EBAY,kept,ok
INTEGRA LIFESCIENCES,60.0,2024-01-31,WARNDatabaseMasterExcluding2026.csv,IART,kept,ok
SP+ CORPORATION,56.0,2024-01-31,WARNDatabaseMasterExcluding2026.csv,7466.T,kept,ok
INTEGRA LIFESCIENCES,60.0,2024-01-31,WARNDatabaseMasterExcluding2026.csv,IART,kept,ok
CTI,68.0,2024-01-31,WARNDatabaseMasterExcluding2026.csv,ALCBX.PA,kept,ok
"BLOCK, INC.",6.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",43.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
SONOCO PRODUCTS COMPANY,62.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,SON,kept,ok
BLOCK INC,27.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
BLOCK INC,2.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",46.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",1.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",32.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
AMENTUM,45.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,AMTM,kept,ok
BLOCK INC.,13.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",3.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
BLOCK INC,2.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",4.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",4.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
"BLOCK, INC.",22.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,XYZ,kept,ok
TOWER SEMICONDUCTOR,699.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,TSEM,kept,ok
SAFEWAY,111.0,2024-01-30,WARNDatabaseMasterExcluding2026.csv,301559.SZ,kept,ok
"AMERICAN AIRLINES, INC.",335.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,AAL,kept,ok
CHARTER COMMUNICATIONS,173.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,CHTR,kept,ok
"WOLVERINE WORLD WIDE, INC.",71.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,WWW,kept,ok
UPS,87.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,UPS,kept,ok
AMAZON,98.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,AMZN,kept,ok
AMAZON,2.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,AMZN,kept,ok
AMAZON,13.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,AMZN,kept,ok
TE CONNECTIVITY,61.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,TEL,kept,ok
"ILLUMINA, INC.",111.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,ILMN,kept,ok
APPLE INC.,121.0,2024-01-29,WARNDatabaseMasterExcluding2026.csv,AAPL,kept,ok
