,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-574000.0,-191000.0,-178000.0,-195000.0,-442000.0
Repayment Of Debt,0.0,0.0,0.0,0.0,-242000.0
Issuance Of Debt,0.0,0.0,0.0,0.0,2000.0
Issuance Of Capital Stock,0.0,0.0,0.0,0.0,209051000.0
End Cash Position,624000.0,1198000.0,1389000.0,1567000.0,1762000.0
Beginning Cash Position,1198000.0,1389000.0,1567000.0,1762000.0,55000.0
Changes In Cash,-574000.0,-191000.0,-178000.0,-195000.0,1707000.0
Financing Cash Flow,0.0,0.0,0.0,0.0,204405000.0
Cash Flow From Continuing Financing Activities,0.0,0.0,0.0,0.0,204405000.0
Net Other Financing Charges,,0.0,0.0,0.0,-4406000.0
Net Common Stock Issuance,0.0,0.0,0.0,0.0,209051000.0
Common Stock Issuance,0.0,0.0,0.0,0.0,209051000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,0.0,-240000.0
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0,-240000.0
Short Term Debt Payments,0.0,0.0,0.0,0.0,-242000.0
Short Term Debt Issuance,0.0,0.0,0.0,0.0,2000.0
Investing Cash Flow,0.0,0.0,0.0,0.0,-202256000.0
Cash Flow From Continuing Investing Activities,0.0,0.0,0.0,0.0,-202256000.0
Net Other Investing Changes,,0.0,0.0,0.0,-202256000.0
Net Investment Purchase And Sale,,,0.0,0.0,-202256000.0
Purchase Of Investment,,,0.0,0.0,-202256000.0
Operating Cash Flow,-574000.0,-191000.0,-178000.0,-195000.0,-442000.0
Cash Flow From Continuing Operating Activities,-574000.0,-191000.0,-178000.0,-195000.0,-442000.0
Change In Working Capital,569000.0,1091000.0,69000.0,58000.0,-178000.0
Change In Other Working Capital,135000.0,,,,
Change In Payables And Accrued Expense,476000.0,589000.0,19000.0,4000.0,111000.0
Change In Accrued Expense,-35000.0,579000.0,19000.0,7000.0,89000.0
Change In Payable,511000.0,10000.0,0.0,-3000.0,22000.0
Change In Account Payable,511000.0,10000.0,0.0,-3000.0,22000.0
Change In Prepaid Assets,-42000.0,49000.0,50000.0,54000.0,-289000.0
Other Non Cash Items,-1847000.0,-2008000.0,-2158000.0,-2141000.0,-657000.0
Net Income From Continuing Operations,704000.0,726000.0,1911000.0,1888000.0,393000.0
