,2026-03-31,2025-03-31
Free Cash Flow,-4401379.0,-681797.0
Issuance Of Capital Stock,19487095.0,0.0
Capital Expenditure,-124331.0,
End Cash Position,23472156.0,1397504.0
Beginning Cash Position,9283566.0,2081086.0
Effect Of Exchange Rate Changes,-26336.0,-1785.0
Changes In Cash,14214926.0,-681797.0
Financing Cash Flow,18616305.0,0.0
Cash Flow From Continuing Financing Activities,18616305.0,0.0
Net Other Financing Charges,-870790.0,
Net Preferred Stock Issuance,3472095.0,0.0
Preferred Stock Issuance,3472095.0,0.0
Net Common Stock Issuance,16015000.0,0.0
Common Stock Issuance,16015000.0,0.0
Investing Cash Flow,-124331.0,0.0
Cash Flow From Continuing Investing Activities,-124331.0,0.0
Net PPE Purchase And Sale,-124331.0,0.0
Purchase Of PPE,-124331.0,0.0
Operating Cash Flow,-4277048.0,-681797.0
Cash Flow From Continuing Operating Activities,-4277048.0,-681797.0
Change In Working Capital,-154020.0,1947.0
Change In Other Working Capital,-20332.0,14737.0
Change In Other Current Liabilities,-17286.0,0.0
Change In Other Current Assets,-128108.0,-2945.0
Change In Payables And Accrued Expense,231752.0,47460.0
Change In Accrued Expense,133172.0,6570.0
Change In Payable,98580.0,40890.0
Change In Account Payable,98580.0,40890.0
Change In Prepaid Assets,-220046.0,-23036.0
Change In Receivables,0.0,-34269.0
Stock Based Compensation,281880.0,10233.0
Depreciation Amortization Depletion,53927.0,0.0
Depreciation And Amortization,53927.0,0.0
Depreciation,53927.0,0.0
Net Income From Continuing Operations,-4458835.0,-693977.0
