,2026-03-31
Free Cash Flow,-247666.0
End Cash Position,912829.0
Beginning Cash Position,1160495.0
Changes In Cash,-247666.0
Operating Cash Flow,-247666.0
Cash Flow From Continuing Operating Activities,-247665.0
Change In Working Capital,13083.0
Change In Payables And Accrued Expense,51169.0
Change In Accrued Expense,21169.0
Change In Payable,30000.0
Change In Prepaid Assets,-38086.0
Other Non Cash Items,-3053318.0
Net Income From Continuing Operations,2792569.0
