,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,20293000.0,35171000.0,15271000.0,39548000.0,14260000.0
Repurchase Of Capital Stock,-20198000.0,-13553000.0,-12838000.0,-9617000.0,-8996000.0
Capital Expenditure,-9175000.0,-10966000.0,-9753000.0,-15463000.0,-8661000.0
Income Tax Paid Supplemental Data,6984000.0,8161000.0,15462000.0,530000.0,7308000.0
End Cash Position,233072000.0,230033000.0,207453000.0,202025000.0,170584000.0
Beginning Cash Position,230033000.0,207453000.0,202025000.0,170584000.0,162944000.0
Changes In Cash,3039000.0,22580000.0,5428000.0,31441000.0,7640000.0
Financing Cash Flow,-17254000.0,-12591000.0,-9843000.0,-8107000.0,-6620000.0
Cash Flow From Continuing Financing Activities,-17254000.0,-12591000.0,-9843000.0,-8107000.0,-6620000.0
Proceeds From Stock Option Exercised,2944000.0,962000.0,2995000.0,1510000.0,2376000.0
Net Common Stock Issuance,-20198000.0,-13553000.0,-12838000.0,-9617000.0,-8996000.0
Common Stock Payments,-20198000.0,-13553000.0,-12838000.0,-9617000.0,-8996000.0
Investing Cash Flow,-9175000.0,-10966000.0,-9753000.0,-15463000.0,-8661000.0
Cash Flow From Continuing Investing Activities,-9175000.0,-10966000.0,-9753000.0,-15463000.0,-8661000.0
Net PPE Purchase And Sale,-9175000.0,-10966000.0,-9753000.0,-15463000.0,-8661000.0
Purchase Of PPE,-9175000.0,-10966000.0,-9753000.0,-15463000.0,-8661000.0
Operating Cash Flow,29468000.0,46137000.0,25024000.0,55011000.0,22921000.0
Cash Flow From Continuing Operating Activities,29468000.0,46137000.0,25024000.0,55011000.0,22921000.0
Change In Working Capital,-17467000.0,13224000.0,-12159000.0,18918000.0,-10748000.0
Change In Other Working Capital,-320000.0,-3353000.0,-3857000.0,-6704000.0,-2750000.0
Change In Other Current Assets,-223000.0,67000.0,22000.0,-56000.0,7000.0
Change In Payables And Accrued Expense,-22380000.0,20119000.0,-4891000.0,22698000.0,-12701000.0
Change In Accrued Expense,-16931000.0,13230000.0,2687000.0,17288000.0,-12864000.0
Change In Payable,-5449000.0,6889000.0,-7578000.0,5410000.0,163000.0
Change In Prepaid Assets,4157000.0,-6771000.0,-106000.0,1021000.0,4036000.0
Change In Receivables,904000.0,3162000.0,-3327000.0,1959000.0,7000.0
Changes In Account Receivables,904000.0,3162000.0,-3327000.0,1959000.0,7000.0
Stock Based Compensation,1234000.0,1362000.0,1398000.0,1417000.0,1338000.0
Provisionand Write Offof Assets,-116000.0,-343000.0,382000.0,192000.0,2045000.0
Asset Impairment Charge,698000.0,-7000.0,2000.0,17000.0,331000.0
Deferred Tax,5825000.0,-341000.0,-349000.0,-355000.0,-4065000.0
Deferred Income Tax,5825000.0,-341000.0,-349000.0,-355000.0,-4065000.0
Depreciation Amortization Depletion,8265000.0,8068000.0,7844000.0,7587000.0,7601000.0
Depreciation And Amortization,8265000.0,8068000.0,7844000.0,7587000.0,7601000.0
Net Income From Continuing Operations,31029000.0,24174000.0,27906000.0,27235000.0,26419000.0
