,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,724197.0,-534876.0,-1520949.0,1215306.0,-1452607.0
Repayment Of Debt,-1059393.0,-272579.0,1035256.0,-1197552.0,-1547084.0
Issuance Of Debt,243699.0,734325.0,0.0,0.0,3011697.0
Issuance Of Capital Stock,85323.0,0.0,0.0,0.0,0.0
Capital Expenditure,-70750.0,-190339.0,-103015.0,-94189.0,-115344.0
End Cash Position,404712.0,410886.0,372566.0,350643.0,332889.0
Beginning Cash Position,410886.0,372566.0,350643.0,332889.0,320883.0
Changes In Cash,-6174.0,38320.0,21923.0,17754.0,12006.0
Financing Cash Flow,-730371.0,573196.0,1542872.0,-1197552.0,1464613.0
Cash Flow From Continuing Financing Activities,-730371.0,573196.0,1542872.0,-1197552.0,1464613.0
Net Other Financing Charges,,435667.0,,,
Net Preferred Stock Issuance,85323.0,0.0,0.0,0.0,0.0
Preferred Stock Issuance,85323.0,0.0,0.0,0.0,0.0
Net Issuance Payments Of Debt,-815694.0,1102712.0,-78726.0,-1197552.0,1464613.0
Net Short Term Debt Issuance,-537004.0,640966.0,1104447.0,-934975.0,-1283454.0
Short Term Debt Payments,-780703.0,,,-934975.0,-1283454.0
Short Term Debt Issuance,243699.0,,,,
Net Long Term Debt Issuance,-278690.0,461746.0,-1183173.0,-262577.0,2748067.0
Long Term Debt Payments,-278690.0,-272579.0,-1183173.0,-262577.0,-263630.0
Long Term Debt Issuance,0.0,734325.0,0.0,0.0,3011697.0
Investing Cash Flow,-70750.0,-190339.0,-103015.0,-94189.0,-115344.0
Cash Flow From Continuing Investing Activities,-70750.0,-190339.0,-103015.0,-94189.0,-115344.0
Net PPE Purchase And Sale,-70750.0,-190339.0,-103015.0,-94189.0,-115344.0
Purchase Of PPE,-70750.0,-190339.0,-103015.0,-94189.0,-115344.0
Operating Cash Flow,794947.0,-344537.0,-1417934.0,1309495.0,-1337263.0
Cash Flow From Continuing Operating Activities,794947.0,-344537.0,-1417934.0,1309495.0,-1337263.0
Change In Working Capital,384347.0,-1796547.0,-1409496.0,242052.0,-1608459.0
Change In Other Working Capital,-159799.0,-547522.0,-124017.0,-190636.0,-118789.0
Change In Other Current Liabilities,-117574.0,-113976.0,-126654.0,-124414.0,-122118.0
Change In Payables And Accrued Expense,-810451.0,-146949.0,537689.0,-224543.0,-1274006.0
Change In Accrued Expense,-74660.0,-34775.0,196544.0,-55383.0,-295038.0
Change In Payable,-735791.0,-112174.0,341145.0,-169160.0,-978968.0
Change In Account Payable,-80959.0,-209153.0,-216708.0,-169160.0,540119.0
Change In Prepaid Assets,66086.0,-297560.0,62954.0,29114.0,66067.0
Change In Inventory,949269.0,887100.0,-1320584.0,651760.0,-690866.0
Change In Receivables,456816.0,-1577640.0,-438884.0,100771.0,531253.0
Changes In Account Receivables,649480.0,-2318954.0,23312.0,107997.0,827995.0
Other Non Cash Items,154534.0,152864.0,165334.0,162669.0,179323.0
Stock Based Compensation,21035.0,35939.0,,,0.0
Depreciation Amortization Depletion,800104.0,808244.0,808334.0,811979.0,820854.0
Depreciation And Amortization,800104.0,808244.0,808334.0,811979.0,820854.0
Operating Gains Losses,,0.0,,,
Gain Loss On Sale Of PPE,,0.0,,,
Net Income From Continuing Operations,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
