,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,435900000.0,277300000.0,225800000.0,256000000.0,413700000.0,,
Repurchase Of Capital Stock,-325000000.0,-425000000.0,-325000000.0,-325000000.0,-325000000.0,,
Capital Expenditure,-9400000.0,-7200000.0,-5900000.0,-6100000.0,-7400000.0,,
Income Tax Paid Supplemental Data,,16300000.0,,,,,
End Cash Position,4379700000.0,1800000000.0,619900000.0,2913400000.0,2932000000.0,,
Beginning Cash Position,4341700000.0,619900000.0,2913400000.0,2932000000.0,2783800000.0,,
Changes In Cash,38000000.0,1157300000.0,-15900000.0,-18600000.0,148200000.0,,
Other Cash Adjustment Inside Changein Cash,-14200000.0,,5500000.0,8200000.0,15000000.0,,40100000.0
Financing Cash Flow,-291500000.0,1408100000.0,-176500000.0,-199100000.0,-280500000.0,,
Cash Flow From Continuing Financing Activities,-291500000.0,1408100000.0,-176500000.0,-199100000.0,-280500000.0,,
Net Other Financing Charges,-900000.0,-193300000.0,-5300000.0,-12800000.0,-1500000.0,,
Proceeds From Stock Option Exercised,34400000.0,54700000.0,153800000.0,138700000.0,46000000.0,,
Net Common Stock Issuance,-325000000.0,-425000000.0,-325000000.0,-325000000.0,-325000000.0,,
Common Stock Payments,-325000000.0,-425000000.0,-325000000.0,-325000000.0,-325000000.0,,
Investing Cash Flow,-101600000.0,-535300000.0,-47900000.0,-89800000.0,-7400000.0,,
Cash Flow From Continuing Investing Activities,-101600000.0,-535300000.0,-47900000.0,-89800000.0,-7400000.0,,
Net Other Investing Changes,,0.0,-159900000.0,,,,
Net Investment Purchase And Sale,,-338700000.0,,,,,
Sale Of Investment,,172400000.0,,,,,
Purchase Of Investment,,-511100000.0,,,,,
Net Business Purchase And Sale,-92200000.0,-189400000.0,0.0,-83700000.0,0.0,,
Purchase Of Business,,-189400000.0,0.0,,,0.0,-185800000.0
Net PPE Purchase And Sale,-9400000.0,-7200000.0,-5900000.0,-6100000.0,-7400000.0,,
Purchase Of PPE,-9400000.0,-7200000.0,-5900000.0,-6100000.0,-7400000.0,,
Operating Cash Flow,445300000.0,284500000.0,231700000.0,262100000.0,421100000.0,,
Cash Flow From Continuing Operating Activities,445300000.0,284500000.0,231700000.0,262100000.0,421100000.0,,
Change In Working Capital,172300000.0,-55400000.0,-221700000.0,-8300000.0,187300000.0,,
Change In Other Working Capital,-127900000.0,326300000.0,-89400000.0,66700000.0,-142100000.0,,
Change In Payables And Accrued Expense,,1400000.0,,,,,
Change In Payable,,1400000.0,,,,,
Change In Account Payable,,-17000000.0,,,,,
Change In Tax Payable,,18400000.0,,,,,
Change In Income Tax Payable,,18400000.0,,,,,
Change In Prepaid Assets,,-51700000.0,,,,,
Change In Receivables,300200000.0,-331400000.0,39000000.0,-75000000.0,329400000.0,,
Changes In Account Receivables,,-331400000.0,,,,,
Other Non Cash Items,1400000.0,-22700000.0,,,,,
Stock Based Compensation,59800000.0,56400000.0,62100000.0,45900000.0,41200000.0,,
Amortization Of Securities,,-3100000.0,,,,,
Deferred Tax,800000.0,-13000000.0,15300000.0,-3600000.0,-22800000.0,,
Deferred Income Tax,800000.0,-13000000.0,15300000.0,-3600000.0,-22800000.0,,
Depreciation Amortization Depletion,19500000.0,17800000.0,25400000.0,25300000.0,24400000.0,,
Depreciation And Amortization,19500000.0,17800000.0,25400000.0,25300000.0,24400000.0,,
Amortization Cash Flow,12900000.0,10200000.0,19100000.0,19600000.0,19200000.0,,
Amortization Of Intangibles,12900000.0,10200000.0,19100000.0,19600000.0,19200000.0,,
Depreciation,6600000.0,7600000.0,6300000.0,5700000.0,5200000.0,,
Operating Gains Losses,-100000.0,,,,100000.0,,
Gain Loss On Investment Securities,-100000.0,,,,100000.0,,
Net Income From Continuing Operations,191600000.0,304500000.0,358700000.0,202800000.0,190900000.0,,
