,2026-03-31,2025-03-31
Free Cash Flow,-59409000.0,-21942000.0
Issuance Of Capital Stock,9997000.0,100000000.0
Capital Expenditure,-2633000.0,-542000.0
End Cash Position,82088000.0,123912000.0
Beginning Cash Position,109529000.0,49815000.0
Changes In Cash,-27441000.0,74097000.0
Financing Cash Flow,10323000.0,100000000.0
Cash Flow From Continuing Financing Activities,10323000.0,100000000.0
Net Other Financing Charges,-101000.0,
Proceeds From Stock Option Exercised,427000.0,0.0
Net Preferred Stock Issuance,9997000.0,100000000.0
Preferred Stock Issuance,9997000.0,100000000.0
Investing Cash Flow,19012000.0,-4503000.0
Cash Flow From Continuing Investing Activities,19012000.0,-4503000.0
Net Investment Purchase And Sale,21645000.0,0.0
Sale Of Investment,79350000.0,0.0
Purchase Of Investment,-57705000.0,0.0
Net Business Purchase And Sale,0.0,-3961000.0
Purchase Of Business,0.0,-3961000.0
Net PPE Purchase And Sale,-1166000.0,-542000.0
Purchase Of PPE,-1166000.0,-542000.0
Capital Expenditure Reported,-1467000.0,0.0
Operating Cash Flow,-56776000.0,-21400000.0
Cash Flow From Continuing Operating Activities,-56767000.0,-21403000.0
Change In Working Capital,-4604000.0,-246000.0
Change In Other Current Liabilities,-476000.0,227000.0
Change In Other Current Assets,814000.0,26000.0
Change In Payables And Accrued Expense,-5320000.0,1672000.0
Change In Accrued Expense,-5996000.0,-314000.0
Change In Payable,676000.0,1986000.0
Change In Account Payable,676000.0,1986000.0
Change In Prepaid Assets,378000.0,-2171000.0
Other Non Cash Items,-3577000.0,-2658000.0
Stock Based Compensation,5358000.0,2938000.0
Deferred Tax,0.0,-4167000.0
Deferred Income Tax,0.0,-4167000.0
Depreciation Amortization Depletion,2118000.0,752000.0
Depreciation And Amortization,2118000.0,752000.0
Amortization Cash Flow,1200000.0,300000.0
Amortization Of Intangibles,1200000.0,300000.0
Depreciation,918000.0,452000.0
Net Income From Continuing Operations,-56071000.0,-18019000.0
