,2026-03-31,2025-06-30,2025-03-31
Free Cash Flow,-282000.0,-929000.0,-612000.0
Repayment Of Debt,-158000.0,-933000.0,-325000.0
Issuance Of Debt,547000.0,2104000.0,958000.0
Capital Expenditure,-16000.0,-694000.0,-981000.0
End Cash Position,336000.0,443000.0,326000.0
Beginning Cash Position,342000.0,326000.0,414000.0
Effect Of Exchange Rate Changes,-4000.0,-16000.0,-11000.0
Changes In Cash,-2000.0,133000.0,-77000.0
Financing Cash Flow,280000.0,1062000.0,534000.0
Interest Paid Cff,-86000.0,-88000.0,-78000.0
Net Issuance Payments Of Debt,389000.0,1171000.0,633000.0
Net Long Term Debt Issuance,389000.0,1171000.0,633000.0
Long Term Debt Payments,-158000.0,-933000.0,-325000.0
Long Term Debt Issuance,547000.0,2104000.0,958000.0
Investing Cash Flow,-16000.0,-694000.0,-980000.0
Interest Received Cfi,0.0,0.0,1000.0
Net Intangibles Purchase And Sale,-14000.0,,0.0
Purchase Of Intangibles,-14000.0,,0.0
Net PPE Purchase And Sale,-2000.0,-694000.0,-981000.0
Purchase Of PPE,-2000.0,-694000.0,-981000.0
Operating Cash Flow,-266000.0,-235000.0,369000.0
Taxes Refund Paid,-4000.0,-496000.0,-68000.0
Change In Working Capital,10000.0,23000.0,139000.0
Change In Payable,-13000.0,-48000.0,100000.0
Change In Receivables,23000.0,71000.0,39000.0
Other Non Cash Items,104000.0,117000.0,84000.0
Depreciation And Amortization,275000.0,191000.0,191000.0
Amortization Cash Flow,4000.0,3000.0,4000.0
Depreciation,271000.0,188000.0,187000.0
Net Foreign Currency Exchange Gain Loss,-176000.0,-262000.0,-359000.0
Gain Loss On Sale Of Business,0.0,0.0,828000.0
Net Income From Continuing Operations,-475000.0,192000.0,-446000.0
