,2026-04-30,2026-01-31
Free Cash Flow,-87429.0,-96263.0
Issuance Of Debt,393998.0,196002.0
End Cash Position,151000.0,0.0
Beginning Cash Position,0.0,0.0
Financing Cash Flow,112798429.0,96263.0
Cash Flow From Continuing Financing Activities,112798429.0,96263.0
Net Other Financing Charges,-1827688.0,-99739.0
Net Issuance Payments Of Debt,-438883.0,196002.0
Net Short Term Debt Issuance,-205502.0,196002.0
Short Term Debt Issuance,393998.0,196002.0
Operating Cash Flow,-87429.0,-96263.0
Cash Flow From Continuing Operating Activities,-87429.0,-96263.0
Change In Working Capital,-76415.0,-50091.0
Change In Prepaid Assets,-89909.0,-50091.0
Net Income From Continuing Operations,290108.0,-46172.0
