,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-27056000.0,-20608000.0,-25300000.0,-28676000.0,-37767000.0,,
Issuance Of Capital Stock,2219000.0,3325000.0,277000.0,468000.0,0.0,,
Capital Expenditure,-72000.0,,-115000.0,-418000.0,-1042000.0,-518000.0,
Income Tax Paid Supplemental Data,,,,,,0.0,0.0
End Cash Position,12103000.0,12406000.0,11190000.0,25247000.0,29463000.0,,
Beginning Cash Position,12406000.0,11190000.0,25247000.0,29463000.0,16339000.0,,
Changes In Cash,-303000.0,1216000.0,-14057000.0,-4216000.0,13124000.0,,
Financing Cash Flow,2696000.0,4070000.0,277000.0,6000.0,468000.0,,
Cash Flow From Continuing Financing Activities,2696000.0,4070000.0,277000.0,6000.0,468000.0,,
Proceeds From Stock Option Exercised,477000.0,745000.0,0.0,-462000.0,468000.0,,
Net Common Stock Issuance,2219000.0,3325000.0,277000.0,468000.0,0.0,,
Common Stock Issuance,2219000.0,3325000.0,277000.0,468000.0,0.0,,
Investing Cash Flow,23985000.0,17970000.0,10851000.0,24036000.0,49381000.0,,
Cash Flow From Continuing Investing Activities,23985000.0,17970000.0,10851000.0,24036000.0,49381000.0,,
Net Investment Purchase And Sale,24057000.0,17754000.0,10966000.0,24454000.0,50423000.0,,
Sale Of Investment,46142000.0,61788000.0,68414000.0,56673000.0,65955000.0,,
Purchase Of Investment,-22085000.0,-44034000.0,-57448000.0,-32219000.0,-15532000.0,,
Net Intangibles Purchase And Sale,,0.0,0.0,0.0,0.0,,0.0
Purchase Of Intangibles,,0.0,0.0,0.0,0.0,,0.0
Net PPE Purchase And Sale,-72000.0,216000.0,-115000.0,-418000.0,-1042000.0,,
Purchase Of PPE,-72000.0,216000.0,-115000.0,-418000.0,-1042000.0,,
Operating Cash Flow,-26984000.0,-20824000.0,-25185000.0,-28258000.0,-36725000.0,,
Cash Flow From Continuing Operating Activities,-26984000.0,-20824000.0,-25185000.0,-28258000.0,-36725000.0,,
Change In Working Capital,-4951000.0,1867000.0,-1409000.0,554000.0,-1496000.0,,
Change In Other Working Capital,-1005000.0,-874000.0,-627000.0,-849000.0,-996000.0,,
Change In Other Current Liabilities,-281000.0,-325000.0,-389000.0,-372000.0,-263000.0,,
Change In Other Current Assets,63000.0,1609000.0,-155000.0,1417000.0,479000.0,,
Change In Payables And Accrued Expense,-4866000.0,-897000.0,-550000.0,58000.0,-1697000.0,,
Change In Accrued Expense,-2646000.0,-2816000.0,-1111000.0,688000.0,-3101000.0,,
Change In Payable,-2220000.0,1919000.0,561000.0,-630000.0,1404000.0,,
Change In Account Payable,-2220000.0,1919000.0,561000.0,-630000.0,1404000.0,,
Change In Prepaid Assets,522000.0,2403000.0,461000.0,340000.0,471000.0,,
Change In Receivables,616000.0,-49000.0,-149000.0,-40000.0,510000.0,,
Changes In Account Receivables,-158000.0,173000.0,-171000.0,17000.0,177000.0,,
Other Non Cash Items,315000.0,422000.0,457000.0,15000.0,156000.0,,
Stock Based Compensation,2357000.0,2738000.0,2931000.0,3129000.0,3882000.0,,
Unrealized Gain Loss On Investment Securities,0.0,115000.0,-12000.0,-15000.0,11000.0,,
Asset Impairment Charge,,0.0,0.0,,,,0.0
Amortization Of Securities,-269000.0,-160000.0,-235000.0,-293000.0,-452000.0,,
Depreciation Amortization Depletion,649000.0,682000.0,631000.0,1167000.0,1165000.0,,
Depreciation And Amortization,649000.0,682000.0,631000.0,1167000.0,1165000.0,,
Operating Gains Losses,,0.0,0.0,,,-13000.0,
Gain Loss On Sale Of PPE,,0.0,0.0,,,-13000.0,4000.0
Net Income From Continuing Operations,-25085000.0,-26488000.0,-27548000.0,-54098000.0,-39991000.0,,
