,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-501461.0,-381923.0,0.0
End Cash Position,1011147.0,1332627.0,0.0
Beginning Cash Position,1332627.0,0.0,0.0
Changes In Cash,-321480.0,,
Financing Cash Flow,179981.0,,
Cash Flow From Continuing Financing Activities,179981.0,,
Net Other Financing Charges,179981.0,,
Operating Cash Flow,-501461.0,-381923.0,0.0
Cash Flow From Continuing Operating Activities,-501461.0,-381923.0,0.0
Change In Working Capital,73375.0,57309.0,54151.0
Change In Payables And Accrued Expense,102503.0,121095.0,54151.0
Change In Accrued Expense,,,54151.0
Change In Payable,102503.0,,
Change In Account Payable,72503.0,,
Change In Prepaid Assets,-29128.0,,
Other Non Cash Items,,0.0,10420.0
Operating Gains Losses,-1779426.0,,
Gain Loss On Investment Securities,-1779426.0,,
Net Income From Continuing Operations,1204590.0,849418.0,-64571.0
