,2024-12-31,2024-09-30
Free Cash Flow,-8739466.0,-13477000.0
Issuance Of Capital Stock,762.0,45842000.0
End Cash Position,36436938.0,46431000.0
Beginning Cash Position,46431000.0,18575000.0
Effect Of Exchange Rate Changes,882798.0,-411000.0
Changes In Cash,-10876900.0,28267000.0
Financing Cash Flow,-2140026.0,38749000.0
Cash Flow From Continuing Financing Activities,-2140026.0,38749000.0
Net Other Financing Charges,-240788.0,-7093000.0
Net Common Stock Issuance,762.0,45842000.0
Common Stock Issuance,762.0,45842000.0
Investing Cash Flow,2592.0,2995000.0
Cash Flow From Continuing Investing Activities,2592.0,2995000.0
Net Intangibles Purchase And Sale,2592.0,2995000.0
Sale Of Intangibles,2592.0,2995000.0
Cash Flowsfromusedin Operating Activities Direct,-8739466.0,-13477000.0
Interest Received Direct,254616.0,125000.0
Interest Paid Direct,,-44000.0
Classesof Cash Payments,-9038082.0,-13558000.0
Other Cash Paymentsfrom Operating Activities,,186000.0
Paymentson Behalfof Employees,,-3591000.0
Paymentsto Suppliersfor Goodsand Services,-12443082.0,-10153000.0
