,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-88730.0,-341480.0,0.0
End Cash Position,653598.0,753828.0,0.0
Beginning Cash Position,753828.0,0.0,0.0
Changes In Cash,-100230.0,,
Financing Cash Flow,-11500.0,,
Cash Flow From Continuing Financing Activities,-11500.0,,
Net Other Financing Charges,-11500.0,,
Operating Cash Flow,-88730.0,-341480.0,0.0
Cash Flow From Continuing Operating Activities,-88730.0,-341480.0,0.0
Change In Working Capital,86782.0,-264618.0,27218.0
Change In Payables And Accrued Expense,-1881.0,-24718.0,27218.0
Change In Accrued Expense,,,27218.0
Change In Prepaid Assets,97131.0,,
Change In Receivables,-8468.0,,
Other Non Cash Items,-1959236.0,-58456.0,10420.0
Net Income From Continuing Operations,1783724.0,-18406.0,-37638.0
