,2026-03-31,2025-03-31
Free Cash Flow,82014000.0,91649000.0
Capital Expenditure,-33431000.0,-33860000.0
Income Tax Paid Supplemental Data,7554000.0,
End Cash Position,175506000.0,104590000.0
Beginning Cash Position,156069000.0,97214000.0
Effect Of Exchange Rate Changes,-2093000.0,2537000.0
Changes In Cash,21530000.0,4839000.0
Financing Cash Flow,-60841000.0,-75104000.0
Cash Flow From Continuing Financing Activities,-60841000.0,-75104000.0
Net Other Financing Charges,-60841000.0,-75104000.0
Investing Cash Flow,-33074000.0,-45566000.0
Cash Flow From Continuing Investing Activities,-33074000.0,-45566000.0
Net Other Investing Changes,357000.0,-53000.0
Net Business Purchase And Sale,0.0,-11653000.0
Purchase Of Business,0.0,-11653000.0
Net PPE Purchase And Sale,-2371000.0,-1509000.0
Purchase Of PPE,-2371000.0,-1509000.0
Capital Expenditure Reported,-31060000.0,-32351000.0
Operating Cash Flow,115445000.0,125509000.0
Cash Flow From Continuing Operating Activities,115445000.0,125509000.0
Change In Working Capital,28896000.0,17930000.0
Change In Other Working Capital,7290000.0,38231000.0
Change In Payables And Accrued Expense,-28771000.0,-29627000.0
Change In Accrued Expense,-12650000.0,-18105000.0
Change In Payable,-16121000.0,-11522000.0
Change In Account Payable,-16121000.0,-11522000.0
Change In Prepaid Assets,-1745000.0,-4453000.0
Change In Receivables,52122000.0,13779000.0
Changes In Account Receivables,52122000.0,13779000.0
Other Non Cash Items,-9716000.0,-1533000.0
Stock Based Compensation,3482000.0,3529000.0
Deferred Tax,-553000.0,5782000.0
Deferred Income Tax,-553000.0,5782000.0
Depreciation Amortization Depletion,45955000.0,40315000.0
Depreciation And Amortization,45955000.0,40315000.0
Net Income From Continuing Operations,47381000.0,59486000.0
