,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1708000000.0,526000000.0,1356000000.0,975000000.0,1789000000.0,,
Repurchase Of Capital Stock,-1088000000.0,-1095000000.0,-877000000.0,-1010000000.0,-807000000.0,,
Repayment Of Debt,-2000000000.0,,,,0.0,,
Issuance Of Debt,2483000000.0,,,,0.0,,
Income Tax Paid Supplemental Data,,52000000.0,12000000.0,155000000.0,13000000.0,48000000.0,
End Cash Position,17585000000.0,13486000000.0,14713000000.0,18444000000.0,16750000000.0,,
Beginning Cash Position,13486000000.0,14713000000.0,18444000000.0,16750000000.0,12760000000.0,,
Effect Of Exchange Rate Changes,-118000000.0,-3000000.0,-31000000.0,482000000.0,207000000.0,,
Changes In Cash,4217000000.0,-1224000000.0,-3700000000.0,1212000000.0,3783000000.0,,
Financing Cash Flow,2970000000.0,-1450000000.0,-4850000000.0,328000000.0,2145000000.0,,
Cash Flow From Continuing Financing Activities,2970000000.0,-1450000000.0,-4850000000.0,328000000.0,2145000000.0,,
Net Other Financing Charges,3567000000.0,-399000000.0,-3976000000.0,1293000000.0,2922000000.0,,
Proceeds From Stock Option Exercised,8000000.0,44000000.0,3000000.0,45000000.0,30000000.0,,
Net Common Stock Issuance,-1088000000.0,-1095000000.0,-877000000.0,-1010000000.0,-807000000.0,,
Common Stock Payments,-1088000000.0,-1095000000.0,-877000000.0,-1010000000.0,-807000000.0,,
Net Issuance Payments Of Debt,483000000.0,,,,0.0,,
Net Long Term Debt Issuance,483000000.0,,,,0.0,,
Long Term Debt Payments,-2000000000.0,,,,0.0,,
Long Term Debt Issuance,2483000000.0,,,,0.0,,
Investing Cash Flow,-461000000.0,-300000000.0,-206000000.0,-91000000.0,-151000000.0,,
Cash Flow From Continuing Investing Activities,-461000000.0,-300000000.0,-206000000.0,-91000000.0,-151000000.0,,
Net Other Investing Changes,65000000.0,-6000000.0,-9000000.0,-23000000.0,-8000000.0,,
Net Investment Purchase And Sale,-526000000.0,-294000000.0,-197000000.0,-68000000.0,-143000000.0,,
Sale Of Investment,849000000.0,484000000.0,820000000.0,809000000.0,623000000.0,,
Purchase Of Investment,-1375000000.0,-778000000.0,-1017000000.0,-877000000.0,-766000000.0,,
Operating Cash Flow,1708000000.0,526000000.0,1356000000.0,975000000.0,1789000000.0,,
Cash Flow From Continuing Operating Activities,1708000000.0,526000000.0,1356000000.0,975000000.0,1789000000.0,,
Change In Working Capital,957000000.0,-329000000.0,-748000000.0,-210000000.0,1181000000.0,,
Change In Other Working Capital,988000000.0,-76000000.0,-1038000000.0,131000000.0,1105000000.0,,
Change In Payables And Accrued Expense,179000000.0,-111000000.0,219000000.0,-145000000.0,155000000.0,,
Change In Accrued Expense,179000000.0,-111000000.0,219000000.0,-145000000.0,155000000.0,,
Change In Prepaid Assets,-210000000.0,-142000000.0,71000000.0,-196000000.0,-79000000.0,,
Other Non Cash Items,34000000.0,63000000.0,65000000.0,50000000.0,95000000.0,,
Stock Based Compensation,410000000.0,411000000.0,399000000.0,424000000.0,358000000.0,,
Deferred Tax,147000000.0,40000000.0,266000000.0,69000000.0,1000000.0,,
Deferred Income Tax,147000000.0,40000000.0,266000000.0,69000000.0,1000000.0,,
Depreciation Amortization Depletion,,,,,25000000.0,22000000.0,15000000.0
Depreciation And Amortization,,,,,25000000.0,22000000.0,15000000.0
Net Income From Continuing Operations,160000000.0,341000000.0,1374000000.0,642000000.0,154000000.0,,
