,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,-3501071.0,-76517.0,-630005.0,340932.0
Repayment Of Debt,-1634908.0,-4525074.0,,-1093868.0
Issuance Of Debt,,4800000.0,108481.0,1525000.0
Issuance Of Capital Stock,21482271.0,,0.0,
Capital Expenditure,-622199.0,-235821.0,-206250.0,
Interest Paid Supplemental Data,5712.0,-36959.0,1302.0,-33282.0
Income Tax Paid Supplemental Data,,0.0,,0.0
End Cash Position,16616852.0,270560.0,204912.0,726436.0
Beginning Cash Position,270560.0,72151.0,726436.0,1227060.0
Changes In Cash,16346292.0,198409.0,-521524.0,-500624.0
Financing Cash Flow,19847363.0,274926.0,108481.0,-841556.0
Cash Flow From Continuing Financing Activities,19847363.0,274926.0,108481.0,-841556.0
Proceeds From Stock Option Exercised,,0.0,,0.0
Cash Dividends Paid,,0.0,,-1272688.0
Common Stock Dividend Paid,,0.0,,-1272688.0
Net Common Stock Issuance,21482271.0,,0.0,
Common Stock Issuance,21482271.0,,0.0,
Net Issuance Payments Of Debt,-1634908.0,274926.0,108481.0,431132.0
Net Short Term Debt Issuance,-1634908.0,274926.0,108481.0,431132.0
Short Term Debt Payments,-1634908.0,-4525074.0,,-1093868.0
Short Term Debt Issuance,,4800000.0,108481.0,1525000.0
Investing Cash Flow,-622199.0,-235821.0,-206250.0,-46825.0
Cash Flow From Continuing Investing Activities,-622199.0,-235821.0,-206250.0,-46825.0
Net PPE Purchase And Sale,-215368.0,,0.0,
Purchase Of PPE,-215368.0,,0.0,
Capital Expenditure Reported,-406831.0,-235821.0,-206250.0,
Operating Cash Flow,-2878872.0,159304.0,-423755.0,387757.0
Cash Flow From Continuing Operating Activities,-2878872.0,159304.0,-423755.0,387757.0
Change In Working Capital,-106693.0,1562068.0,100259.0,-37294.0
Change In Other Working Capital,-90213.0,-15895.0,-787452.0,-678931.0
Change In Other Current Liabilities,-91622.0,-56186.0,-86646.0,-65743.0
Change In Other Current Assets,-8152.0,,0.0,
Change In Payables And Accrued Expense,-1117010.0,723932.0,430895.0,-1011895.0
Change In Prepaid Assets,-51980.0,-179941.0,180684.0,77480.0
Change In Receivables,1252284.0,1090158.0,362778.0,1641795.0
Changes In Account Receivables,1252284.0,1090158.0,362778.0,1641795.0
Other Non Cash Items,120541.0,,88084.0,
Stock Based Compensation,142470.0,166284.0,89819.0,235365.0
Provisionand Write Offof Assets,-36343.0,-58815.0,0.0,39256.0
Depreciation Amortization Depletion,39347.0,109398.0,34649.0,100304.0
Depreciation And Amortization,39347.0,109398.0,34649.0,100304.0
Amortization Cash Flow,,380.0,,380.0
Amortization Of Intangibles,,380.0,,380.0
Depreciation,39347.0,109018.0,34649.0,99924.0
Net Income From Continuing Operations,-3038194.0,-1768120.0,-736566.0,50126.0
