,2026-03-31,2025-03-31
Free Cash Flow,-181830000.0,-88369000.0
Repurchase Of Capital Stock,0.0,-1945000.0
Issuance Of Debt,14152000.0,8031000.0
Issuance Of Capital Stock,826000.0,89000.0
Capital Expenditure,-172793000.0,-105443000.0
Interest Paid Supplemental Data,2953000.0,925000.0
End Cash Position,286776000.0,117234000.0
Beginning Cash Position,467836000.0,199428000.0
Changes In Cash,-181060000.0,-82194000.0
Financing Cash Flow,770000.0,6175000.0
Cash Flow From Continuing Financing Activities,770000.0,6175000.0
Net Other Financing Charges,-14208000.0,
Net Common Stock Issuance,826000.0,-1856000.0
Common Stock Payments,0.0,-1945000.0
Common Stock Issuance,826000.0,89000.0
Net Issuance Payments Of Debt,14152000.0,8031000.0
Net Long Term Debt Issuance,14152000.0,8031000.0
Long Term Debt Issuance,14152000.0,8031000.0
Investing Cash Flow,-172793000.0,-105443000.0
Cash Flow From Continuing Investing Activities,-172793000.0,-105443000.0
Capital Expenditure Reported,-172793000.0,-105443000.0
Operating Cash Flow,-9037000.0,17074000.0
Cash Flow From Continuing Operating Activities,-9037000.0,17074000.0
Change In Working Capital,1753000.0,24936000.0
Change In Other Working Capital,1153000.0,5562000.0
Change In Payables And Accrued Expense,1232000.0,-3644000.0
Change In Payable,1232000.0,-3644000.0
Change In Account Payable,1232000.0,-3644000.0
Change In Prepaid Assets,-632000.0,22316000.0
Change In Receivables,0.0,702000.0
Other Non Cash Items,6456000.0,748000.0
Stock Based Compensation,2615000.0,489000.0
Depreciation Amortization Depletion,93000.0,47000.0
Depreciation And Amortization,93000.0,47000.0
Operating Gains Losses,11876000.0,
Gain Loss On Investment Securities,11876000.0,
Net Income From Continuing Operations,-31830000.0,-9146000.0
