,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-4148694.0,-3167754.0,924900.0,-3136810.0
Capital Expenditure,,,,-664278.0
Interest Paid Supplemental Data,0.0,0.0,0.0,0.0
Income Tax Paid Supplemental Data,381842.0,0.0,0.0,0.0
End Cash Position,320636.0,262568.0,468677.0,68035.0
Beginning Cash Position,262568.0,468677.0,68035.0,60466.0
Effect Of Exchange Rate Changes,19557.0,-107482.0,28720.0,444194.0
Changes In Cash,46081.0,-98627.0,371922.0,-436625.0
Financing Cash Flow,5681890.0,2427441.0,697022.0,2917279.0
Cash Flow From Continuing Financing Activities,5681890.0,2427441.0,697022.0,2917279.0
Proceeds From Stock Option Exercised,84297.0,,,
Net Common Stock Issuance,2952781.0,,,
Net Issuance Payments Of Debt,2644812.0,1160810.0,697022.0,2917279.0
Net Short Term Debt Issuance,,,18221.0,
Net Long Term Debt Issuance,2644812.0,1179031.0,678801.0,2917279.0
Investing Cash Flow,-1487115.0,641686.0,-1250000.0,-664278.0
Cash Flow From Continuing Investing Activities,-1487115.0,641686.0,-1250000.0,-664278.0
Net Other Investing Changes,-2345429.0,0.0,250000.0,
Net Business Purchase And Sale,858314.0,641686.0,-1500000.0,
Purchase Of Business,858314.0,641686.0,-1500000.0,
Net Intangibles Purchase And Sale,,,,-664278.0
Purchase Of Intangibles,,,,-664278.0
Net PPE Purchase And Sale,,,,0.0
Purchase Of PPE,,,,0.0
Operating Cash Flow,-4148694.0,-3167754.0,924900.0,-2472532.0
Cash Flow From Continuing Operating Activities,-4148694.0,-3167754.0,924900.0,-2472532.0
Change In Working Capital,-3239598.0,369486.0,513861.0,4506932.0
Change In Other Working Capital,-26786.0,-26785.0,-26786.0,-26786.0
Change In Other Current Liabilities,-2278511.0,-1398864.0,1270701.0,1010842.0
Change In Other Current Assets,0.0,251874.0,-229711.0,-110295.0
Change In Payables And Accrued Expense,-788426.0,1721601.0,-586005.0,-887526.0
Change In Accrued Expense,-768462.0,1509549.0,-841408.0,-579689.0
Change In Interest Payable,81540.0,-56586.0,51180.0,-490011.0
Change In Payable,-19964.0,212052.0,255403.0,-307837.0
Change In Account Payable,-19964.0,212052.0,255403.0,-307837.0
Change In Prepaid Assets,35796.0,-85022.0,78666.0,4799024.0
Change In Receivables,-181671.0,-93318.0,6996.0,-278327.0
Changes In Account Receivables,-181671.0,-93318.0,6996.0,-28327.0
Other Non Cash Items,72335.0,-2655419.0,2690681.0,9523266.0
Stock Based Compensation,1151004.0,3149806.0,0.0,-8981549.0
Asset Impairment Charge,,,,0.0
Depreciation Amortization Depletion,2379849.0,-118782.0,1026826.0,1197005.0
Depreciation And Amortization,2379849.0,-118782.0,1026826.0,1197005.0
Net Income From Continuing Operations,-4512284.0,-3912845.0,-3306468.0,-8788857.0
