,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-259504.0,-175103.0,-322424.0,0.0
Repayment Of Debt,,0.0,-300000.0,
Issuance Of Debt,,0.0,483000.0,
Issuance Of Capital Stock,,0.0,243050000.0,
End Cash Position,503428.0,846736.0,1055120.0,0.0
Beginning Cash Position,762932.0,1055120.0,0.0,0.0
Changes In Cash,-259504.0,-208384.0,1055120.0,
Financing Cash Flow,,-33281.0,242877544.0,
Cash Flow From Continuing Financing Activities,,-33281.0,242877544.0,
Net Other Financing Charges,,-33281.0,-355456.0,
Net Common Stock Issuance,,0.0,243050000.0,
Common Stock Issuance,,0.0,243050000.0,
Net Issuance Payments Of Debt,,0.0,183000.0,
Net Short Term Debt Issuance,,0.0,-300000.0,
Short Term Debt Payments,,0.0,-300000.0,
Net Long Term Debt Issuance,,0.0,483000.0,
Long Term Debt Issuance,,0.0,483000.0,
Investing Cash Flow,,0.0,-241500000.0,
Cash Flow From Continuing Investing Activities,,0.0,-241500000.0,
Net Other Investing Changes,,0.0,-241500000.0,
Operating Cash Flow,-259504.0,-175103.0,-322424.0,0.0
Cash Flow From Continuing Operating Activities,-259504.0,-175103.0,-322424.0,0.0
Change In Working Capital,408765.0,98199.0,-22893.0,2454.0
Change In Payables And Accrued Expense,457168.0,86175.0,142379.0,2454.0
Change In Accrued Expense,457168.0,,,2454.0
Change In Prepaid Assets,-48403.0,12024.0,-165272.0,
Other Non Cash Items,-2150115.0,-2569088.0,-1252666.0,43641.0
Operating Gains Losses,,0.0,124740.0,
Pension And Employee Benefit Expense,,0.0,124740.0,
Net Income From Continuing Operations,1481846.0,2295786.0,828395.0,-46095.0
