,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,1090446000.0,802621000.0,710762000.0,400639000.0
Repayment Of Debt,-2910544000.0,-627504000.0,-5108925000.0,-1317836000.0
Issuance Of Debt,2035870000.0,0.0,4999235000.0,1654722000.0
End Cash Position,323180000.0,983533000.0,1207506000.0,653463000.0
Beginning Cash Position,983533000.0,1207506000.0,653463000.0,1057118000.0
Effect Of Exchange Rate Changes,-730526000.0,972000.0,143369000.0,36682000.0
Changes In Cash,70173000.0,-224945000.0,410674000.0,-440337000.0
Financing Cash Flow,-1038391000.0,-1059132000.0,-239373000.0,-428588000.0
Net Other Financing Charges,,,32281000.0,-7168000.0
Interest Paid Cff,-163717000.0,-431628000.0,-161964000.0,-399736000.0
Cash Dividends Paid,,,0.0,-358570000.0
Common Stock Dividend Paid,,0.0,,
Net Issuance Payments Of Debt,-874674000.0,-627504000.0,-109690000.0,336886000.0
Net Long Term Debt Issuance,-874674000.0,-627504000.0,-109690000.0,336886000.0
Long Term Debt Payments,-2910544000.0,-627504000.0,-5108925000.0,-1317836000.0
Long Term Debt Issuance,2035870000.0,0.0,4999235000.0,1654722000.0
Investing Cash Flow,-65792000.0,31566000.0,-60715000.0,-119700000.0
Interest Received Cfi,5444000.0,1605000.0,7212000.0,8771000.0
Net Investment Properties Purchase And Sale,12674000.0,162524000.0,-76378000.0,-414897000.0
Sale Of Investment Properties,0.0,175198000.0,0.0,1705000.0
Purchase Of Investment Properties,,-12674000.0,-76378000.0,-123914000.0
Net Business Purchase And Sale,0.0,-132563000.0,8451000.0,-6262000.0
Operating Cash Flow,1174356000.0,802621000.0,710762000.0,107951000.0
Change In Working Capital,-268696000.0,-65455000.0,42928000.0,-651838000.0
Change In Other Current Assets,169104000.0,-107908000.0,-34060000.0,112289000.0
Change In Payable,-391793000.0,-210449000.0,410607000.0,-115205000.0
Change In Prepaid Assets,-20628000.0,-172931000.0,35254000.0,-66016000.0
Change In Receivables,-106427000.0,425833000.0,-368873000.0,-116166000.0
Other Non Cash Items,322605000.0,225749000.0,295478000.0,864786000.0
Gain Loss On Investment Securities,-553315000.0,521029000.0,-718251000.0,501608000.0
Net Income From Continuing Operations,1745538000.0,108297000.0,1160755000.0,-480772000.0
