,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,111812000.0,282840000.0,241509000.0,264571000.0,24685000.0,,
Repayment Of Debt,-25000000.0,-13000000.0,-17500000.0,-9000000.0,-17500000.0,,
Issuance Of Debt,996280000.0,0.0,0.0,0.0,0.0,,
Capital Expenditure,-69951000.0,-41078000.0,-63432000.0,-24539000.0,-14764000.0,,
End Cash Position,1554819000.0,1542127000.0,1432721000.0,496311000.0,1262078000.0,,
Beginning Cash Position,1542127000.0,1432721000.0,496311000.0,1262078000.0,1362043000.0,,
Changes In Cash,12692000.0,109406000.0,936410000.0,-765767000.0,-99965000.0,,
Financing Cash Flow,950880000.0,-181488000.0,-265099000.0,-62284000.0,-124650000.0,,
Interest Paid Cff,-16937000.0,-22345000.0,-14140000.0,-14526000.0,-210000.0,,
Cash Dividends Paid,,-136438000.0,-235562000.0,-295000.0,-106105000.0,-116000000.0,
Common Stock Dividend Paid,0.0,,-235562000.0,-295000.0,-106105000.0,,-116311000.0
Net Issuance Payments Of Debt,971280000.0,-13000000.0,-17500000.0,-9000000.0,-17500000.0,,
Net Long Term Debt Issuance,971280000.0,-13000000.0,-17500000.0,-9000000.0,-17500000.0,,
Long Term Debt Payments,-25000000.0,-13000000.0,-17500000.0,-9000000.0,-17500000.0,,
Long Term Debt Issuance,996280000.0,0.0,0.0,0.0,0.0,,
Investing Cash Flow,-1119951000.0,-33024000.0,896568000.0,-992593000.0,-14764000.0,,
Interest Received Cfi,,,,,,,14029000.0
Net Investment Purchase And Sale,-1050000000.0,0.0,960000000.0,-960000000.0,0.0,,
Purchase Of Investment,-1050000000.0,,960000000.0,-960000000.0,0.0,,-210000000.0
Net Intangibles Purchase And Sale,-1432000.0,-520000.0,-2542000.0,1000.0,-385000.0,,
Purchase Of Intangibles,-1432000.0,-520000.0,-2542000.0,1000.0,-385000.0,,
Net PPE Purchase And Sale,-68519000.0,-40558000.0,-60890000.0,-24540000.0,-14379000.0,,
Purchase Of PPE,-68519000.0,-40558000.0,-60890000.0,-24540000.0,-14379000.0,,
Operating Cash Flow,181763000.0,323918000.0,304941000.0,289110000.0,39449000.0,,
Taxes Refund Paid,,0.0,1000.0,,,0.0,-1000.0
Interest Received Cfo,9527000.0,21033000.0,19165000.0,19015000.0,1235000.0,,
Interest Paid Cfo,-13923000.0,1276000.0,-1853000.0,-6869000.0,-4122000.0,,
Change In Working Capital,-23710000.0,58641000.0,80625000.0,123123000.0,-165633000.0,,
Change In Other Current Assets,643000.0,,,,0.0,0.0,0.0
Change In Accrued Expense,37039000.0,-13513000.0,28401000.0,37858000.0,-37646000.0,,
Change In Payable,-38195000.0,38260000.0,-45465000.0,78749000.0,-79939000.0,,
Change In Prepaid Assets,10508000.0,50491000.0,2521000.0,-53401000.0,4469000.0,,
Change In Receivables,-33705000.0,-6204000.0,95168000.0,59917000.0,-52517000.0,,
Other Non Cash Items,7414000.0,-16999000.0,-3560000.0,-376000.0,5090000.0,,
Depreciation And Amortization,30980000.0,42931000.0,24213000.0,22926000.0,21635000.0,,
Amortization Cash Flow,984000.0,985000.0,827000.0,737000.0,763000.0,,
Depreciation,29996000.0,41946000.0,23386000.0,22189000.0,20872000.0,,
Pension And Employee Benefit Expense,-1051000.0,5151000.0,4778000.0,7400000.0,3516000.0,,
Gain Loss On Sale Of PPE,,,,,,98000.0,
Net Income From Continuing Operations,163481000.0,212665000.0,191390000.0,172744000.0,159891000.0,,
