,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Free Cash Flow,-91250.0,-125180.0,-56108.0,-106655.0,-251244.0
Repayment Of Debt,0.0,0.0,0.0,0.0,-900000.0
Issuance Of Debt,100000.0,0.0,0.0,0.0,0.0
Issuance Of Capital Stock,0.0,0.0,0.0,0.0,232050000.0
End Cash Position,14887.0,6137.0,717.0,822.0,923.0
Beginning Cash Position,6137.0,717.0,822.0,923.0,1351.0
Changes In Cash,8750.0,5420.0,-105.0,-101.0,-428.0
Financing Cash Flow,100000.0,130600.0,56003.0,106554.0,231400816.0
Cash Flow From Continuing Financing Activities,100000.0,130600.0,56003.0,106554.0,231400816.0
Net Other Financing Charges,,130600.0,56003.0,106554.0,250816.0
Net Common Stock Issuance,0.0,0.0,0.0,0.0,232050000.0
Common Stock Issuance,0.0,0.0,0.0,0.0,232050000.0
Net Issuance Payments Of Debt,100000.0,0.0,0.0,0.0,-900000.0
Net Short Term Debt Issuance,100000.0,0.0,0.0,0.0,-900000.0
Short Term Debt Payments,0.0,0.0,0.0,0.0,-900000.0
Short Term Debt Issuance,100000.0,0.0,0.0,0.0,0.0
Investing Cash Flow,0.0,0.0,0.0,0.0,-231150000.0
Cash Flow From Continuing Investing Activities,0.0,0.0,0.0,0.0,-231150000.0
Net Other Investing Changes,,0.0,0.0,0.0,-231150000.0
Operating Cash Flow,-91250.0,-125180.0,-56108.0,-106655.0,-251244.0
Cash Flow From Continuing Operating Activities,-91250.0,-125180.0,-56108.0,-106655.0,-251244.0
Change In Working Capital,22051.0,-59014.0,176595.0,36162.0,-14893.0
Change In Payables And Accrued Expense,15997.0,-80439.0,155170.0,14970.0,55203.0
Change In Payable,15997.0,,,14970.0,55203.0
Change In Account Payable,15997.0,,,14970.0,55203.0
Change In Prepaid Assets,6054.0,21425.0,21425.0,21192.0,-70096.0
Other Non Cash Items,-2083760.0,-279124.0,-2417266.0,-2431396.0,-1490894.0
Net Income From Continuing Operations,1970459.0,212958.0,2184563.0,2288579.0,1254543.0
