,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,265000000.0,-111900000.0,-107200000.0,-34500000.0,252500000.0,,
Repayment Of Debt,-1135000000.0,-1203500000.0,-1739000000.0,-1487700000.0,-1534700000.0,,
Issuance Of Debt,1043000000.0,1276800000.0,1892500000.0,1510300000.0,1323000000.0,,
Capital Expenditure,-3700000.0,-3000000.0,-3200000.0,-3500000.0,-3600000.0,,
End Cash Position,419800000.0,248000000.0,286900000.0,257600000.0,273600000.0,,
Beginning Cash Position,248000000.0,286900000.0,257600000.0,291600000.0,239800000.0,,
Effect Of Exchange Rate Changes,-1000000.0,1300000.0,-2200000.0,3200000.0,600000.0,,
Changes In Cash,172800000.0,-40200000.0,31500000.0,-37200000.0,33200000.0,,
Financing Cash Flow,-95800000.0,71700000.0,139200000.0,-4300000.0,-220100000.0,,
Cash From Discontinued Financing Activities,0.0,0.0,0.0,-22300000.0,,7900000.0,
Cash Flow From Continuing Financing Activities,-95800000.0,71700000.0,139200000.0,18000000.0,-220100000.0,,
Net Other Financing Charges,-4100000.0,-1700000.0,-14300000.0,-4600000.0,-8400000.0,,
Proceeds From Stock Option Exercised,300000.0,100000.0,,,,400000.0,
Net Issuance Payments Of Debt,-92000000.0,73300000.0,153500000.0,22600000.0,-211700000.0,,
Net Long Term Debt Issuance,-92000000.0,73300000.0,153500000.0,22600000.0,-211700000.0,,
Long Term Debt Payments,-1135000000.0,-1203500000.0,-1739000000.0,-1487700000.0,-1534700000.0,,
Long Term Debt Issuance,1043000000.0,1276800000.0,1892500000.0,1510300000.0,1323000000.0,,
Investing Cash Flow,-100000.0,-3000000.0,-3700000.0,-1900000.0,-2800000.0,,
Cash From Discontinued Investing Activities,0.0,0.0,0.0,-1500000.0,,-4100000.0,
Cash Flow From Continuing Investing Activities,-100000.0,-3000000.0,-3700000.0,-400000.0,-2800000.0,,
Net Other Investing Changes,,,,,700000.0,800000.0,0.0
Dividends Received Cfi,,0.0,100000.0,200000.0,,0.0,0.0
Net Investment Purchase And Sale,,,,,100000.0,1500000.0,
Sale Of Investment,,,,,100000.0,1500000.0,
Net Business Purchase And Sale,3300000.0,0.0,-600000.0,2900000.0,0.0,,
Sale Of Business,3000000.0,0.0,0.0,34000000.0,0.0,,
Purchase Of Business,300000.0,0.0,-600000.0,-31100000.0,0.0,,
Capital Expenditure Reported,-3700000.0,-3000000.0,-3200000.0,-3500000.0,-3600000.0,,
Operating Cash Flow,268700000.0,-108900000.0,-104000000.0,-31000000.0,256100000.0,,
Cash From Discontinued Operating Activities,0.0,-300000.0,0.0,78100000.0,,65400000.0,
Cash Flow From Continuing Operating Activities,268600000.0,-108780000.0,-103820000.0,-109100000.0,256100000.0,,
Change In Working Capital,-184300000.0,-392700000.0,-229700000.0,-270300000.0,-382900000.0,,
Change In Other Working Capital,-36700000.0,26300000.0,45500000.0,15200000.0,-163600000.0,,
Change In Other Current Liabilities,79400000.0,30400000.0,-37200000.0,-26000000.0,47400000.0,,
Change In Other Current Assets,-256300000.0,-345700000.0,-288200000.0,-236900000.0,-163000000.0,,
Change In Payables And Accrued Expense,44600000.0,-31700000.0,-58400000.0,-30000000.0,37800000.0,,
Change In Payable,44600000.0,-31700000.0,-58400000.0,-30000000.0,37800000.0,,
Change In Account Payable,27500000.0,-24600000.0,-55200000.0,-20200000.0,41200000.0,,
Change In Receivables,-15300000.0,-72000000.0,108600000.0,7400000.0,-141500000.0,,
Changes In Account Receivables,-15300000.0,-72000000.0,108600000.0,7400000.0,-102800000.0,,
Other Non Cash Items,8800000.0,52080000.0,-23380000.0,28900000.0,15500000.0,,
Stock Based Compensation,27100000.0,25900000.0,23300000.0,1700000.0,11000000.0,,
Asset Impairment Charge,2300000.0,5000000.0,9800000.0,0.0,300000.0,,
Deferred Tax,2100000.0,300000.0,400000.0,100000.0,-8500000.0,,
Deferred Income Tax,2100000.0,300000.0,400000.0,100000.0,-8500000.0,,
Depreciation Amortization Depletion,347200000.0,240300000.0,223800000.0,228800000.0,593400000.0,,
Depreciation And Amortization,347200000.0,240300000.0,223800000.0,228800000.0,593400000.0,,
Amortization Cash Flow,347700000.0,235900000.0,219400000.0,224400000.0,593700000.0,,
Amortization Of Intangibles,347700000.0,235900000.0,219400000.0,224400000.0,593700000.0,,
Depreciation,-500000.0,4400000.0,4400000.0,4400000.0,-300000.0,,
Operating Gains Losses,-6600000.0,5100000.0,3100000.0,-6600000.0,4200000.0,,
Earnings Losses From Equity Investments,-4900000.0,5100000.0,1900000.0,1200000.0,4200000.0,,
Gain Loss On Investment Securities,-1700000.0,0.0,0.0,-8800000.0,,,
Net Income From Continuing Operations,72100000.0,-44580000.0,-111320000.0,-91700000.0,23100000.0,,
