,2026-03-31,2025-09-30,2025-06-30
Free Cash Flow,68700000.0,-31300000.0,58500000.0
Repayment Of Debt,-107000000.0,-209300000.0,-570300000.0
Issuance Of Debt,104100000.0,225300000.0,469100000.0
Capital Expenditure,-4500000.0,-5200000.0,-6900000.0
End Cash Position,102100000.0,37000000.0,51600000.0
Beginning Cash Position,35700000.0,51600000.0,17800000.0
Changes In Cash,66400000.0,-14600000.0,33800000.0
Financing Cash Flow,-2900000.0,16000000.0,-106800000.0
Cash From Discontinued Financing Activities,,0.0,0.0
Cash Flow From Continuing Financing Activities,-2900000.0,16000000.0,-106800000.0
Proceeds From Stock Option Exercised,0.0,0.0,-5600000.0
Net Issuance Payments Of Debt,-2900000.0,16000000.0,-101200000.0
Net Short Term Debt Issuance,-2900000.0,16000000.0,-3100000.0
Short Term Debt Payments,-107000000.0,-106300000.0,-180400000.0
Short Term Debt Issuance,104100000.0,122300000.0,177300000.0
Net Long Term Debt Issuance,0.0,0.0,-98100000.0
Long Term Debt Payments,0.0,-103000000.0,-389900000.0
Long Term Debt Issuance,0.0,103000000.0,291800000.0
Investing Cash Flow,-3900000.0,-4500000.0,75200000.0
Cash Flow From Continuing Investing Activities,-3900000.0,-4500000.0,75200000.0
Net Other Investing Changes,600000.0,700000.0,82100000.0
Capital Expenditure Reported,-4500000.0,-5200000.0,-6900000.0
Operating Cash Flow,73200000.0,-26100000.0,65400000.0
Cash From Discontinued Operating Activities,,0.0,0.0
Cash Flow From Continuing Operating Activities,73200000.0,-26100000.0,65400000.0
Change In Working Capital,-103200000.0,-92700000.0,47200000.0
Change In Other Working Capital,1300000.0,1700000.0,1400000.0
Change In Other Current Liabilities,-1200000.0,0.0,0.0
Change In Other Current Assets,-110800000.0,5300000.0,700000.0
Change In Payables And Accrued Expense,5700000.0,-89200000.0,17700000.0
Change In Payable,5700000.0,-89200000.0,17700000.0
Change In Account Payable,5700000.0,-22400000.0,5800000.0
Change In Receivables,1800000.0,-10500000.0,27400000.0
Changes In Account Receivables,1800000.0,-10500000.0,27400000.0
Other Non Cash Items,1100000.0,-91700000.0,-159300000.0
Stock Based Compensation,3200000.0,3900000.0,7400000.0
Asset Impairment Charge,128100000.0,0.0,-300000.0
Deferred Tax,0.0,0.0,0.0
Deferred Income Tax,0.0,0.0,0.0
Depreciation Amortization Depletion,208900000.0,207000000.0,212900000.0
Depreciation And Amortization,208900000.0,207000000.0,212900000.0
Amortization Cash Flow,140400000.0,159100000.0,164200000.0
Amortization Of Intangibles,140400000.0,159100000.0,164200000.0
Depreciation,68500000.0,47900000.0,48700000.0
Net Income From Continuing Operations,-164900000.0,-52600000.0,-42500000.0
