,2026-03-31,2025-03-31
Free Cash Flow,-1799602.0,-720777.0
Repayment Of Debt,-97854.0,-61835.0
Issuance Of Debt,1351675.0,945000.0
Interest Paid Supplemental Data,96830.0,1245542.0
Income Tax Paid Supplemental Data,15739.0,26408.0
Financing Cash Flow,1705119.0,-22016.0
Cash Flow From Continuing Financing Activities,1705119.0,-22016.0
Net Other Financing Charges,-37315.0,-106970.0
Proceeds From Stock Option Exercised,837486.0,51783.0
Net Issuance Payments Of Debt,904948.0,33171.0
Net Short Term Debt Issuance,-348873.0,-849994.0
Net Long Term Debt Issuance,1253821.0,883165.0
Long Term Debt Payments,-97854.0,-61835.0
Long Term Debt Issuance,1351675.0,945000.0
Investing Cash Flow,261327.0,574227.0
Cash Flow From Continuing Investing Activities,261327.0,574227.0
Net Other Investing Changes,,117345.0
Net Investment Purchase And Sale,261327.0,456882.0
Sale Of Investment,300000.0,500000.0
Purchase Of Investment,-38673.0,-43118.0
Operating Cash Flow,-1799602.0,-720777.0
Cash Flow From Continuing Operating Activities,-1799602.0,-720777.0
Change In Working Capital,46496.0,2354001.0
Change In Other Working Capital,-84040.0,-2122.0
Change In Payables And Accrued Expense,1924056.0,1366759.0
Change In Accrued Expense,592704.0,1767955.0
Change In Interest Payable,16348.0,1986281.0
Change In Payable,1331352.0,-401196.0
Change In Account Payable,1331352.0,-401196.0
Change In Prepaid Assets,-177867.0,-121239.0
Change In Inventory,-807742.0,1032963.0
Change In Receivables,-807911.0,77640.0
Changes In Account Receivables,-807911.0,77640.0
Other Non Cash Items,908834.0,220911.0
Stock Based Compensation,220932.0,44548.0
Provisionand Write Offof Assets,17864.0,-44413.0
Asset Impairment Charge,-148985.0,-6615.0
Depreciation Amortization Depletion,137220.0,150269.0
Depreciation And Amortization,137220.0,150269.0
Operating Gains Losses,59642.0,280143.0
Gain Loss On Investment Securities,59642.0,280143.0
Net Income From Continuing Operations,-3041605.0,-3719621.0
