,2024-12-31
Free Cash Flow,-8739466.0
Issuance Of Capital Stock,762.0
End Cash Position,36436938.0
Beginning Cash Position,46431000.0
Effect Of Exchange Rate Changes,882798.0
Changes In Cash,-10876900.0
Financing Cash Flow,-2140026.0
Cash Flow From Continuing Financing Activities,-2140026.0
Net Other Financing Charges,-240788.0
Net Common Stock Issuance,762.0
Common Stock Issuance,762.0
Investing Cash Flow,2592.0
Cash Flow From Continuing Investing Activities,2592.0
Net Intangibles Purchase And Sale,2592.0
Sale Of Intangibles,2592.0
Cash Flowsfromusedin Operating Activities Direct,-8739466.0
Interest Received Direct,254616.0
Classesof Cash Payments,-9038082.0
Paymentsto Suppliersfor Goodsand Services,-12443082.0
