,2026-03-31,2025-03-31
Free Cash Flow,132000.0,-22697000.0
Repayment Of Debt,0.0,-700000000.0
Issuance Of Debt,0.0,550000000.0
Interest Paid Supplemental Data,60627000.0,57936000.0
Income Tax Paid Supplemental Data,47000.0,117000.0
End Cash Position,866136000.0,1201524000.0
Beginning Cash Position,648715000.0,1179982000.0
Changes In Cash,217421000.0,21542000.0
Financing Cash Flow,359993000.0,42527000.0
Cash Flow From Continuing Financing Activities,359993000.0,42527000.0
Proceeds From Stock Option Exercised,-300000.0,-122000.0
Net Issuance Payments Of Debt,0.0,-150000000.0
Net Long Term Debt Issuance,0.0,-150000000.0
Long Term Debt Payments,0.0,-700000000.0
Long Term Debt Issuance,0.0,550000000.0
Investing Cash Flow,-142704000.0,1712000.0
Cash Flow From Continuing Investing Activities,-142704000.0,1712000.0
Net Other Investing Changes,-3461000.0,5085000.0
Net Investment Purchase And Sale,13273000.0,172363000.0
Sale Of Investment,189399000.0,1202220000.0
Purchase Of Investment,-176126000.0,-1029857000.0
Net PPE Purchase And Sale,810000.0,0.0
Sale Of PPE,810000.0,0.0
Operating Cash Flow,132000.0,-22697000.0
Cash Flow From Continuing Operating Activities,132000.0,-22697000.0
Change In Working Capital,7575000.0,-33199000.0
Change In Other Current Liabilities,-24896000.0,-15090000.0
Change In Other Current Assets,22685000.0,-13688000.0
Change In Receivables,9786000.0,-4421000.0
Changes In Account Receivables,9786000.0,-4421000.0
Other Non Cash Items,490000.0,-2728000.0
Stock Based Compensation,2824000.0,2081000.0
Amortization Of Securities,-1273000.0,-7688000.0
Deferred Tax,2236000.0,0.0
Deferred Income Tax,2236000.0,0.0
Depreciation Amortization Depletion,2162000.0,2089000.0
Depreciation And Amortization,2162000.0,2089000.0
Operating Gains Losses,-28987000.0,-2838000.0
Net Income From Continuing Operations,11632000.0,11127000.0
