,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,-2741000.0,20668000.0,-12157000.0,51050000.0
Repurchase Of Capital Stock,-95000.0,-17000.0,-83000.0,-358000.0
Repayment Of Debt,-392545000.0,-2965000.0,-2574000.0,-27425000.0
Issuance Of Debt,64000000.0,350000000.0,0.0,25000000.0
Issuance Of Capital Stock,310915000.0,,0.0,
Capital Expenditure,-31594000.0,-25058000.0,-15867000.0,-18079000.0
Interest Paid Supplemental Data,3570000.0,2752000.0,441000.0,559000.0
End Cash Position,37910000.0,62614000.0,65280000.0,80558000.0
Beginning Cash Position,62614000.0,132747000.0,80558000.0,32816000.0
Changes In Cash,-24704000.0,-70133000.0,-15278000.0,47742000.0
Financing Cash Flow,-21963000.0,-90801000.0,-3121000.0,-3308000.0
Cash Flow From Continuing Financing Activities,-21963000.0,-90801000.0,-3121000.0,-3308000.0
Net Other Financing Charges,-5232000.0,-12212000.0,,
Proceeds From Stock Option Exercised,994000.0,286000.0,-464000.0,-525000.0
Net Common Stock Issuance,310820000.0,-17000.0,-83000.0,-358000.0
Common Stock Payments,-95000.0,-17000.0,-83000.0,-358000.0
Common Stock Issuance,310915000.0,,0.0,
Net Issuance Payments Of Debt,-328545000.0,347035000.0,-2574000.0,-2425000.0
Net Long Term Debt Issuance,-328545000.0,347035000.0,-2574000.0,-2425000.0
Long Term Debt Payments,-392545000.0,-2965000.0,-2574000.0,-27425000.0
Long Term Debt Issuance,64000000.0,350000000.0,0.0,25000000.0
Investing Cash Flow,-31594000.0,-25058000.0,-15867000.0,-18079000.0
Cash Flow From Continuing Investing Activities,-31594000.0,-25058000.0,-15867000.0,-18079000.0
Net PPE Purchase And Sale,-31594000.0,-25058000.0,-15867000.0,-18079000.0
Purchase Of PPE,-31594000.0,-25058000.0,-15867000.0,-18079000.0
Operating Cash Flow,28853000.0,45726000.0,3710000.0,69129000.0
Cash Flow From Continuing Operating Activities,28853000.0,45726000.0,3710000.0,69129000.0
Change In Working Capital,-27069000.0,-39631000.0,-46005000.0,-2350000.0
Change In Other Working Capital,11679000.0,-8347000.0,6336000.0,-2166000.0
Change In Other Current Liabilities,-15519000.0,-19578000.0,-12149000.0,-19215000.0
Change In Other Current Assets,-3867000.0,-4725000.0,43000.0,170000.0
Change In Payables And Accrued Expense,-27529000.0,-9583000.0,-25477000.0,37242000.0
Change In Accrued Expense,-19873000.0,7457000.0,-10045000.0,1200000.0
Change In Payable,-7656000.0,-17040000.0,-15432000.0,36042000.0
Change In Account Payable,-7656000.0,-17040000.0,-15432000.0,36042000.0
Change In Prepaid Assets,247000.0,10918000.0,3293000.0,6304000.0
Change In Inventory,13444000.0,-9008000.0,-15747000.0,-18224000.0
Change In Receivables,-5524000.0,692000.0,-2304000.0,-6461000.0
Changes In Account Receivables,-5524000.0,692000.0,-2304000.0,-6461000.0
Other Non Cash Items,31850000.0,21050000.0,19083000.0,18690000.0
Stock Based Compensation,715000.0,718000.0,891000.0,854000.0
Provisionand Write Offof Assets,0.0,62000.0,247000.0,322000.0
Deferred Tax,2225000.0,3500000.0,-430000.0,-5588000.0
Deferred Income Tax,2225000.0,3500000.0,-430000.0,-5588000.0
Depreciation Amortization Depletion,18615000.0,19021000.0,16758000.0,16512000.0
Depreciation And Amortization,18615000.0,19021000.0,16758000.0,16512000.0
Operating Gains Losses,,,21000.0,
Gain Loss On Sale Of PPE,0.0,,21000.0,
Net Income From Continuing Operations,2517000.0,41027000.0,13145000.0,38621000.0
