,2026-03-31,2025-03-31
Free Cash Flow,-5336467.0,-1553747.0
Issuance Of Debt,0.0,2075000.0
Issuance Of Capital Stock,7750000.0,0.0
Capital Expenditure,-365324.0,
Interest Paid Supplemental Data,0.0,0.0
Income Tax Paid Supplemental Data,0.0,0.0
End Cash Position,10002477.0,565869.0
Beginning Cash Position,7176615.0,63741.0
Changes In Cash,2825862.0,502128.0
Financing Cash Flow,8162329.0,2055875.0
Cash Flow From Continuing Financing Activities,8162329.0,2055875.0
Net Other Financing Charges,412329.0,-19125.0
Net Common Stock Issuance,7750000.0,0.0
Common Stock Issuance,7750000.0,0.0
Net Issuance Payments Of Debt,0.0,2075000.0
Net Short Term Debt Issuance,0.0,2075000.0
Short Term Debt Issuance,0.0,2075000.0
Investing Cash Flow,-365324.0,0.0
Cash Flow From Continuing Investing Activities,-365324.0,0.0
Net PPE Purchase And Sale,-365324.0,0.0
Purchase Of PPE,-365324.0,0.0
Operating Cash Flow,-4971143.0,-1553747.0
Cash Flow From Continuing Operating Activities,-4971142.0,-1553747.0
Change In Working Capital,-47559.0,-464888.0
Change In Other Current Liabilities,0.0,22101.0
Change In Other Current Assets,225413.0,0.0
Change In Payables And Accrued Expense,476975.0,-459216.0
Change In Accrued Expense,75929.0,-431079.0
Change In Payable,401046.0,-28137.0
Change In Account Payable,106505.0,2863.0
Change In Prepaid Assets,-749947.0,-27773.0
Other Non Cash Items,-533386.0,545882.0
Stock Based Compensation,5107399.0,495500.0
Asset Impairment Charge,2045253.0,0.0
Operating Gains Losses,2314353.0,-13515.0
Gain Loss On Investment Securities,2314353.0,-13515.0
Net Income From Continuing Operations,-13857203.0,-2116726.0
