,2026-03-31,2025-06-30,2025-03-31
Free Cash Flow,-46296000.0,-55456000.0,4256000.0
Repayment Of Debt,-14073000.0,-1448000.0,-303000.0
Issuance Of Debt,10000000.0,10000000.0,0.0
Capital Expenditure,-704000.0,-584000.0,-664000.0
End Cash Position,57901000.0,59906000.0,103575000.0
Beginning Cash Position,108648000.0,103575000.0,99742000.0
Effect Of Exchange Rate Changes,-360000.0,557000.0,-76000.0
Changes In Cash,-50387000.0,-44226000.0,3909000.0
Financing Cash Flow,-4091000.0,8507000.0,-347000.0
Cash Flow From Continuing Financing Activities,-4091000.0,8507000.0,-347000.0
Net Other Financing Charges,-18000.0,-45000.0,-44000.0
Net Issuance Payments Of Debt,-4073000.0,8552000.0,-303000.0
Net Short Term Debt Issuance,-4073000.0,8552000.0,-303000.0
Short Term Debt Payments,-14073000.0,-1448000.0,-303000.0
Short Term Debt Issuance,10000000.0,10000000.0,0.0
Investing Cash Flow,-704000.0,2139000.0,-664000.0
Cash Flow From Continuing Investing Activities,-704000.0,2139000.0,-664000.0
Net PPE Purchase And Sale,-704000.0,2139000.0,-664000.0
Purchase Of PPE,-704000.0,-584000.0,-664000.0
Operating Cash Flow,-45592000.0,-54872000.0,4920000.0
Cash Flow From Continuing Operating Activities,-45592000.0,-54872000.0,4920000.0
Change In Working Capital,-55625000.0,-61991000.0,-645000.0
Change In Other Working Capital,-3932000.0,-1699000.0,-1783000.0
Change In Other Current Assets,5725000.0,4364000.0,2169000.0
Change In Payables And Accrued Expense,-92864000.0,-45590000.0,-3113000.0
Change In Accrued Expense,-19658000.0,-17080000.0,-1019000.0
Change In Payable,-73206000.0,-28510000.0,-2094000.0
Change In Account Payable,-73206000.0,-28510000.0,-2094000.0
Change In Prepaid Assets,9303000.0,3405000.0,-598000.0
Change In Inventory,-4986000.0,-32247000.0,-22921000.0
Change In Receivables,31129000.0,9776000.0,25601000.0
Changes In Account Receivables,31129000.0,9776000.0,25601000.0
Stock Based Compensation,66000.0,5765000.0,5865000.0
Provisionand Write Offof Assets,788000.0,1557000.0,-176000.0
Deferred Tax,-4000.0,0.0,0.0
Deferred Income Tax,-4000.0,0.0,0.0
Depreciation Amortization Depletion,1366000.0,2073000.0,2352000.0
Depreciation And Amortization,1366000.0,2073000.0,2352000.0
Operating Gains Losses,12000.0,-578000.0,7000.0
Gain Loss On Sale Of PPE,12000.0,-650000.0,7000.0
Net Income From Continuing Operations,7805000.0,-1698000.0,-2483000.0
