,2025-06-30,2025-03-31
Free Cash Flow,-582572.0,-431741.0
Repayment Of Debt,-88445.0,-44989.0
Issuance Of Capital Stock,0.0,1267385.0
Capital Expenditure,-215154.0,-282832.0
End Cash Position,594671.0,1286175.0
Beginning Cash Position,1286175.0,568286.0
Effect Of Exchange Rate Changes,-20487.0,-12205.0
Changes In Cash,-671017.0,730094.0
Financing Cash Flow,-88445.0,1161835.0
Cash Flow From Continuing Financing Activities,-88445.0,1161835.0
Net Other Financing Charges,0.0,-60561.0
Net Common Stock Issuance,0.0,1267385.0
Common Stock Issuance,0.0,1267385.0
Net Issuance Payments Of Debt,-88445.0,-44989.0
Net Short Term Debt Issuance,,-12500.0
Short Term Debt Payments,,-12500.0
Net Long Term Debt Issuance,-110945.0,-32489.0
Long Term Debt Payments,-110945.0,-32489.0
Investing Cash Flow,-215154.0,-282832.0
Cash Flow From Continuing Investing Activities,-215154.0,-282832.0
Net Intangibles Purchase And Sale,416500.0,-24146.0
Purchase Of Intangibles,416500.0,-24146.0
Capital Expenditure Reported,-631654.0,-258686.0
Cash Flowsfromusedin Operating Activities Direct,-367418.0,-148909.0
Taxes Refund Paid Direct,-302404.0,806495.0
Interest Paid Direct,121745.0,-142823.0
Classesof Cash Payments,-865092.0,-1483172.0
Paymentsto Suppliersfor Goodsand Services,-865092.0,-1483172.0
Classesof Cash Receiptsfrom Operating Activities,375929.0,1477086.0
Receiptsfrom Customers,678333.0,670591.0
