,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-6512000.0,294000.0,-5063000.0,-5833000.0,-8200000.0,
Repayment Of Debt,0.0,-9472000.0,-3750000.0,-3750000.0,-3750000.0,
Issuance Of Capital Stock,,49788000.0,,,,9379000.0
Capital Expenditure,-15000.0,,,-37000.0,-51000.0,-31000.0
End Cash Position,9844000.0,18818000.0,4644000.0,10716000.0,10611000.0,
Beginning Cash Position,18818000.0,4644000.0,10716000.0,10611000.0,4262000.0,
Changes In Cash,-8974000.0,14174000.0,-6072000.0,105000.0,6349000.0,
Financing Cash Flow,-27000.0,44852000.0,-1009000.0,188000.0,-3731000.0,
Cash Flow From Continuing Financing Activities,-27000.0,44852000.0,-1009000.0,188000.0,-3731000.0,
Net Other Financing Charges,-32000.0,-21000.0,-7000.0,-8000.0,-23000.0,
Proceeds From Stock Option Exercised,5000.0,4557000.0,-63000.0,3946000.0,42000.0,
Net Common Stock Issuance,,49788000.0,,,,9379000.0
Common Stock Issuance,,49788000.0,,,,9379000.0
Net Issuance Payments Of Debt,0.0,-9472000.0,-3750000.0,-3750000.0,-3750000.0,
Net Long Term Debt Issuance,0.0,-9472000.0,-3750000.0,-3750000.0,-3750000.0,
Long Term Debt Payments,0.0,-9472000.0,-3750000.0,-3750000.0,-3750000.0,
Investing Cash Flow,-2450000.0,-30972000.0,0.0,5713000.0,18229000.0,
Cash Flow From Continuing Investing Activities,-2450000.0,-30972000.0,0.0,5713000.0,18229000.0,
Net Investment Purchase And Sale,-2435000.0,-30972000.0,0.0,5750000.0,18280000.0,
Sale Of Investment,21000000.0,0.0,0.0,5750000.0,21000000.0,
Purchase Of Investment,-23435000.0,-30972000.0,0.0,0.0,-2720000.0,
Net PPE Purchase And Sale,-15000.0,0.0,0.0,-37000.0,-51000.0,
Purchase Of PPE,-15000.0,0.0,0.0,-37000.0,-51000.0,
Operating Cash Flow,-6497000.0,294000.0,-5063000.0,-5796000.0,-8149000.0,
Cash Flow From Continuing Operating Activities,-6497000.0,294000.0,-5063000.0,-5796000.0,-8149000.0,
Change In Working Capital,-960000.0,5974000.0,-260000.0,1216000.0,28000.0,
Change In Other Working Capital,-1708000.0,,,,,
Change In Other Current Liabilities,-477000.0,-483000.0,-472000.0,-476000.0,-478000.0,
Change In Payables And Accrued Expense,1312000.0,1018000.0,119000.0,666000.0,331000.0,
Change In Accrued Expense,763000.0,3176000.0,-550000.0,388000.0,170000.0,
Change In Payable,549000.0,-2158000.0,669000.0,278000.0,161000.0,
Change In Account Payable,549000.0,-2158000.0,669000.0,278000.0,161000.0,
Change In Prepaid Assets,-87000.0,-1058000.0,46000.0,473000.0,347000.0,
Change In Receivables,0.0,-2042000.0,0.0,600000.0,-172000.0,
Changes In Account Receivables,0.0,,,1028000.0,-600000.0,
Other Non Cash Items,477000.0,499000.0,393000.0,688000.0,535000.0,
Stock Based Compensation,2084000.0,2238000.0,2343000.0,3292000.0,3925000.0,
Amortization Of Securities,-244000.0,-120000.0,0.0,-8000.0,-150000.0,
Depreciation Amortization Depletion,161000.0,186000.0,223000.0,240000.0,251000.0,
Depreciation And Amortization,161000.0,186000.0,223000.0,240000.0,251000.0,
Operating Gains Losses,,591000.0,,,,0.0
Gain Loss On Investment Securities,,15000.0,,,,
Gain Loss On Sale Of PPE,,0.0,,,,0.0
Net Income From Continuing Operations,-8015000.0,-9074000.0,-7914000.0,-11224000.0,-12738000.0,
