,2026-03-31,2025-12-31
Free Cash Flow,-43141.0,0.0
Repayment Of Debt,-216443.0,
Issuance Of Debt,5005.0,
Issuance Of Capital Stock,101504225.0,25000.0
End Cash Position,1027530.0,25000.0
Beginning Cash Position,25000.0,0.0
Changes In Cash,1002530.0,25000.0
Financing Cash Flow,101045671.0,25000.0
Cash Flow From Continuing Financing Activities,101045671.0,25000.0
Net Other Financing Charges,-247116.0,
Net Common Stock Issuance,101504225.0,25000.0
Common Stock Issuance,101504225.0,25000.0
Net Issuance Payments Of Debt,-211438.0,
Net Long Term Debt Issuance,-211438.0,
Long Term Debt Payments,-216443.0,
Long Term Debt Issuance,5005.0,
Investing Cash Flow,-100000000.0,
Cash Flow From Continuing Investing Activities,-100000000.0,
Net Other Investing Changes,-100000000.0,
Operating Cash Flow,-43141.0,0.0
Cash Flow From Continuing Operating Activities,-43141.0,0.0
Change In Working Capital,38291.0,14500.0
Change In Payables And Accrued Expense,54699.0,14500.0
Change In Accrued Expense,54699.0,14500.0
Change In Prepaid Assets,-16408.0,
Other Non Cash Items,-62433.0,33196.0
Operating Gains Losses,-31000.0,
Gain Loss On Investment Securities,-31000.0,
Net Income From Continuing Operations,12001.0,-47696.0
