,2025-03-31,2024-12-31
Free Cash Flow,-1174186188000.0,-1417813090000.0
Repayment Of Debt,-479503354000.0,-366989724000.0
Issuance Of Debt,539439687000.0,1273519587000.0
Issuance Of Capital Stock,104028765000.0,
Capital Expenditure,-100641385000.0,-80013497000.0
End Cash Position,6753314347000.0,7406415563000.0
Other Cash Adjustment Outside Changein Cash,-510143579000.0,-1947964492000.0
Beginning Cash Position,8041079777000.0,7622467334000.0
Effect Of Exchange Rate Changes,204187919000.0,685854386000.0
Changes In Cash,-981809770000.0,517082634000.0
Financing Cash Flow,163965098000.0,859852259000.0
Cash Flow From Continuing Financing Activities,163965098000.0,859852259000.0
Cash Dividends Paid,,-45698347000.0
Common Stock Dividend Paid,,-45698347000.0
Net Common Stock Issuance,104028765000.0,
Common Stock Issuance,104028765000.0,
Net Issuance Payments Of Debt,59936333000.0,906529863000.0
Net Long Term Debt Issuance,59936333000.0,362460924000.0
Long Term Debt Payments,-479503354000.0,-911058663000.0
Long Term Debt Issuance,539439687000.0,1273519587000.0
Investing Cash Flow,-72230065000.0,995029968000.0
Cash Flow From Continuing Investing Activities,-72230065000.0,995029968000.0
Dividends Received Cfi,1704145000.0,353753000.0
Net Business Purchase And Sale,,1068632062000.0
Purchase Of Business,,-3281546000.0
Net PPE Purchase And Sale,-73934210000.0,-73955847000.0
Sale Of PPE,26707175000.0,6057650000.0
Purchase Of PPE,-100641385000.0,-80013497000.0
Operating Cash Flow,-1073544803000.0,-1337799593000.0
Cash Flow From Continuing Operating Activities,-1073544803000.0,-1337799593000.0
Taxes Refund Paid,-151345966000.0,-213636289000.0
Change In Working Capital,-1318510519000.0,-6403200592000.0
Change In Other Working Capital,1373297091000.0,-4446666722000.0
Change In Other Current Liabilities,-158006299000.0,734062391000.0
Change In Other Current Assets,-7719367000.0,-201776254000.0
Other Non Cash Items,-97488524000.0,5156164005000.0
Depreciation Amortization Depletion,62026531000.0,73898154000.0
Depreciation And Amortization,62026531000.0,73898154000.0
Amortization Cash Flow,25212411000.0,39846526000.0
Amortization Of Intangibles,25212411000.0,39846526000.0
Depreciation,36814120000.0,34051628000.0
Operating Gains Losses,-204187919000.0,-1102181381000.0
Net Foreign Currency Exchange Gain Loss,-204187919000.0,-1102181381000.0
Net Income From Continuing Operations,235213023000.0,747074617000.0
