,2026-03-31,2025-03-31
Free Cash Flow,-362000000.0,176000000.0
Issuance Of Debt,15843000000.0,0.0
Capital Expenditure,-137000000.0,-101000000.0
End Cash Position,989000000.0,437000000.0
Beginning Cash Position,213000000.0,244000000.0
Effect Of Exchange Rate Changes,-4000000.0,7000000.0
Changes In Cash,780000000.0,186000000.0
Financing Cash Flow,1147000000.0,17000000.0
Cash Flow From Continuing Financing Activities,1147000000.0,17000000.0
Net Other Financing Charges,-14696000000.0,17000000.0
Net Issuance Payments Of Debt,15843000000.0,0.0
Net Long Term Debt Issuance,15843000000.0,0.0
Long Term Debt Issuance,15843000000.0,0.0
Investing Cash Flow,-142000000.0,-108000000.0
Cash Flow From Continuing Investing Activities,-142000000.0,-108000000.0
Net Other Investing Changes,-7000000.0,-6000000.0
Net Investment Purchase And Sale,2000000.0,-1000000.0
Sale Of Investment,2000000.0,0.0
Purchase Of Investment,0.0,-1000000.0
Capital Expenditure Reported,-137000000.0,-101000000.0
Operating Cash Flow,-225000000.0,277000000.0
Cash Flow From Continuing Operating Activities,-225000000.0,277000000.0
Change In Working Capital,-1019000000.0,-590000000.0
Change In Other Working Capital,-6000000.0,-34000000.0
Change In Other Current Liabilities,-493000000.0,-79000000.0
Change In Other Current Assets,5000000.0,30000000.0
Change In Payables And Accrued Expense,-247000000.0,-183000000.0
Change In Payable,-247000000.0,-183000000.0
Change In Account Payable,-247000000.0,-183000000.0
Change In Inventory,-134000000.0,-109000000.0
Change In Receivables,-144000000.0,-215000000.0
Changes In Account Receivables,-54000000.0,-223000000.0
Other Non Cash Items,-13000000.0,16000000.0
Stock Based Compensation,25000000.0,24000000.0
Deferred Tax,29000000.0,-61000000.0
Deferred Income Tax,29000000.0,-61000000.0
Depreciation Amortization Depletion,111000000.0,102000000.0
Depreciation And Amortization,111000000.0,102000000.0
Amortization Cash Flow,43000000.0,38000000.0
Amortization Of Intangibles,43000000.0,38000000.0
Depreciation,68000000.0,64000000.0
Net Income From Continuing Operations,642000000.0,786000000.0
