,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-6685000.0,39351000.0,-45495000.0,5658000.0
Repayment Of Debt,-175482000.0,19028000.0,-22806000.0,-1123000.0
Issuance Of Debt,167936000.0,-57709000.0,61116000.0,129000.0
Capital Expenditure,-1640000.0,-360000.0,-1776000.0,-269000.0
Interest Paid Supplemental Data,14705000.0,-2485000.0,4356000.0,1560000.0
Income Tax Paid Supplemental Data,1261000.0,796000.0,1219000.0,143000.0
End Cash Position,53103000.0,6205000.0,56936000.0,12106000.0
Beginning Cash Position,68666000.0,56936000.0,64067000.0,7960000.0
Effect Of Exchange Rate Changes,-509000.0,506000.0,108000.0,275000.0
Changes In Cash,-15054000.0,724000.0,-7239000.0,3871000.0
Financing Cash Flow,-8453000.0,-38624000.0,38253000.0,-1787000.0
Cash Flow From Continuing Financing Activities,-8453000.0,-38624000.0,38253000.0,-1787000.0
Net Other Financing Charges,-907000.0,,-57000.0,-793000.0
Net Issuance Payments Of Debt,-7546000.0,-38681000.0,38310000.0,-994000.0
Net Long Term Debt Issuance,-7546000.0,-38681000.0,38310000.0,-994000.0
Long Term Debt Payments,-175482000.0,19028000.0,-22806000.0,-1123000.0
Long Term Debt Issuance,167936000.0,-57709000.0,61116000.0,129000.0
Investing Cash Flow,-1556000.0,-363000.0,-1773000.0,-269000.0
Cash Flow From Continuing Investing Activities,-1556000.0,-363000.0,-1773000.0,-269000.0
Net Other Investing Changes,84000.0,,3000.0,
Net Intangibles Purchase And Sale,-552000.0,248000.0,-506000.0,-130000.0
Purchase Of Intangibles,-552000.0,248000.0,-506000.0,-130000.0
Net PPE Purchase And Sale,-1088000.0,-608000.0,-1270000.0,-139000.0
Purchase Of PPE,-1088000.0,-608000.0,-1270000.0,-139000.0
Operating Cash Flow,-5045000.0,39711000.0,-43719000.0,5927000.0
Cash Flow From Continuing Operating Activities,-5045000.0,39711000.0,-43719000.0,5927000.0
Change In Working Capital,7911000.0,-2073000.0,4367000.0,6020000.0
Change In Other Working Capital,-767000.0,-715000.0,-252000.0,290000.0
Change In Payables And Accrued Expense,9148000.0,-15086000.0,29181000.0,-1326000.0
Change In Accrued Expense,,3031000.0,6151000.0,-3420000.0
Change In Payable,,4803000.0,110000.0,2094000.0
Change In Account Payable,,1512000.0,377000.0,2190000.0
Change In Prepaid Assets,-1109000.0,-2744000.0,1817000.0,3152000.0
Change In Inventory,,130000.0,285000.0,77000.0
Change In Receivables,639000.0,16057000.0,-26379000.0,3827000.0
Changes In Account Receivables,639000.0,16057000.0,-26379000.0,3827000.0
Other Non Cash Items,3006000.0,18050000.0,-17832000.0,
Stock Based Compensation,484000.0,3906000.0,105000.0,726000.0
Provisionand Write Offof Assets,-611000.0,-748000.0,488000.0,-233000.0
Asset Impairment Charge,,,,0.0
Deferred Tax,-4182000.0,273000.0,375000.0,514000.0
Deferred Income Tax,-4182000.0,273000.0,375000.0,514000.0
Depreciation Amortization Depletion,14849000.0,72148000.0,-70848000.0,896000.0
Depreciation And Amortization,14849000.0,72148000.0,-70848000.0,896000.0
Amortization Cash Flow,0.0,81638000.0,-81383000.0,196000.0
Amortization Of Intangibles,0.0,81638000.0,-81383000.0,196000.0
Depreciation,14849000.0,-9490000.0,10535000.0,700000.0
Operating Gains Losses,260000.0,-983000.0,3000.0,454000.0
Gain Loss On Investment Securities,-2000.0,0.0,2000.0,2000.0
Net Foreign Currency Exchange Gain Loss,37000.0,-985000.0,3000.0,452000.0
Net Income From Continuing Operations,-26762000.0,-50862000.0,39623000.0,-2666000.0
