,2026-03-31,2025-12-31
Free Cash Flow,1353924.0,-122819.0
Repayment Of Debt,-150000.0,
Issuance Of Capital Stock,228705153.0,10000.0
Interest Paid Supplemental Data,0.0,0.0
End Cash Position,897989.0,37181.0
Beginning Cash Position,37181.0,0.0
Changes In Cash,860808.0,37181.0
Financing Cash Flow,228555153.0,160000.0
Cash Flow From Continuing Financing Activities,228555153.0,160000.0
Net Common Stock Issuance,228705153.0,10000.0
Common Stock Issuance,228705153.0,10000.0
Net Issuance Payments Of Debt,-150000.0,150000.0
Net Short Term Debt Issuance,,150000.0
Net Long Term Debt Issuance,-150000.0,
Long Term Debt Payments,-150000.0,
Investing Cash Flow,-229048269.0,
Cash Flow From Continuing Investing Activities,-229048269.0,
Net Investment Purchase And Sale,-229048269.0,
Purchase Of Investment,-229048269.0,
Operating Cash Flow,1353924.0,-122819.0
Cash Flow From Continuing Operating Activities,1353924.0,-122819.0
Change In Working Capital,-44470.0,25000.0
Change In Other Working Capital,101763.0,
Change In Payables And Accrued Expense,11702.0,25000.0
Change In Payable,11702.0,25000.0
Change In Account Payable,11702.0,25000.0
Change In Prepaid Assets,-157935.0,
Other Non Cash Items,,-126763.0
Net Income From Continuing Operations,1398394.0,-21056.0
