,2026-03-31
Free Cash Flow,-899.0
End Cash Position,15318.0
Beginning Cash Position,16217.0
Changes In Cash,-899.0
Operating Cash Flow,-899.0
Cash Flow From Continuing Operating Activities,-899.0
Change In Working Capital,104105.0
Change In Prepaid Assets,104105.0
Other Non Cash Items,1076.0
Net Income From Continuing Operations,-106080.0
