,2024-12-31,2024-09-30
Free Cash Flow,-38452000.0,-33218000.0
End Cash Position,203587000.0,242647000.0
Beginning Cash Position,242647000.0,276319000.0
Effect Of Exchange Rate Changes,55000.0,-12000.0
Changes In Cash,-39115000.0,-33660000.0
Financing Cash Flow,-663000.0,-442000.0
Investing Cash Flow,0.0,-117000.0
Net PPE Purchase And Sale,0.0,-117000.0
Purchase Of PPE,0.0,
Operating Cash Flow,-38452000.0,-33101000.0
Interest Received Cfo,1912000.0,4293000.0
Change In Working Capital,8445000.0,3256000.0
Change In Other Current Assets,0.0,0.0
Change In Payable,3841000.0,5205000.0
Change In Prepaid Assets,4604000.0,-1949000.0
Other Non Cash Items,-1184000.0,-1358000.0
Stock Based Compensation,4369000.0,5875000.0
Depreciation And Amortization,753000.0,857000.0
Amortization Cash Flow,15000.0,98000.0
Depreciation,738000.0,759000.0
Gain Loss On Sale Of PPE,0.0,0.0
Net Income From Continuing Operations,-52747000.0,-46024000.0
