,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,-132776000.0,-26224000.0,-167887000.0,-122757000.0,-79745000.0,,
Repayment Of Debt,,,,,0.0,,-40000.0
Issuance Of Capital Stock,162349000.0,,,,0.0,,
Capital Expenditure,-390000.0,-348000.0,-317000.0,-2538000.0,-1629000.0,,
Income Tax Paid Supplemental Data,,,0.0,,,,
End Cash Position,283042000.0,241070000.0,179256000.0,306278000.0,367995000.0,,
Beginning Cash Position,241070000.0,179256000.0,306278000.0,367995000.0,318695000.0,,
Changes In Cash,41972000.0,61814000.0,-127022000.0,-61717000.0,49300000.0,,
Financing Cash Flow,162523000.0,1039000.0,102000.0,2046000.0,598000.0,,
Cash Flow From Continuing Financing Activities,162523000.0,1039000.0,102000.0,2046000.0,598000.0,,
Net Other Financing Charges,,-2000.0,1000.0,,,,
Proceeds From Stock Option Exercised,174000.0,1041000.0,101000.0,2406000.0,598000.0,,
Net Common Stock Issuance,162349000.0,,,,0.0,,
Common Stock Issuance,162349000.0,,,,0.0,,
Net Issuance Payments Of Debt,,,,,0.0,,-40000.0
Net Long Term Debt Issuance,,,,,0.0,,-40000.0
Long Term Debt Payments,,,,,0.0,,-40000.0
Investing Cash Flow,11835000.0,86651000.0,40446000.0,56456000.0,126818000.0,,
Cash Flow From Continuing Investing Activities,11835000.0,86651000.0,40446000.0,56456000.0,126818000.0,,
Net Investment Purchase And Sale,12225000.0,87109000.0,40726000.0,58949000.0,128166000.0,,
Sale Of Investment,170599000.0,342931000.0,305173000.0,251320000.0,301860000.0,,
Purchase Of Investment,-158374000.0,-255822000.0,-264447000.0,-192371000.0,-173694000.0,,
Net PPE Purchase And Sale,-390000.0,-458000.0,-280000.0,-2493000.0,-1348000.0,,
Sale Of PPE,0.0,-110000.0,37000.0,45000.0,281000.0,,
Purchase Of PPE,-390000.0,-348000.0,-317000.0,-2538000.0,-1629000.0,,
Operating Cash Flow,-132386000.0,-25876000.0,-167570000.0,-120219000.0,-78116000.0,,
Cash Flow From Continuing Operating Activities,-132386000.0,-25876000.0,-167570000.0,-120219000.0,-78116000.0,,
Change In Working Capital,-22683000.0,-2844000.0,-20601000.0,-25061000.0,26059000.0,,
Change In Other Working Capital,,,-675000.0,-1827000.0,-713000.0,-2549000.0,-1505000.0
Change In Other Current Liabilities,-2273000.0,-2323000.0,-1792000.0,-1457000.0,-1796000.0,,
Change In Other Current Assets,657000.0,-8718000.0,-2792000.0,-7332000.0,6200000.0,,
Change In Payables And Accrued Expense,-21449000.0,13059000.0,-19557000.0,-14611000.0,16597000.0,,
Change In Accrued Expense,-17223000.0,10104000.0,-14155000.0,-23470000.0,18012000.0,,
Change In Payable,-4226000.0,2955000.0,-5402000.0,8859000.0,-1415000.0,,
Change In Account Payable,-4226000.0,2955000.0,-5402000.0,8859000.0,-1415000.0,,
Change In Prepaid Assets,382000.0,-8077000.0,4215000.0,879000.0,5058000.0,,
Change In Receivables,,,,,,-8747000.0,-54000.0
Changes In Account Receivables,,,,,,-8747000.0,-54000.0
Other Non Cash Items,530000.0,-5854000.0,9782000.0,-5929000.0,2157000.0,,
Stock Based Compensation,12087000.0,11206000.0,11356000.0,12451000.0,14059000.0,,
Unrealized Gain Loss On Investment Securities,170000.0,2606000.0,-1335000.0,3382000.0,-6382000.0,,
Asset Impairment Charge,,-399000.0,0.0,,,8980000.0,2090000.0
Amortization Of Securities,394000.0,,,2521000.0,4089000.0,,
Deferred Tax,,,-19000.0,,,-2643000.0,37000.0
Deferred Income Tax,,,-19000.0,,,-2643000.0,37000.0
Depreciation Amortization Depletion,2811000.0,2898000.0,2998000.0,2917000.0,2867000.0,,
Depreciation And Amortization,2811000.0,2898000.0,2998000.0,2917000.0,2867000.0,,
Depreciation,2811000.0,,2998000.0,2917000.0,2867000.0,,2896000.0
Net Income From Continuing Operations,-125695000.0,-42923000.0,-163141000.0,-110958000.0,-120965000.0,,
