,2025-06-30,2024-09-30
Free Cash Flow,110610000000.0,107700000000.0
Capital Expenditure,-8580000000.0,-8120000000.0
End Cash Position,64430000000.0,81550000000.0
Beginning Cash Position,83420000000.0,76690000000.0
Effect Of Exchange Rate Changes,3040000000.0,2330000000.0
Changes In Cash,-22030000000.0,2530000000.0
Financing Cash Flow,-115020000000.0,-42300000000.0
Net Other Financing Charges,-10760000000.0,
Interest Paid Cff,-1750000000.0,-1610000000.0
Cash Dividends Paid,-97780000000.0,-36180000000.0
Investing Cash Flow,-26200000000.0,-70990000000.0
Net Other Investing Changes,-5520000000.0,0.0
Interest Received Cfi,9530000000.0,4310000000.0
Dividends Received Cfi,120000000.0,90000000.0
Net Investment Purchase And Sale,-14330000000.0,-67330000000.0
Sale Of Investment,373160000000.0,325050000000.0
Purchase Of Investment,-387490000000.0,-392380000000.0
Net Intangibles Purchase And Sale,-330000000.0,-520000000.0
Purchase Of Intangibles,-330000000.0,-520000000.0
Net PPE Purchase And Sale,-8170000000.0,-7540000000.0
Sale Of PPE,80000000.0,60000000.0
Purchase Of PPE,-8250000000.0,-7600000000.0
Operating Cash Flow,119190000000.0,115820000000.0
Taxes Refund Paid,-24570000000.0,-49280000000.0
Change In Working Capital,-25470000000.0,-520000000.0
Change In Other Current Liabilities,9480000000.0,9350000000.0
Change In Other Current Assets,-11410000000.0,-6340000000.0
Change In Payable,70000000.0,8050000000.0
Change In Inventory,-40000000.0,-10000000.0
Change In Receivables,-23570000000.0,-11570000000.0
Other Non Cash Items,-12370000000.0,-6440000000.0
Deferred Tax,41600000000.0,40770000000.0
Depreciation And Amortization,13610000000.0,12660000000.0
Amortization Cash Flow,2430000000.0,
Depreciation,11180000000.0,12660000000.0
Gain Loss On Investment Securities,-1440000000.0,-780000000.0
Net Foreign Currency Exchange Gain Loss,-620000000.0,-270000000.0
Gain Loss On Sale Of PPE,10000000.0,-60000000.0
Net Income From Continuing Operations,128190000000.0,119550000000.0
