,2025-09-30,2024-12-31
Free Cash Flow,-2316838.0,-53192.0
Issuance Of Debt,778695.0,111582.0
Issuance Of Capital Stock,62.0,
Interest Paid Supplemental Data,0.0,0.0
Income Tax Paid Supplemental Data,0.0,0.0
End Cash Position,2151000.0,68934.0
Beginning Cash Position,3972204.0,14000.0
Effect Of Exchange Rate Changes,-185562.0,-3133.0
Changes In Cash,-1635708.0,58390.0
Financing Cash Flow,775130.0,111582.0
Cash Flow From Continuing Financing Activities,775130.0,111582.0
Net Other Financing Charges,-3627.0,
Net Common Stock Issuance,62.0,
Common Stock Issuance,62.0,
Net Issuance Payments Of Debt,778695.0,111582.0
Net Short Term Debt Issuance,773658.0,
Short Term Debt Issuance,773658.0,
Net Long Term Debt Issuance,5037.0,111582.0
Long Term Debt Issuance,5037.0,111582.0
Operating Cash Flow,-2316838.0,-53192.0
Cash Flow From Continuing Operating Activities,-2316838.0,-53192.0
Change In Working Capital,191257.0,-11611.0
Change In Other Current Liabilities,95111.0,3774.0
Change In Payables And Accrued Expense,94296.0,43579.0
Change In Accrued Expense,-290823.0,9563.0
Change In Payable,385119.0,34016.0
Change In Account Payable,385119.0,34016.0
Change In Prepaid Assets,1850.0,-58621.0
Change In Receivables,0.0,-343.0
Other Non Cash Items,529641.0,
Operating Gains Losses,-50916.0,
Gain Loss On Investment Securities,-448.0,
Net Foreign Currency Exchange Gain Loss,-50468.0,
Net Income From Continuing Operations,-2986820.0,-69581.0
