,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-154666.0,-248512.0,0.0
Repayment Of Debt,-184357.0,,
End Cash Position,930741.0,1269764.0,0.0
Beginning Cash Position,1269764.0,0.0,0.0
Changes In Cash,-339023.0,,
Financing Cash Flow,-184357.0,,
Cash Flow From Continuing Financing Activities,-184357.0,,
Net Issuance Payments Of Debt,-184357.0,,
Net Short Term Debt Issuance,-184357.0,,
Short Term Debt Payments,-184357.0,,
Operating Cash Flow,-154666.0,-248512.0,0.0
Cash Flow From Continuing Operating Activities,-154666.0,-248512.0,0.0
Change In Working Capital,29095.0,-117314.0,6525.0
Change In Payables And Accrued Expense,63337.0,21308.0,6525.0
Change In Accrued Expense,63337.0,21308.0,6525.0
Change In Prepaid Assets,-34242.0,,
Other Non Cash Items,-1789705.0,-278783.0,36220.0
Net Income From Continuing Operations,1605944.0,147585.0,-42745.0
