,2026-03-31,2025-12-31,2025-03-31
Free Cash Flow,-10526000.0,-10122000.0,-4303000.0
Repayment Of Debt,-32000.0,,0.0
Issuance Of Capital Stock,0.0,,758000.0
Capital Expenditure,-6238000.0,,
Interest Paid Supplemental Data,1000.0,,0.0
Income Tax Paid Supplemental Data,0.0,0.0,0.0
End Cash Position,29330000.0,2827000.0,4357000.0
Beginning Cash Position,2827000.0,2675000.0,7902000.0
Changes In Cash,26503000.0,-3957000.0,-3545000.0
Financing Cash Flow,350000.0,6165000.0,758000.0
Cash Flow From Continuing Financing Activities,350000.0,6165000.0,758000.0
Proceeds From Stock Option Exercised,382000.0,59000.0,0.0
Net Common Stock Issuance,0.0,,758000.0
Common Stock Issuance,0.0,,758000.0
Net Issuance Payments Of Debt,-32000.0,,0.0
Net Long Term Debt Issuance,-32000.0,,0.0
Long Term Debt Payments,-32000.0,,0.0
Investing Cash Flow,30441000.0,894000.0,0.0
Cash Flow From Continuing Investing Activities,30441000.0,894000.0,0.0
Net Business Purchase And Sale,36679000.0,,0.0
Sale Of Business,36679000.0,,0.0
Net PPE Purchase And Sale,-6238000.0,894000.0,0.0
Purchase Of PPE,-6238000.0,894000.0,0.0
Operating Cash Flow,-4288000.0,-11016000.0,-4303000.0
Cash Flow From Continuing Operating Activities,-4288000.0,-11016000.0,-4303000.0
Change In Working Capital,-1937000.0,587000.0,530000.0
Change In Other Working Capital,27000.0,-65000.0,-18000.0
Change In Other Current Liabilities,50000.0,63000.0,0.0
Change In Other Current Assets,48000.0,,-4000.0
Change In Payables And Accrued Expense,-1111000.0,775000.0,622000.0
Change In Accrued Expense,251000.0,,113000.0
Change In Payable,-1362000.0,1098000.0,509000.0
Change In Account Payable,-1362000.0,1098000.0,509000.0
Change In Prepaid Assets,-747000.0,186000.0,142000.0
Change In Inventory,-42000.0,,-212000.0
Change In Receivables,-162000.0,150000.0,0.0
Changes In Account Receivables,-162000.0,,0.0
Other Non Cash Items,118000.0,2387000.0,8000.0
Stock Based Compensation,2178000.0,1663000.0,299000.0
Asset Impairment Charge,32000.0,,0.0
Depreciation Amortization Depletion,326000.0,-2348000.0,38000.0
Depreciation And Amortization,326000.0,-2348000.0,38000.0
Amortization Cash Flow,41000.0,,
Amortization Of Intangibles,41000.0,,
Depreciation,285000.0,,38000.0
Net Income From Continuing Operations,-5005000.0,-14445000.0,-5178000.0
