,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-1459000.0,-1537000.0,-1050000.0,-1076000.0
Issuance Of Capital Stock,11000.0,1477000.0,104000.0,
Capital Expenditure,-3000.0,-3000.0,-9000.0,
Interest Paid Supplemental Data,0.0,0.0,0.0,0.0
End Cash Position,3114000.0,1131000.0,1149000.0,2095000.0
Beginning Cash Position,1811000.0,1149000.0,2095000.0,1169000.0
Effect Of Exchange Rate Changes,0.0,42000.0,0.0,2000.0
Changes In Cash,1303000.0,-60000.0,-946000.0,924000.0
Financing Cash Flow,11000.0,1477000.0,104000.0,2000000.0
Cash Flow From Continuing Financing Activities,11000.0,1477000.0,104000.0,2000000.0
Proceeds From Stock Option Exercised,,,,0.0
Net Common Stock Issuance,11000.0,1477000.0,104000.0,
Common Stock Issuance,11000.0,1477000.0,104000.0,
Investing Cash Flow,2748000.0,-3000.0,-9000.0,0.0
Cash Flow From Continuing Investing Activities,2748000.0,-3000.0,-9000.0,0.0
Net Business Purchase And Sale,2751000.0,,0.0,
Sale Of Business,2751000.0,,0.0,
Net PPE Purchase And Sale,-3000.0,-3000.0,-9000.0,0.0
Purchase Of PPE,-3000.0,-3000.0,-9000.0,0.0
Operating Cash Flow,-1456000.0,-1534000.0,-1041000.0,-1076000.0
Cash Flow From Continuing Operating Activities,-1456000.0,-1534000.0,-1041000.0,-1076000.0
Change In Working Capital,606000.0,275000.0,155000.0,475000.0
Change In Other Current Liabilities,-78000.0,321000.0,-84000.0,-68000.0
Change In Other Current Assets,106000.0,-39000.0,70000.0,38000.0
Change In Payables And Accrued Expense,547000.0,15000.0,226000.0,353000.0
Change In Payable,547000.0,15000.0,226000.0,353000.0
Change In Account Payable,199000.0,114000.0,169000.0,-54000.0
Change In Receivables,31000.0,-22000.0,-57000.0,152000.0
Changes In Account Receivables,53000.0,48000.0,-104000.0,37000.0
Other Non Cash Items,-6162000.0,187000.0,10000.0,-24000.0
Stock Based Compensation,70000.0,270000.0,0.0,204000.0
Depreciation Amortization Depletion,453000.0,353000.0,351000.0,499000.0
Depreciation And Amortization,453000.0,353000.0,351000.0,499000.0
Depreciation,453000.0,353000.0,351000.0,499000.0
Operating Gains Losses,,,,0.0
Gain Loss On Investment Securities,,,,0.0
Net Income From Continuing Operations,3577000.0,-2577000.0,-1557000.0,-2230000.0
