,2026-03-31,2025-12-31,2025-09-30
Free Cash Flow,-15926.0,-33711.0,-247581.0
Capital Expenditure,-50000.0,,
End Cash Position,2782.0,,52419.0
Beginning Cash Position,18708.0,,0.0
Changes In Cash,-15926.0,,52419.0
Financing Cash Flow,,0.0,300000.0
Cash Flow From Continuing Financing Activities,,0.0,300000.0
Net Other Financing Charges,,0.0,300000.0
Investing Cash Flow,-50000.0,,
Cash Flow From Continuing Investing Activities,-50000.0,,
Net Intangibles Purchase And Sale,-50000.0,,
Purchase Of Intangibles,-50000.0,,
Operating Cash Flow,34074.0,-33711.0,-247581.0
Cash Flow From Continuing Operating Activities,34074.0,-33711.0,-247581.0
Change In Working Capital,417343.0,51450.0,-149992.0
Change In Payables And Accrued Expense,375355.0,10649.0,14737.0
Change In Accrued Expense,279608.0,,
Change In Payable,95747.0,-10351.0,14737.0
Change In Account Payable,95747.0,-10351.0,14737.0
Change In Prepaid Assets,45000.0,49664.0,-164729.0
Change In Receivables,-3012.0,,
Other Non Cash Items,27791.0,,
Unrealized Gain Loss On Investment Securities,-28457.0,,
Depreciation Amortization Depletion,25125.0,25125.0,25125.0
Depreciation And Amortization,25125.0,25125.0,25125.0
Amortization Cash Flow,25125.0,25125.0,25125.0
Amortization Of Intangibles,25125.0,25125.0,25125.0
Net Income From Continuing Operations,-407728.0,-110286.0,-122714.0
