,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Free Cash Flow,4304000.0,7830000.0,561000.0,-419000.0
Repayment Of Debt,-3721000.0,-3051000.0,-970000.0,-161000.0
Issuance Of Debt,9954000.0,1430000.0,0.0,
Issuance Of Capital Stock,0.0,0.0,500000.0,3000.0
Capital Expenditure,-8931000.0,-8548000.0,-697000.0,-445000.0
Interest Paid Supplemental Data,150000.0,516000.0,0.0,188000.0
End Cash Position,13241000.0,9747000.0,1341000.0,335000.0
Beginning Cash Position,9747000.0,3608000.0,335000.0,912000.0
Changes In Cash,3494000.0,6139000.0,1006000.0,-577000.0
Financing Cash Flow,6207000.0,-1691000.0,-470000.0,-158000.0
Cash Flow From Continuing Financing Activities,6207000.0,-1691000.0,-470000.0,-158000.0
Net Other Financing Charges,-26000.0,,,
Net Common Stock Issuance,0.0,0.0,500000.0,3000.0
Common Stock Issuance,0.0,0.0,500000.0,3000.0
Net Issuance Payments Of Debt,6233000.0,-1621000.0,-970000.0,-161000.0
Net Long Term Debt Issuance,6233000.0,-1621000.0,-970000.0,-161000.0
Long Term Debt Payments,-3721000.0,-3051000.0,-970000.0,-161000.0
Long Term Debt Issuance,9954000.0,1430000.0,0.0,
Investing Cash Flow,-15948000.0,-8548000.0,218000.0,-445000.0
Cash Flow From Continuing Investing Activities,-15948000.0,-8548000.0,218000.0,-445000.0
Net Other Investing Changes,-7017000.0,,,
Net Intangibles Purchase And Sale,0.0,0.0,-16000.0,
Purchase Of Intangibles,0.0,0.0,-16000.0,
Net PPE Purchase And Sale,-8931000.0,-8578000.0,234000.0,-307000.0
Sale Of PPE,0.0,0.0,915000.0,0.0
Purchase Of PPE,-8931000.0,-8578000.0,-681000.0,-307000.0
Capital Expenditure Reported,,30000.0,,-138000.0
Operating Cash Flow,13235000.0,16378000.0,1258000.0,26000.0
Cash Flow From Continuing Operating Activities,13235000.0,16378000.0,1258000.0,26000.0
Change In Working Capital,9324000.0,13398000.0,-994000.0,-682000.0
Change In Other Current Liabilities,-1126000.0,14346000.0,-174000.0,-96000.0
Change In Other Current Assets,-500000.0,-75000.0,-16000.0,
Change In Payables And Accrued Expense,22127000.0,2900000.0,1172000.0,-178000.0
Change In Accrued Expense,25801000.0,,1161000.0,-313000.0
Change In Payable,-3674000.0,4983000.0,11000.0,135000.0
Change In Account Payable,-3626000.0,5200000.0,99000.0,-7000.0
Change In Prepaid Assets,-2302000.0,-1383000.0,-618000.0,-560000.0
Change In Receivables,-8875000.0,-2390000.0,-1358000.0,22000.0
Changes In Account Receivables,-8875000.0,-2390000.0,-1358000.0,22000.0
Other Non Cash Items,3108000.0,1081000.0,463000.0,149000.0
Stock Based Compensation,198000.0,205000.0,202000.0,205000.0
Depreciation Amortization Depletion,4723000.0,3351000.0,1371000.0,726000.0
Depreciation And Amortization,4723000.0,3351000.0,1371000.0,726000.0
Operating Gains Losses,,0.0,195000.0,0.0
Gain Loss On Investment Securities,,0.0,,
Gain Loss On Sale Of PPE,0.0,0.0,195000.0,0.0
Net Income From Continuing Operations,-4118000.0,-1657000.0,21000.0,-372000.0
