,2026-03-31,2025-03-31
Free Cash Flow,-49569000.0,-34228000.0
Repayment Of Debt,-3904000.0,-140000.0
Issuance Of Capital Stock,305249000.0,67491000.0
Capital Expenditure,-369000.0,-74000.0
Interest Paid Supplemental Data,239000.0,315000.0
End Cash Position,331894000.0,89963000.0
Beginning Cash Position,30566000.0,50139000.0
Changes In Cash,301328000.0,39824000.0
Financing Cash Flow,350897000.0,67289000.0
Cash Flow From Continuing Financing Activities,350897000.0,67289000.0
Net Other Financing Charges,49365000.0,-62000.0
Proceeds From Stock Option Exercised,187000.0,0.0
Net Preferred Stock Issuance,305249000.0,67491000.0
Preferred Stock Issuance,305249000.0,67491000.0
Net Issuance Payments Of Debt,-3904000.0,-140000.0
Net Short Term Debt Issuance,-3750000.0,0.0
Short Term Debt Payments,-3750000.0,0.0
Net Long Term Debt Issuance,-154000.0,-140000.0
Long Term Debt Payments,-154000.0,-140000.0
Investing Cash Flow,-369000.0,6689000.0
Cash Flow From Continuing Investing Activities,-369000.0,6689000.0
Net Investment Purchase And Sale,0.0,6763000.0
Sale Of Investment,0.0,23427000.0
Purchase Of Investment,0.0,-16664000.0
Net PPE Purchase And Sale,-369000.0,-74000.0
Purchase Of PPE,-369000.0,-74000.0
Operating Cash Flow,-49200000.0,-34154000.0
Cash Flow From Continuing Operating Activities,-49200000.0,-34154000.0
Change In Working Capital,-7531000.0,871000.0
Change In Other Current Liabilities,-1723000.0,-1512000.0
Change In Payables And Accrued Expense,-2996000.0,3440000.0
Change In Payable,-2996000.0,3440000.0
Change In Account Payable,-3207000.0,3440000.0
Change In Prepaid Assets,-2812000.0,-1132000.0
Change In Receivables,0.0,75000.0
Other Non Cash Items,1737000.0,1607000.0
Stock Based Compensation,1304000.0,852000.0
Amortization Of Securities,0.0,188000.0
Depreciation Amortization Depletion,606000.0,654000.0
Depreciation And Amortization,606000.0,654000.0
Net Income From Continuing Operations,-45316000.0,-38326000.0
