,2026-03-31,2025-03-31
Free Cash Flow,-32578000.0,-45041000.0
Capital Expenditure,-17000.0,-35000.0
End Cash Position,248469000.0,98637000.0
Beginning Cash Position,238196000.0,123080000.0
Changes In Cash,10273000.0,-24443000.0
Financing Cash Flow,7851000.0,5716000.0
Cash Flow From Continuing Financing Activities,7851000.0,5716000.0
Net Other Financing Charges,7851000.0,5716000.0
Investing Cash Flow,34983000.0,14847000.0
Cash Flow From Continuing Investing Activities,34983000.0,14847000.0
Net Investment Purchase And Sale,35000000.0,14882000.0
Sale Of Investment,35000000.0,137429000.0
Purchase Of Investment,0.0,-122547000.0
Net PPE Purchase And Sale,-17000.0,-35000.0
Purchase Of PPE,-17000.0,-35000.0
Operating Cash Flow,-32561000.0,-45006000.0
Cash Flow From Continuing Operating Activities,-32561000.0,-45006000.0
Change In Working Capital,6303000.0,-4495000.0
Change In Other Current Liabilities,0.0,-462000.0
Change In Payables And Accrued Expense,4146000.0,-3590000.0
Change In Payable,4146000.0,-3590000.0
Change In Account Payable,4146000.0,-3590000.0
Change In Prepaid Assets,2157000.0,-443000.0
Stock Based Compensation,11503000.0,7746000.0
Amortization Of Securities,-8000.0,-1667000.0
Depreciation Amortization Depletion,125000.0,606000.0
Depreciation And Amortization,125000.0,606000.0
Depreciation,125000.0,606000.0
Net Income From Continuing Operations,-50484000.0,-47196000.0
