,2025-09-30,2025-03-31,2024-12-31
Free Cash Flow,-2220000.0,-3728000.0,-12871000.0
Repayment Of Debt,-1925000.0,-998000.0,-1401000.0
Issuance Of Debt,,651000.0,
Issuance Of Capital Stock,2558000.0,9624000.0,315000.0
Capital Expenditure,-4530000.0,-1941628.0,-4357000.0
End Cash Position,3633000.0,17717000.0,6684000.0
Beginning Cash Position,7624000.0,6684000.0,6958000.0
Effect Of Exchange Rate Changes,-42000.0,-197000.0,110000.0
Changes In Cash,-3949000.0,11230000.0,-384000.0
Financing Cash Flow,629000.0,13841000.0,11704000.0
Cash Flow From Continuing Financing Activities,629000.0,13841000.0,11704000.0
Net Other Financing Charges,,-162000.0,
Interest Paid Cff,,-212469.0,-1206605.0
Proceeds From Stock Option Exercised,0.0,4726000.0,0.0
Cash Dividends Paid,-4000.0,0.0,0.0
Common Stock Dividend Paid,-4000.0,0.0,0.0
Net Common Stock Issuance,2558000.0,9624000.0,315000.0
Common Stock Issuance,2558000.0,9624000.0,315000.0
Net Issuance Payments Of Debt,-1925000.0,-347000.0,11350000.0
Net Short Term Debt Issuance,,-1399000.0,
Short Term Debt Payments,,0.0,
Short Term Debt Issuance,,-1399000.0,
Net Long Term Debt Issuance,-1925000.0,1052000.0,6951000.0
Long Term Debt Payments,-1925000.0,-998000.0,-1401000.0
Long Term Debt Issuance,,2050000.0,
Investing Cash Flow,-6888000.0,1245000.0,-3574000.0
Cash Flow From Continuing Investing Activities,-6888000.0,1245000.0,-3574000.0
Net Other Investing Changes,-2748000.0,867000.0,213000.0
Net Investment Purchase And Sale,390000.0,250000.0,570000.0
Sale Of Investment,390000.0,250000.0,570000.0
Purchase Of Investment,0.0,0.0,0.0
Net Business Purchase And Sale,0.0,0.0,0.0
Sale Of Business,0.0,0.0,0.0
Purchase Of Business,,-125000.0,0.0
Net Intangibles Purchase And Sale,,-1941628.0,-4355327.0
Purchase Of Intangibles,,-1941628.0,-4355327.0
Net PPE Purchase And Sale,-4530000.0,2846719.0,6661000.0
Purchase Of PPE,-4530000.0,,6661000.0
Operating Cash Flow,2310000.0,-3856000.0,-8514000.0
Cash Flow From Continuing Operating Activities,2310000.0,-3856000.0,-8514000.0
Taxes Refund Paid,-333000.0,11000.0,238000.0
Interest Paid Cfo,-678000.0,-212000.0,-1207000.0
Change In Working Capital,-1727000.0,-4653000.0,-7845000.0
Change In Other Working Capital,-4036000.0,-321955.0,1785000.0
Change In Other Current Liabilities,-220000.0,,-477000.0
Change In Payables And Accrued Expense,-847000.0,2483114.0,-7302000.0
Change In Payable,-847000.0,1692044.0,-7302000.0
Change In Account Payable,,-1212272.0,-4808867.0
Change In Tax Payable,,130739.0,-219117.0
Change In Income Tax Payable,,130739.0,-219117.0
Change In Prepaid Assets,6801000.0,-1911180.0,22000.0
Change In Inventory,-2161000.0,123058.0,1353000.0
Change In Receivables,-1264000.0,523857.0,-3226000.0
Changes In Account Receivables,-1803000.0,1419337.0,-6600000.0
Other Non Cash Items,1462000.0,158000.0,1048000.0
Stock Based Compensation,948000.0,846000.0,43000.0
Provisionand Write Offof Assets,14000.0,1532364.0,-28000.0
Asset Impairment Charge,0.0,0.0,0.0
Deferred Tax,399000.0,-147000.0,-375000.0
Deferred Income Tax,399000.0,-147000.0,-375000.0
Depreciation Amortization Depletion,1382000.0,1272000.0,1308000.0
Depreciation And Amortization,1382000.0,1272000.0,1308000.0
Depreciation,,1520152.0,1542496.0
Operating Gains Losses,-168000.0,5405000.0,-26000.0
Gain Loss On Investment Securities,-168000.0,5405000.0,-26000.0
Gain Loss On Sale Of PPE,,0.0,
Gain Loss On Sale Of Business,,0.0,
Net Income From Continuing Operations,1011000.0,-6522000.0,-1670000.0
