,2026-03-31
Free Cash Flow,-391037.0
End Cash Position,1051434.0
Beginning Cash Position,1442471.0
Changes In Cash,-391037.0
Operating Cash Flow,-391037.0
Cash Flow From Continuing Operating Activities,-391037.0
Change In Working Capital,-80236.0
Change In Other Current Assets,17621.0
Change In Payables And Accrued Expense,-58223.0
Change In Accrued Expense,3130.0
Change In Payable,-61353.0
Change In Account Payable,-88130.0
Change In Prepaid Assets,-39634.0
Other Non Cash Items,-2254569.0
Net Income From Continuing Operations,1943768.0
