,2026-03-31,2025-06-30,2025-03-31
Free Cash Flow,-814569.0,-528879.0,-800059.0
Repayment Of Debt,0.0,0.0,-4000000.0
Issuance Of Capital Stock,3839040.0,0.0,8041900.0
Capital Expenditure,-11336.0,,
End Cash Position,36718776.0,25252751.0,25938959.0
Beginning Cash Position,33820069.0,25938959.0,24009331.0
Effect Of Exchange Rate Changes,64.0,33.0,20.0
Changes In Cash,2898643.0,-686241.0,1929608.0
Financing Cash Flow,3839040.0,0.0,3666900.0
Cash From Discontinued Financing Activities,0.0,0.0,0.0
Cash Flow From Continuing Financing Activities,3839040.0,0.0,3666900.0
Net Other Financing Charges,,0.0,-375000.0
Net Common Stock Issuance,3839040.0,0.0,8041900.0
Common Stock Issuance,3839040.0,0.0,8041900.0
Net Issuance Payments Of Debt,0.0,0.0,-4000000.0
Net Short Term Debt Issuance,0.0,,-4000000.0
Short Term Debt Payments,0.0,,-4000000.0
Investing Cash Flow,-137164.0,-157362.0,-937233.0
Cash From Discontinued Investing Activities,0.0,,0.0
Cash Flow From Continuing Investing Activities,-137164.0,-157362.0,-937233.0
Interest Received Cfi,4914.0,-6156.0,6457.0
Net Investment Purchase And Sale,-130742.0,-151206.0,-943690.0
Purchase Of Investment,-130742.0,-151206.0,-943690.0
Net PPE Purchase And Sale,-11336.0,0.0,0.0
Purchase Of PPE,-11336.0,0.0,0.0
Operating Cash Flow,-803233.0,-528879.0,-800059.0
Cash From Discontinued Operating Activities,-122917.0,,-59781.0
Cash Flow From Continuing Operating Activities,-680316.0,-588660.0,-740278.0
Change In Working Capital,-125896.0,187871.0,-315122.0
Change In Other Working Capital,-32709.0,367283.0,-95310.0
Change In Other Current Liabilities,-18630.0,-94225.0,-93056.0
Change In Other Current Assets,107634.0,-325407.0,238330.0
Change In Payables And Accrued Expense,-330070.0,270679.0,-307291.0
Change In Accrued Expense,-318292.0,303179.0,-339808.0
Change In Payable,-11778.0,-32500.0,32517.0
Change In Account Payable,-11778.0,-32500.0,32517.0
Change In Prepaid Assets,13048.0,88417.0,-57795.0
Change In Receivables,134831.0,-118876.0,0.0
Changes In Account Receivables,134831.0,-98942.0,0.0
Other Non Cash Items,-38876.0,29951.0,-18364.0
Stock Based Compensation,445821.0,249493.0,117329.0
Unrealized Gain Loss On Investment Securities,63072.0,652849.0,-3159.0
Provisionand Write Offof Assets,-1058.0,,0.0
Depreciation Amortization Depletion,648.0,126551.0,126550.0
Depreciation And Amortization,648.0,126551.0,126550.0
Depreciation,648.0,126551.0,126550.0
Operating Gains Losses,62626.0,-55238.0,56250.0
Gain Loss On Investment Securities,278370.0,,68592.0
Net Foreign Currency Exchange Gain Loss,-215744.0,13354.0,-12342.0
Net Income From Continuing Operations,-1086653.0,-2284830.0,-703762.0
