,2026-03-31,2025-03-31
Free Cash Flow,-119635000.0,-153181000.0
Repurchase Of Capital Stock,-218000.0,0.0
Issuance Of Debt,1004571000.0,0.0
Issuance Of Capital Stock,1029268000.0,0.0
Capital Expenditure,-131970000.0,-98244000.0
Income Tax Paid Supplemental Data,574000.0,
End Cash Position,2745114000.0,472014000.0
Beginning Cash Position,930378000.0,581965000.0
Effect Of Exchange Rate Changes,911000.0,180000.0
Changes In Cash,1813825000.0,-110131000.0
Financing Cash Flow,2038106000.0,1552000.0
Cash Flow From Continuing Financing Activities,2038106000.0,1552000.0
Net Other Financing Charges,-830000.0,
Proceeds From Stock Option Exercised,5315000.0,1552000.0
Net Preferred Stock Issuance,1014031000.0,0.0
Preferred Stock Payments,-218000.0,0.0
Preferred Stock Issuance,1014249000.0,0.0
Net Common Stock Issuance,15019000.0,0.0
Common Stock Issuance,15019000.0,0.0
Net Issuance Payments Of Debt,1004571000.0,0.0
Net Short Term Debt Issuance,1004571000.0,0.0
Short Term Debt Issuance,1004571000.0,0.0
Investing Cash Flow,-236616000.0,-56746000.0
Cash Flow From Continuing Investing Activities,-236616000.0,-56746000.0
Net Investment Purchase And Sale,-104646000.0,41498000.0
Sale Of Investment,204155000.0,61673000.0
Purchase Of Investment,-308801000.0,-20175000.0
Net PPE Purchase And Sale,-131970000.0,-98244000.0
Purchase Of PPE,-131970000.0,-98244000.0
Operating Cash Flow,12335000.0,-54937000.0
Cash Flow From Continuing Operating Activities,12335000.0,-54937000.0
Change In Working Capital,-41835000.0,-51293000.0
Change In Other Working Capital,50735000.0,-144544000.0
Change In Other Current Liabilities,8995000.0,-15326000.0
Change In Payables And Accrued Expense,-10070000.0,-5650000.0
Change In Payable,-10070000.0,-5650000.0
Change In Account Payable,-10070000.0,-5650000.0
Change In Prepaid Assets,-57603000.0,3688000.0
Change In Inventory,-21684000.0,53752000.0
Change In Receivables,-12208000.0,56787000.0
Changes In Account Receivables,-12208000.0,56787000.0
Other Non Cash Items,33765000.0,2658000.0
Stock Based Compensation,9593000.0,9154000.0
Provisionand Write Offof Assets,4590000.0,4500000.0
Depreciation Amortization Depletion,18175000.0,3911000.0
Depreciation And Amortization,18175000.0,3911000.0
Operating Gains Losses,2053000.0,
Gain Loss On Investment Securities,2053000.0,
Net Income From Continuing Operations,-14006000.0,-23867000.0
