,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-12570657.0,-5443755.0,-9556312.0,-9268158.0,-15079344.0,
Issuance Of Capital Stock,0.0,400000033.0,0.0,105000003.0,0.0,
Capital Expenditure,-7306296.0,-1453915.0,-4647858.0,-175628.0,,
End Cash Position,197675624.0,577533949.0,203265052.0,210182375.0,118550451.0,
Beginning Cash Position,577533949.0,203265052.0,210182375.0,118550451.0,123267673.0,
Effect Of Exchange Rate Changes,-5595.0,-11452.0,,,0.0,0.0
Changes In Cash,-379852730.0,374280349.0,-6917323.0,91631924.0,-4717222.0,
Financing Cash Flow,2853498.0,381328870.0,2638989.0,100900082.0,6802122.0,
Cash Flow From Continuing Financing Activities,2853498.0,381328870.0,2638989.0,100900082.0,6802122.0,
Net Other Financing Charges,50000.0,-21656211.0,-300000.0,-6017700.0,0.0,
Proceeds From Stock Option Exercised,2803498.0,2985048.0,2938989.0,1917779.0,6802122.0,
Net Common Stock Issuance,0.0,400000033.0,0.0,105000003.0,0.0,
Common Stock Issuance,0.0,400000033.0,0.0,105000003.0,0.0,
Investing Cash Flow,-377441867.0,-3058681.0,-4647858.0,-175628.0,-9140891.0,
Cash Flow From Continuing Investing Activities,-377441867.0,-3058681.0,-4647858.0,-175628.0,-9140891.0,
Net Other Investing Changes,554766.0,-1604766.0,,,,-3560000.0
Net Intangibles Purchase And Sale,,,0.0,0.0,,
Purchase Of Intangibles,,,0.0,0.0,,
Net PPE Purchase And Sale,-7306296.0,-1453915.0,-4647858.0,-175628.0,-3625846.0,
Purchase Of PPE,-7306296.0,-1453915.0,-4647858.0,-175628.0,-3625846.0,
Operating Cash Flow,-5264361.0,-3989840.0,-4908454.0,-9092530.0,-2378453.0,
Cash Flow From Continuing Operating Activities,-5264361.0,-3989840.0,-4908454.0,-9092530.0,-2378453.0,
Change In Working Capital,1320599.0,918325.0,1280426.0,-3067186.0,2266728.0,
Change In Other Current Liabilities,-83783.0,-109376.0,-12272.0,-42946.0,-66988.0,
Change In Payables And Accrued Expense,1810256.0,1226110.0,675475.0,-1926378.0,1666244.0,
Change In Payable,1810256.0,1226110.0,675475.0,-1926378.0,1666244.0,
Change In Account Payable,1810256.0,1226110.0,717142.0,-1938045.0,1636244.0,
Change In Prepaid Assets,-492255.0,-112028.0,617223.0,-847862.0,667472.0,
Change In Receivables,,-86381.0,0.0,,,
Changes In Account Receivables,,-86381.0,0.0,,,
Other Non Cash Items,-471926.0,-879284.0,203500.0,401500.0,78250.0,
Stock Based Compensation,2681137.0,2072690.0,1369373.0,978789.0,16476053.0,
Unrealized Gain Loss On Investment Securities,57032.0,122838.0,,,0.0,0.0
Depreciation Amortization Depletion,328963.0,291870.0,288657.0,188950.0,109237.0,
Depreciation And Amortization,328963.0,291870.0,288657.0,188950.0,109237.0,
Depreciation,328963.0,291870.0,288657.0,188950.0,109237.0,
Net Income From Continuing Operations,-9180166.0,-6516279.0,-8050410.0,-7594583.0,-21308721.0,
