,2026-03-31,2025-03-31
Free Cash Flow,-84169000.0,-53927000.0
Repayment Of Debt,-1115000.0,-2646000.0
Issuance Of Capital Stock,369289000.0,21973000.0
Capital Expenditure,-3781000.0,-751000.0
End Cash Position,164607000.0,224747000.0
Beginning Cash Position,126038000.0,181831000.0
Changes In Cash,38569000.0,42916000.0
Financing Cash Flow,378891000.0,20560000.0
Cash Flow From Continuing Financing Activities,378891000.0,20560000.0
Net Other Financing Charges,7500000.0,750000.0
Proceeds From Stock Option Exercised,3217000.0,483000.0
Net Preferred Stock Issuance,0.0,21973000.0
Preferred Stock Issuance,0.0,21973000.0
Net Common Stock Issuance,369289000.0,0.0
Common Stock Issuance,369289000.0,0.0
Net Issuance Payments Of Debt,-1115000.0,-2646000.0
Net Long Term Debt Issuance,-1115000.0,-2646000.0
Long Term Debt Payments,-1115000.0,-2646000.0
Investing Cash Flow,-259934000.0,75532000.0
Cash Flow From Continuing Investing Activities,-259934000.0,75532000.0
Net Investment Purchase And Sale,-256153000.0,76283000.0
Sale Of Investment,65000000.0,153633000.0
Purchase Of Investment,-321153000.0,-77350000.0
Net PPE Purchase And Sale,-3781000.0,-751000.0
Purchase Of PPE,-3781000.0,-751000.0
Operating Cash Flow,-80388000.0,-53176000.0
Cash Flow From Continuing Operating Activities,-80388000.0,-53176000.0
Change In Working Capital,-30653000.0,-17440000.0
Change In Other Working Capital,-7224000.0,-8819000.0
Change In Other Current Liabilities,-1958000.0,-172000.0
Change In Other Current Assets,2045000.0,1400000.0
Change In Payables And Accrued Expense,-17295000.0,-7002000.0
Change In Accrued Expense,-21049000.0,-6405000.0
Change In Payable,3754000.0,-597000.0
Change In Account Payable,3754000.0,-597000.0
Change In Prepaid Assets,-6221000.0,-2756000.0
Change In Receivables,0.0,-91000.0
Changes In Account Receivables,0.0,-91000.0
Other Non Cash Items,2094000.0,1339000.0
Stock Based Compensation,6395000.0,4744000.0
Amortization Of Securities,-146000.0,-919000.0
Depreciation Amortization Depletion,3273000.0,3414000.0
Depreciation And Amortization,3273000.0,3414000.0
Operating Gains Losses,363000.0,
Gain Loss On Investment Securities,363000.0,
Net Income From Continuing Operations,-61714000.0,-44314000.0
