,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Free Cash Flow,-16962159.0,730963.0,-2242823.0,3597878.0
Issuance Of Capital Stock,15204319.0,0.0,1600002.0,
Capital Expenditure,,,,-20133.0
Interest Paid Supplemental Data,-8.0,0.0,63.0,26.0
Income Tax Paid Supplemental Data,0.0,,,0.0
End Cash Position,5154182.0,6974437.0,6068834.0,6988007.0
Beginning Cash Position,6974437.0,6068834.0,6988007.0,3424726.0
Effect Of Exchange Rate Changes,-178455.0,174640.0,-276352.0,-34597.0
Changes In Cash,-1641800.0,730963.0,-642821.0,3597878.0
Financing Cash Flow,15320359.0,0.0,1600002.0,
Cash Flow From Continuing Financing Activities,15320359.0,0.0,1600002.0,
Net Common Stock Issuance,15204319.0,0.0,1600002.0,
Common Stock Issuance,15204319.0,0.0,1600002.0,
Investing Cash Flow,4669.0,,,-20133.0
Cash Flow From Continuing Investing Activities,4669.0,,,-20133.0
Net PPE Purchase And Sale,4669.0,,,-20133.0
Purchase Of PPE,4669.0,,,-20133.0
Operating Cash Flow,-16966828.0,735847.0,-2242823.0,3618011.0
Cash Flow From Continuing Operating Activities,-16966828.0,735847.0,-2242823.0,3618011.0
Change In Working Capital,-15981033.0,-275267.0,-1719506.0,3700132.0
Change In Other Working Capital,-6873412.0,-1793988.0,2915.0,-47779.0
Change In Other Current Liabilities,-35240.0,-34433.0,-32926.0,-39340.0
Change In Other Current Assets,37988.0,32794.0,32949.0,39272.0
Change In Payables And Accrued Expense,-6018356.0,4196183.0,1836808.0,6817787.0
Change In Accrued Expense,-221303.0,-872620.0,-50774.0,7316576.0
Change In Payable,-5797053.0,5068803.0,1887582.0,-498789.0
Change In Account Payable,-5797053.0,5068803.0,1887582.0,-498789.0
Change In Prepaid Assets,-2882667.0,-2198174.0,-3525302.0,-3097447.0
Change In Inventory,33766.0,32178.0,-9982.0,44305.0
Change In Receivables,-243112.0,-509827.0,-23968.0,-16666.0
Changes In Account Receivables,-243112.0,-509827.0,-23968.0,-16666.0
Asset Impairment Charge,,,,188937.0
Deferred Tax,47925.0,-1860.0,1860.0,6428.0
Deferred Income Tax,47925.0,-1860.0,1860.0,6428.0
Depreciation Amortization Depletion,15466.0,15283.0,15136.0,21662.0
Depreciation And Amortization,15466.0,15283.0,15136.0,21662.0
Amortization Cash Flow,5964.0,5964.0,5964.0,6159.0
Amortization Of Intangibles,5964.0,5964.0,5964.0,6159.0
Depreciation,9502.0,9319.0,9172.0,15503.0
Net Income From Continuing Operations,-1049255.0,997691.0,-540313.0,-299140.0
