,2026-03-31,2025-03-31
Free Cash Flow,-21696000.0,-13049000.0
Repayment Of Debt,-46000.0,-29000.0
Capital Expenditure,-112000.0,-16000.0
Interest Paid Supplemental Data,0.0,3000.0
End Cash Position,49860000.0,55351000.0
Beginning Cash Position,87974000.0,74407000.0
Effect Of Exchange Rate Changes,-223000.0,0.0
Changes In Cash,-37891000.0,-19056000.0
Financing Cash Flow,-460000.0,-29000.0
Cash Flow From Continuing Financing Activities,-460000.0,-29000.0
Net Other Financing Charges,-414000.0,
Net Issuance Payments Of Debt,-46000.0,-29000.0
Net Long Term Debt Issuance,-46000.0,-29000.0
Long Term Debt Payments,-46000.0,-29000.0
Investing Cash Flow,-15847000.0,-5994000.0
Cash Flow From Continuing Investing Activities,-15847000.0,-5994000.0
Net Investment Purchase And Sale,-15735000.0,-5978000.0
Sale Of Investment,0.0,13970000.0
Purchase Of Investment,-15735000.0,-19948000.0
Net PPE Purchase And Sale,-112000.0,-16000.0
Purchase Of PPE,-112000.0,-16000.0
Operating Cash Flow,-21584000.0,-13033000.0
Cash Flow From Continuing Operating Activities,-21584000.0,-13033000.0
Change In Working Capital,375000.0,1426000.0
Change In Other Current Liabilities,-157000.0,-156000.0
Change In Other Current Assets,-1016000.0,-800000.0
Change In Payables And Accrued Expense,382000.0,2447000.0
Change In Accrued Expense,434000.0,-434000.0
Change In Payable,-52000.0,2881000.0
Change In Account Payable,-52000.0,2881000.0
Change In Prepaid Assets,1166000.0,-65000.0
Other Non Cash Items,153000.0,521000.0
Stock Based Compensation,1318000.0,459000.0
Amortization Of Securities,-816000.0,-208000.0
Depreciation Amortization Depletion,73000.0,75000.0
Depreciation And Amortization,73000.0,75000.0
Net Income From Continuing Operations,-22687000.0,-15306000.0
